group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8,user-9,rating-9
2334,60,144,3.0,42,3.0,142,1.0,212,3.5,119,3.0,90,3.5,79,1.5,136,3.5,409,3.0
2334,62,144,4.0,42,4.0,142,3.5,212,4.0,119,3.5,90,4.0,79,3.5,136,4.0,409,3.5
2334,61,144,4.0,42,1.5,142,4.0,212,3.5,119,3.5,90,0.5,79,1.0,136,2.5,409,2.5
2334,57,144,2.5,42,3.0,142,1.0,212,3.0,119,3.0,90,3.0,79,1.5,136,2.0,409,3.5
2334,56,144,4.0,42,4.0,142,4.0,212,2.0,119,4.0,90,3.5,79,3.5,136,4.0,409,3.5
2335,13,365,2.5,165,3.5,300,3.0,281,4.0,79,1.0,198,4.0,350,3.0,197,1.0,48,3.5
2335,61,365,0.5,165,1.5,300,1.5,281,2.0,79,1.0,198,3.5,350,3.5,197,2.5,48,2.5
2335,57,365,2.0,165,1.5,300,1.5,281,1.5,79,1.5,198,3.5,350,2.5,197,2.0,48,2.5
2335,54,365,2.0,165,2.5,300,4.0,281,4.0,79,2.0,198,3.5,350,3.0,197,2.0,48,2.5
2335,56,365,1.5,165,3.0,300,4.0,281,4.0,79,3.5,198,3.0,350,3.0,197,3.0,48,4.0
2336,54,8,4.0,367,4.0,215,1.5,350,3.0,119,3.5,259,2.5,165,2.5,289,2.5,194,2.0
2336,52,8,3.5,367,4.0,215,3.0,350,2.0,119,4.0,259,3.5,165,3.0,289,0.5,194,2.5
2336,58,8,4.0,367,4.0,215,3.5,350,3.5,119,4.0,259,3.0,165,4.0,289,4.0,194,3.0
2336,13,8,3.5,367,3.5,215,2.0,350,3.0,119,3.5,259,1.0,165,3.5,289,3.0,194,3.0
2336,53,8,4.0,367,4.0,215,3.0,350,3.5,119,3.0,259,1.0,165,2.0,289,2.0,194,4.0
2337,62,157,1.0,68,2.0,410,4.0,53,3.5,103,3.0,129,4.0,83,4.0,166,2.5,90,4.0
2337,56,157,2.5,68,3.5,410,3.5,53,4.0,103,1.0,129,2.0,83,4.0,166,1.5,90,3.5
2337,57,157,2.0,68,1.5,410,3.0,53,3.5,103,4.0,129,3.0,83,4.0,166,2.0,90,3.0
2337,52,157,3.5,68,3.5,410,4.0,53,3.5,103,3.5,129,2.5,83,3.5,166,2.5,90,4.0
2337,59,157,2.0,68,3.0,410,3.5,53,4.0,103,3.5,129,4.0,83,3.0,166,2.0,90,4.0
2338,63,250,3.5,38,2.0,106,3.5,136,3.5,209,3.5,319,4.0,60,4.0,37,2.5,167,2.5
2338,13,250,4.0,38,2.0,106,3.5,136,3.0,209,4.0,319,4.0,60,3.0,37,3.0,167,3.0
2338,53,250,4.0,38,2.0,106,3.0,136,4.0,209,1.5,319,4.0,60,3.5,37,3.0,167,3.5
2338,58,250,4.0,38,3.0,106,3.0,136,4.0,209,3.5,319,2.5,60,3.5,37,3.0,167,3.5
2338,55,250,1.5,38,3.5,106,4.0,136,4.0,209,4.0,319,4.0,60,4.0,37,4.0,167,2.0
2339,59,165,3.5,135,4.0,407,4.0,384,4.0,54,4.0,198,3.5,106,4.0,60,4.0,110,2.5
2339,58,165,4.0,135,4.0,407,4.0,384,4.0,54,4.0,198,4.0,106,3.0,60,3.5,110,2.0
2339,55,165,4.0,135,2.5,407,2.0,384,4.0,54,4.0,198,4.0,106,4.0,60,4.0,110,3.5
2339,60,165,2.5,135,2.0,407,4.0,384,3.5,54,4.0,198,4.0,106,2.5,60,4.0,110,1.5
2339,57,165,1.5,135,4.0,407,4.0,384,3.5,54,4.0,198,3.5,106,3.0,60,4.0,110,3.5
2340,63,132,3.0,124,1.5,351,3.5,106,3.5,404,2.5,48,3.0,323,3.5,328,3.5,413,3.0
2340,62,132,2.5,124,3.0,351,4.0,106,3.5,404,3.5,48,4.0,323,2.0,328,3.5,413,2.0
2340,13,132,0.5,124,3.5,351,4.0,106,3.5,404,3.5,48,3.5,323,3.5,328,4.0,413,2.5
2340,55,132,4.0,124,4.0,351,4.0,106,4.0,404,3.0,48,3.0,323,4.0,328,4.0,413,2.0
2340,54,132,4.0,124,3.5,351,3.0,106,3.0,404,3.0,48,2.5,323,3.5,328,4.0,413,2.5
2341,57,68,1.5,167,2.5,275,2.5,395,1.5,332,2.5,310,3.0,404,2.5,9,1.0,325,3.0
2341,13,68,2.5,167,3.0,275,3.0,395,3.5,332,3.0,310,3.0,404,3.5,9,1.0,325,3.5
2341,58,68,2.5,167,3.5,275,3.5,395,3.5,332,3.0,310,2.0,404,3.5,9,3.5,325,3.5
2341,61,68,4.0,167,2.5,275,4.0,395,2.5,332,1.5,310,1.5,404,2.0,9,0.5,325,3.5
2341,55,68,4.0,167,2.0,275,3.5,395,3.5,332,2.0,310,4.0,404,3.0,9,2.0,325,4.0
2342,52,48,3.0,124,3.5,53,3.5,212,3.0,142,1.0,54,4.0,144,3.5,8,3.5,412,2.0
2342,61,48,2.5,124,1.0,53,3.5,212,3.5,142,4.0,54,4.0,144,4.0,8,3.5,412,2.5
2342,56,48,4.0,124,3.5,53,4.0,212,2.0,142,4.0,54,4.0,144,4.0,8,4.0,412,3.5
2342,60,48,3.0,124,2.5,53,3.0,212,3.5,142,1.0,54,4.0,144,3.0,8,3.5,412,2.5
2342,53,48,3.5,124,3.5,53,2.5,212,4.0,142,0.5,54,4.0,144,0.5,8,4.0,412,1.5
2343,62,136,4.0,267,4.0,197,2.5,119,3.5,212,4.0,388,1.0,53,3.5,68,2.0,142,3.5
2343,58,136,4.0,267,4.0,197,3.0,119,4.0,212,4.0,388,4.0,53,4.0,68,2.5,142,3.5
2343,61,136,2.5,267,4.0,197,2.5,119,3.5,212,3.5,388,1.0,53,3.5,68,4.0,142,4.0
2343,13,136,3.0,267,4.0,197,1.0,119,3.5,212,3.5,388,2.5,53,4.0,68,2.5,142,1.5
2343,63,136,3.5,267,4.0,197,2.5,119,3.5,212,4.0,388,4.0,53,2.0,68,1.0,142,0.5
2344,52,53,3.5,167,3.5,136,4.0,406,4.0,20,4.0,215,3.0,407,4.0,267,4.0,157,3.5
2344,62,53,3.5,167,3.0,136,4.0,406,4.0,20,3.0,215,2.5,407,1.0,267,4.0,157,1.0
2344,54,53,4.0,167,1.5,136,4.0,406,4.0,20,4.0,215,1.5,407,4.0,267,4.0,157,2.0
2344,58,53,4.0,167,3.5,136,4.0,406,4.0,20,3.0,215,3.5,407,4.0,267,4.0,157,3.5
2344,13,53,4.0,167,3.0,136,3.0,406,4.0,20,4.0,215,2.0,407,4.0,267,4.0,157,3.0
2345,56,281,4.0,119,4.0,395,3.0,367,3.0,267,4.0,225,3.0,31,3.0,101,1.0,289,2.5
2345,55,281,4.0,119,3.5,395,3.5,367,3.0,267,4.0,225,3.0,31,3.5,101,3.0,289,3.5
2345,13,281,4.0,119,3.5,395,3.5,367,3.5,267,4.0,225,3.0,31,3.5,101,2.0,289,3.0
2345,60,281,4.0,119,3.0,395,3.0,367,3.0,267,4.0,225,2.5,31,3.5,101,2.0,289,3.5
2345,63,281,4.0,119,3.5,395,2.5,367,2.5,267,4.0,225,3.0,31,3.0,101,2.5,289,3.0
2346,13,54,4.0,383,2.0,410,3.0,406,4.0,409,3.0,20,4.0,2,2.0,53,4.0,215,2.0
2346,63,54,4.0,383,1.5,410,3.5,406,2.0,409,2.0,20,4.0,2,2.0,53,2.0,215,2.5
2346,62,54,4.0,383,3.5,410,4.0,406,4.0,409,3.5,20,3.0,2,3.0,53,3.5,215,2.5
2346,56,54,4.0,383,3.0,410,3.5,406,4.0,409,3.5,20,4.0,2,4.0,53,4.0,215,3.5
2346,55,54,4.0,383,3.5,410,4.0,406,3.5,409,3.5,20,4.0,2,3.0,53,4.0,215,2.0
2347,58,42,4.0,60,3.5,169,3.0,300,4.0,124,3.0,404,3.5,225,3.5,329,3.0,224,0.5
2347,52,42,3.5,60,4.0,169,2.5,300,1.0,124,3.5,404,3.5,225,4.0,329,4.0,224,1.5
2347,54,42,3.0,60,3.0,169,3.5,300,4.0,124,3.5,404,3.0,225,2.0,329,3.0,224,3.0
2347,13,42,3.0,60,3.0,169,3.5,300,3.0,124,3.5,404,3.5,225,3.0,329,1.5,224,3.0
2347,59,42,3.5,60,4.0,169,3.5,300,4.0,124,4.0,404,3.5,225,3.0,329,4.0,224,2.0
2348,55,196,3.5,350,4.0,300,3.0,9,2.0,325,4.0,306,3.5,231,4.0,135,2.5,165,4.0
2348,54,196,3.0,350,3.0,300,4.0,9,1.0,325,3.5,306,3.5,231,3.5,135,3.0,165,2.5
2348,53,196,4.0,350,3.5,300,3.0,9,2.5,325,3.0,306,3.5,231,3.0,135,4.0,165,2.0
2348,62,196,3.5,350,4.0,300,4.0,9,3.0,325,4.0,306,3.5,231,3.5,135,4.0,165,4.0
2348,60,196,4.0,350,3.5,300,4.0,9,2.5,325,3.5,306,3.5,231,2.5,135,2.0,165,2.5
2349,61,219,3.0,110,3.0,350,3.5,409,2.5,105,2.0,142,4.0,90,0.5,300,1.5,20,3.0
2349,55,219,4.0,110,3.5,350,4.0,409,3.5,105,4.0,142,2.5,90,4.0,300,3.0,20,4.0
2349,60,219,3.5,110,1.5,350,3.5,409,3.0,105,4.0,142,1.0,90,3.5,300,4.0,20,3.5
2349,63,219,4.0,110,0.5,350,1.0,409,2.0,105,4.0,142,0.5,90,2.5,300,3.0,20,4.0
2349,53,219,4.0,110,2.5,350,3.5,409,3.5,105,3.0,142,0.5,90,4.0,300,3.0,20,4.0
2350,60,53,3.0,196,4.0,219,3.5,38,2.0,98,4.0,323,2.0,247,3.5,167,2.5,325,3.5
2350,57,53,3.5,196,3.0,219,3.0,38,3.5,98,3.0,323,3.5,247,4.0,167,2.5,325,3.0
2350,55,53,4.0,196,3.5,219,4.0,38,3.5,98,3.0,323,4.0,247,4.0,167,2.0,325,4.0
2350,54,53,4.0,196,3.0,219,3.5,38,3.0,98,4.0,323,3.5,247,4.0,167,1.5,325,3.5
2350,63,53,2.0,196,2.0,219,4.0,38,2.0,98,3.0,323,3.5,247,4.0,167,2.5,325,3.0
2351,54,144,3.5,37,3.5,90,2.0,224,3.0,370,3.0,300,4.0,24,3.5,142,2.5,404,3.0
2351,57,144,2.5,37,3.5,90,3.0,224,2.5,370,4.0,300,1.5,24,1.5,142,1.0,404,2.5
2351,58,144,3.5,37,3.0,90,1.0,224,0.5,370,4.0,300,4.0,24,4.0,142,3.5,404,3.5
2351,60,144,3.0,37,3.0,90,3.5,224,1.0,370,3.0,300,4.0,24,3.0,142,1.0,404,3.5
2351,53,144,0.5,37,3.0,90,4.0,224,4.0,370,3.5,300,3.0,24,1.0,142,0.5,404,4.0
2352,57,18,4.0,24,1.5,404,2.5,198,3.5,407,4.0,315,4.0,54,4.0,135,4.0,395,1.5
2352,62,18,3.5,24,3.0,404,3.5,198,4.0,407,1.0,315,4.0,54,4.0,135,4.0,395,4.0
2352,13,18,2.5,24,4.0,404,3.5,198,4.0,407,4.0,315,1.0,54,4.0,135,4.0,395,3.5
2352,56,18,3.5,24,4.0,404,3.5,198,3.0,407,4.0,315,4.0,54,4.0,135,4.0,395,3.0
2352,53,18,2.0,24,1.0,404,4.0,198,3.5,407,4.0,315,4.0,54,4.0,135,4.0,395,2.0
2353,63,298,2.5,350,1.0,402,1.5,209,3.5,157,2.0,381,2.0,105,4.0,144,1.5,49,2.5
2353,56,298,2.0,350,3.0,402,3.5,209,4.0,157,2.5,381,4.0,105,3.0,144,4.0,49,3.5
2353,59,298,2.0,350,4.0,402,3.5,209,4.0,157,2.0,381,2.0,105,3.0,144,3.5,49,1.5
2353,55,298,2.0,350,4.0,402,3.0,209,4.0,157,1.5,381,2.0,105,4.0,144,3.0,49,3.0
2353,61,298,2.0,350,3.5,402,0.5,209,3.0,157,2.5,381,3.5,105,2.0,144,4.0,49,1.5
2354,56,336,3.5,196,2.5,406,4.0,60,4.0,142,4.0,106,3.0,110,3.0,409,3.5,395,3.0
2354,58,336,3.0,196,3.0,406,4.0,60,3.5,142,3.5,106,3.0,110,2.0,409,3.0,395,3.5
2354,60,336,3.5,196,4.0,406,3.0,60,4.0,142,1.0,106,2.5,110,1.5,409,3.0,395,3.0
2354,55,336,3.5,196,3.5,406,3.5,60,4.0,142,2.5,106,4.0,110,3.5,409,3.5,395,3.5
2354,13,336,3.0,196,2.0,406,4.0,60,3.0,142,1.5,106,3.5,110,3.0,409,3.0,395,3.5
2355,54,48,2.5,90,2.0,247,4.0,55,3.0,410,4.0,42,3.0,364,2.5,388,2.0,267,4.0
2355,57,48,2.5,90,3.0,247,4.0,55,4.0,410,3.0,42,3.0,364,0.5,388,0.5,267,4.0
2355,61,48,2.5,90,0.5,247,4.0,55,3.0,410,3.5,42,1.5,364,2.5,388,1.0,267,4.0
2355,55,48,3.0,90,4.0,247,4.0,55,3.5,410,4.0,42,3.5,364,3.5,388,2.5,267,4.0
2355,13,48,3.5,90,1.5,247,4.0,55,3.0,410,3.0,42,3.0,364,3.5,388,2.5,267,4.0
2356,57,413,4.0,42,3.0,315,4.0,53,3.5,194,3.0,415,4.0,250,3.5,395,1.5,192,3.5
2356,60,413,3.5,42,3.0,315,4.0,53,3.0,194,3.0,415,4.0,250,3.5,395,3.0,192,2.5
2356,54,413,2.5,42,3.0,315,3.0,53,4.0,194,2.0,415,4.0,250,4.0,395,2.5,192,3.0
2356,59,413,2.0,42,3.5,315,4.0,53,4.0,194,3.0,415,4.0,250,4.0,395,3.5,192,4.0
2356,53,413,1.5,42,2.0,315,4.0,53,2.5,194,4.0,415,4.0,250,4.0,395,2.0,192,3.5
2357,63,79,1.0,152,3.5,100,3.0,215,2.5,319,4.0,395,2.5,224,0.5,289,3.0,259,2.0
2357,60,79,1.5,152,4.0,100,2.5,215,1.5,319,3.0,395,3.0,224,1.0,289,3.5,259,3.0
2357,58,79,1.5,152,3.0,100,3.5,215,3.5,319,2.5,395,3.5,224,0.5,289,4.0,259,3.0
2357,13,79,1.0,152,3.5,100,2.0,215,2.0,319,4.0,395,3.5,224,3.0,289,3.0,259,1.0
2357,62,79,3.5,152,3.0,100,3.5,215,2.5,319,4.0,395,4.0,224,3.0,289,3.0,259,4.0
2358,52,388,4.0,60,4.0,233,4.0,404,3.5,31,4.0,49,3.5,142,1.0,144,3.5,37,3.0
2358,60,388,0.5,60,4.0,233,4.0,404,3.5,31,3.5,49,2.0,142,1.0,144,3.0,37,3.0
2358,53,388,0.5,60,3.5,233,4.0,404,4.0,31,3.0,49,1.0,142,0.5,144,0.5,37,3.0
2358,61,388,1.0,60,3.5,233,2.0,404,2.0,31,2.0,49,1.5,142,4.0,144,4.0,37,3.5
2358,58,388,4.0,60,3.5,233,3.0,404,3.5,31,3.0,49,1.5,142,3.5,144,3.5,37,3.0
2359,53,259,1.0,310,3.5,209,1.5,8,4.0,117,2.5,68,0.5,90,4.0,129,2.0,194,4.0
2359,57,259,1.0,310,3.0,209,2.5,8,4.0,117,3.0,68,1.5,90,3.0,129,3.0,194,3.0
2359,63,259,2.0,310,3.5,209,3.5,8,4.0,117,2.5,68,1.0,90,2.5,129,1.5,194,3.0
2359,54,259,2.5,310,2.5,209,2.5,8,4.0,117,3.0,68,2.5,90,2.0,129,2.0,194,2.0
2359,55,259,2.0,310,4.0,209,4.0,8,3.5,117,4.0,68,4.0,90,4.0,129,3.5,194,4.0
2360,58,129,4.0,334,4.0,225,3.5,14,4.0,42,4.0,247,0.5,38,3.0,395,3.5,18,4.0
2360,13,129,1.5,334,4.0,225,3.0,14,3.5,42,3.0,247,4.0,38,2.0,395,3.5,18,2.5
2360,59,129,4.0,334,3.5,225,3.0,14,4.0,42,3.5,247,4.0,38,1.0,395,3.5,18,3.0
2360,62,129,4.0,334,2.0,225,3.0,14,3.5,42,4.0,247,4.0,38,3.0,395,4.0,18,3.5
2360,56,129,2.0,334,4.0,225,3.0,14,3.0,42,4.0,247,4.0,38,3.0,395,3.0,18,3.5
2361,60,407,4.0,325,3.5,298,3.0,370,3.0,31,3.5,9,2.5,53,3.0,350,3.5,135,2.0
2361,58,407,4.0,325,3.5,298,3.0,370,4.0,31,3.0,9,3.5,53,4.0,350,3.5,135,4.0
2361,59,407,4.0,325,3.0,298,2.0,370,4.0,31,4.0,9,3.5,53,4.0,350,4.0,135,4.0
2361,56,407,4.0,325,3.5,298,2.0,370,4.0,31,3.0,9,4.0,53,4.0,350,3.0,135,4.0
2361,53,407,4.0,325,3.0,298,3.0,370,3.5,31,3.0,9,2.5,53,2.5,350,3.5,135,4.0
2362,55,127,1.5,404,3.0,351,4.0,60,4.0,367,3.0,55,3.5,38,3.5,119,3.5,224,3.5
2362,62,127,1.0,404,3.5,351,4.0,60,4.0,367,4.0,55,4.0,38,3.0,119,3.5,224,3.0
2362,60,127,3.5,404,3.5,351,4.0,60,4.0,367,3.0,55,3.0,38,2.0,119,3.0,224,1.0
2362,13,127,2.0,404,3.5,351,4.0,60,3.0,367,3.5,55,3.0,38,2.0,119,3.5,224,3.0
2362,54,127,0.5,404,3.0,351,3.0,60,3.0,367,4.0,55,3.0,38,3.0,119,3.5,224,3.0
2363,56,196,2.5,215,3.5,319,4.0,98,4.0,212,2.0,101,1.0,224,3.0,124,3.5,8,4.0
2363,59,196,4.0,215,2.0,319,4.0,98,4.0,212,3.5,101,1.5,224,2.0,124,4.0,8,4.0
2363,53,196,4.0,215,3.0,319,4.0,98,4.0,212,4.0,101,3.5,224,4.0,124,3.5,8,4.0
2363,57,196,3.0,215,2.0,319,1.0,98,3.0,212,3.0,101,3.0,224,2.5,124,1.0,8,4.0
2363,54,196,3.0,215,1.5,319,4.0,98,4.0,212,4.0,101,2.5,224,3.0,124,3.5,8,4.0
2364,52,194,2.5,100,3.0,215,3.0,119,4.0,388,4.0,124,3.5,55,3.0,350,2.0,60,4.0
2364,54,194,2.0,100,2.5,215,1.5,119,3.5,388,2.0,124,3.5,55,3.0,350,3.0,60,3.0
2364,62,194,4.0,100,3.5,215,2.5,119,3.5,388,1.0,124,3.0,55,4.0,350,4.0,60,4.0
2364,56,194,2.5,100,1.5,215,3.5,119,4.0,388,4.0,124,3.5,55,3.0,350,3.0,60,4.0
2364,13,194,3.0,100,2.0,215,2.0,119,3.5,388,2.5,124,3.5,55,3.0,350,3.0,60,3.0
2365,62,410,4.0,117,3.5,384,4.0,98,2.5,42,4.0,383,3.5,172,4.0,144,4.0,402,3.0
2365,52,410,4.0,117,3.5,384,3.0,98,4.0,42,3.5,383,3.5,172,3.0,144,3.5,402,3.5
2365,58,410,3.5,117,3.5,384,4.0,98,4.0,42,4.0,383,3.0,172,4.0,144,3.5,402,1.5
2365,63,410,3.5,117,2.5,384,3.0,98,3.0,42,2.0,383,1.5,172,2.5,144,1.5,402,1.5
2365,56,410,3.5,117,2.5,384,4.0,98,4.0,42,4.0,383,3.0,172,4.0,144,4.0,402,3.5
2366,13,298,2.5,350,3.0,247,4.0,224,3.0,2,2.0,31,3.5,24,4.0,410,3.0,267,4.0
2366,61,298,2.0,350,3.5,247,4.0,224,3.5,2,3.5,31,2.0,24,1.5,410,3.5,267,4.0
2366,63,298,2.5,350,1.0,247,4.0,224,0.5,2,2.0,31,3.0,24,2.0,410,3.5,267,4.0
2366,62,298,3.0,350,4.0,247,4.0,224,3.0,2,3.0,31,4.0,24,3.0,410,4.0,267,4.0
2366,55,298,2.0,350,4.0,247,4.0,224,3.5,2,3.0,31,3.5,24,2.5,410,4.0,267,4.0
2367,59,98,4.0,136,4.0,350,4.0,216,4.0,209,4.0,100,2.0,105,3.0,79,2.0,323,3.5
2367,52,98,4.0,136,4.0,350,2.0,216,3.5,209,2.0,100,3.0,105,3.5,79,1.5,323,4.0
2367,54,98,4.0,136,4.0,350,3.0,216,4.0,209,2.5,100,2.5,105,3.5,79,2.0,323,3.5
2367,58,98,4.0,136,4.0,350,3.5,216,4.0,209,3.5,100,3.5,105,3.0,79,1.5,323,3.5
2367,63,98,3.0,136,3.5,350,1.0,216,4.0,209,3.5,100,3.0,105,4.0,79,1.0,323,3.5
2368,52,306,4.0,124,3.5,129,2.5,141,2.5,350,2.0,165,3.0,209,2.0,194,2.5,159,4.0
2368,62,306,3.5,124,3.0,129,4.0,141,3.5,350,4.0,165,4.0,209,4.0,194,4.0,159,4.0
2368,58,306,4.0,124,3.0,129,4.0,141,4.0,350,3.5,165,4.0,209,3.5,194,3.0,159,3.0
2368,60,306,3.5,124,2.5,129,3.0,141,0.5,350,3.5,165,2.5,209,3.5,194,3.0,159,4.0
2368,13,306,4.0,124,3.5,129,1.5,141,2.0,350,3.0,165,3.5,209,4.0,194,3.0,159,2.5
2369,60,413,3.5,281,4.0,2,3.0,292,3.0,323,2.0,48,3.0,332,2.5,298,3.0,20,3.5
2369,53,413,1.5,281,4.0,2,3.0,292,2.5,323,3.5,48,3.5,332,2.5,298,3.0,20,4.0
2369,13,413,2.5,281,4.0,2,2.0,292,2.5,323,3.5,48,3.5,332,3.0,298,2.5,20,4.0
2369,61,413,3.0,281,2.0,2,3.5,292,2.5,323,0.5,48,2.5,332,1.5,298,2.0,20,3.0
2369,55,413,2.0,281,4.0,2,3.0,292,3.0,323,4.0,48,3.0,332,2.0,298,2.0,20,4.0
2370,58,54,4.0,14,4.0,388,4.0,298,3.0,198,4.0,98,4.0,18,4.0,68,2.5,215,3.5
2370,62,54,4.0,14,3.5,388,1.0,298,3.0,198,4.0,98,2.5,18,3.5,68,2.0,215,2.5
2370,52,54,4.0,14,4.0,388,4.0,298,3.5,198,3.5,98,4.0,18,4.0,68,3.5,215,3.0
2370,61,54,4.0,14,3.5,388,1.0,298,2.0,198,3.5,98,3.0,18,2.5,68,4.0,215,2.5
2370,60,54,4.0,14,3.0,388,0.5,298,3.0,198,4.0,98,4.0,18,3.0,68,2.5,215,1.5
2371,53,300,3.0,384,4.0,54,4.0,90,4.0,42,2.0,106,3.0,402,0.5,267,4.0,31,3.0
2371,52,300,1.0,384,3.0,54,4.0,90,4.0,42,3.5,106,3.0,402,3.5,267,4.0,31,4.0
2371,13,300,3.0,384,4.0,54,4.0,90,1.5,42,3.0,106,3.5,402,1.5,267,4.0,31,3.5
2371,55,300,3.0,384,4.0,54,4.0,90,4.0,42,3.5,106,4.0,402,3.0,267,4.0,31,3.5
2371,57,300,1.5,384,3.5,54,4.0,90,3.0,42,3.0,106,3.0,402,2.0,267,4.0,31,2.5
2372,63,2,2.0,328,3.5,124,1.5,106,3.5,158,3.5,319,4.0,212,4.0,413,3.0,406,2.0
2372,53,2,3.0,328,3.0,124,3.5,106,3.0,158,3.5,319,4.0,212,4.0,413,1.5,406,4.0
2372,60,2,3.0,328,2.5,124,2.5,106,2.5,158,4.0,319,3.0,212,3.5,413,3.5,406,3.0
2372,56,2,4.0,328,3.5,124,3.5,106,3.0,158,3.5,319,4.0,212,2.0,413,2.0,406,4.0
2372,55,2,3.0,328,4.0,124,4.0,106,4.0,158,3.5,319,4.0,212,3.0,413,2.0,406,3.5
2373,62,409,3.5,20,3.0,216,3.0,407,1.0,14,3.5,110,4.0,53,3.5,332,2.5,141,3.5
2373,52,409,1.5,20,4.0,216,3.5,407,4.0,14,4.0,110,3.0,53,3.5,332,3.0,141,2.5
2373,58,409,3.0,20,3.0,216,4.0,407,4.0,14,4.0,110,2.0,53,4.0,332,3.0,141,4.0
2373,13,409,3.0,20,4.0,216,4.0,407,4.0,14,3.5,110,3.0,53,4.0,332,3.0,141,2.0
2373,54,409,2.5,20,4.0,216,4.0,407,4.0,14,2.5,110,2.0,53,4.0,332,1.5,141,3.0
2374,57,197,2.0,198,3.5,411,3.5,250,3.5,292,4.0,136,2.0,127,3.5,404,2.5,48,2.5
2374,52,197,3.0,198,3.5,411,2.0,250,2.5,292,4.0,136,4.0,127,3.5,404,3.5,48,3.0
2374,56,197,3.0,198,3.0,411,3.5,250,3.0,292,2.5,136,4.0,127,2.0,404,3.5,48,4.0
2374,60,197,2.5,198,4.0,411,3.5,250,3.5,292,3.0,136,3.5,127,3.5,404,3.5,48,3.0
2374,62,197,2.5,198,4.0,411,4.0,250,4.0,292,3.0,136,4.0,127,1.0,404,3.5,48,4.0
2375,60,158,4.0,267,4.0,351,4.0,37,3.0,323,2.0,167,2.5,325,3.5,42,3.0,247,3.5
2375,53,158,3.5,267,4.0,351,3.0,37,3.0,323,3.5,167,3.5,325,3.0,42,2.0,247,4.0
2375,54,158,3.5,267,4.0,351,3.0,37,3.5,323,3.5,167,1.5,325,3.5,42,3.0,247,4.0
2375,59,158,3.5,267,4.0,351,4.0,37,3.5,323,3.5,167,1.5,325,3.0,42,3.5,247,4.0
2375,55,158,3.5,267,4.0,351,4.0,37,4.0,323,4.0,167,2.0,325,4.0,42,3.5,247,4.0
2376,53,9,2.5,415,4.0,325,3.0,250,4.0,300,3.0,247,4.0,106,3.0,289,2.0,209,1.5
2376,57,9,1.0,415,4.0,325,3.0,250,3.5,300,1.5,247,4.0,106,3.0,289,2.5,209,2.5
2376,60,9,2.5,415,4.0,325,3.5,250,3.5,300,4.0,247,3.5,106,2.5,289,3.5,209,3.5
2376,59,9,3.5,415,4.0,325,3.0,250,4.0,300,4.0,247,4.0,106,4.0,289,3.0,209,4.0
2376,13,9,1.0,415,4.0,325,3.5,250,4.0,300,3.0,247,4.0,106,3.5,289,3.0,209,4.0
2377,59,9,3.5,194,3.0,281,4.0,407,4.0,31,4.0,165,3.5,48,4.0,144,3.5,351,4.0
2377,63,9,0.5,194,3.0,281,4.0,407,4.0,31,3.0,165,2.5,48,3.0,144,1.5,351,3.5
2377,58,9,3.5,194,3.0,281,3.5,407,4.0,31,3.0,165,4.0,48,4.0,144,3.5,351,4.0
2377,60,9,2.5,194,3.0,281,4.0,407,4.0,31,3.5,165,2.5,48,3.0,144,3.0,351,4.0
2377,62,9,3.0,194,4.0,281,4.0,407,1.0,31,4.0,165,4.0,48,4.0,144,4.0,351,4.0
2378,61,323,0.5,166,2.0,20,3.0,119,3.5,225,3.5,124,1.0,215,2.5,407,4.0,194,3.5
2378,59,323,3.5,166,2.0,20,4.0,119,3.5,225,3.0,124,4.0,215,2.0,407,4.0,194,3.0
2378,13,323,3.5,166,3.0,20,4.0,119,3.5,225,3.0,124,3.5,215,2.0,407,4.0,194,3.0
2378,54,323,3.5,166,1.5,20,4.0,119,3.5,225,2.0,124,3.5,215,1.5,407,4.0,194,2.0
2378,55,323,4.0,166,2.5,20,4.0,119,3.5,225,3.0,124,4.0,215,2.0,407,2.0,194,4.0
2379,52,54,4.0,409,1.5,194,2.5,124,3.5,247,4.0,395,1.5,388,4.0,298,3.5,167,3.5
2379,61,54,4.0,409,2.5,194,3.5,124,1.0,247,4.0,395,2.5,388,1.0,298,2.0,167,2.5
2379,63,54,4.0,409,2.0,194,3.0,124,1.5,247,4.0,395,2.5,388,4.0,298,2.5,167,2.5
2379,54,54,4.0,409,2.5,194,2.0,124,3.5,247,4.0,395,2.5,388,2.0,298,2.5,167,1.5
2379,60,54,4.0,409,3.0,194,3.0,124,2.5,247,3.5,395,3.0,388,0.5,298,3.0,167,2.5
2380,13,2,2.0,130,4.0,42,3.0,142,1.5,319,4.0,409,3.0,119,3.5,365,2.5,413,2.5
2380,56,2,4.0,130,3.0,42,4.0,142,4.0,319,4.0,409,3.5,119,4.0,365,1.5,413,2.0
2380,60,2,3.0,130,3.5,42,3.0,142,1.0,319,3.0,409,3.0,119,3.0,365,1.5,413,3.5
2380,54,2,3.5,130,4.0,42,3.0,142,2.5,319,4.0,409,2.5,119,3.5,365,2.0,413,2.5
2380,59,2,3.0,130,4.0,42,3.5,142,4.0,319,4.0,409,3.0,119,3.5,365,1.0,413,2.0
