group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4
719,59,105,3.0,233,4.0,250,4.0,289,3.0
719,53,105,3.0,233,4.0,250,4.0,289,2.0
719,52,105,3.5,233,4.0,250,2.5,289,0.5
720,62,166,2.5,197,2.5,48,4.0,60,4.0
720,61,166,2.0,197,2.5,48,2.5,60,3.5
720,53,166,1.0,197,2.0,48,3.5,60,3.5
720,59,166,2.0,197,2.0,48,4.0,60,4.0
720,63,166,2.0,197,2.5,48,3.0,60,4.0
721,62,351,4.0,106,3.5,406,4.0,8,4.0
721,53,351,3.0,106,3.0,406,4.0,8,4.0
721,58,351,4.0,106,3.0,406,4.0,8,4.0
721,61,351,4.0,106,3.0,406,2.5,8,3.5
721,59,351,4.0,106,4.0,406,4.0,8,4.0
722,56,100,1.5,8,4.0,367,3.0,124,3.5
722,54,100,2.5,8,4.0,367,4.0,124,3.5
722,52,100,3.0,8,3.5,367,4.0,124,3.5
722,62,100,3.5,8,4.0,367,4.0,124,3.0
722,59,100,2.0,8,4.0,367,4.0,124,4.0
723,61,404,2.0,325,3.5,136,2.5,350,3.5
723,56,404,3.5,325,3.5,136,4.0,350,3.0
723,53,404,4.0,325,3.0,136,4.0,350,3.5
723,52,404,3.5,325,4.0,136,4.0,350,2.0
723,57,404,2.5,325,3.0,136,2.0,350,2.5
724,53,259,1.0,412,1.5,53,2.5,406,4.0
724,62,259,4.0,412,2.5,53,3.5,406,4.0
724,13,259,1.0,412,3.5,53,4.0,406,4.0
724,60,259,3.0,412,2.5,53,3.0,406,3.0
724,61,259,4.0,412,2.5,53,3.5,406,2.5
725,57,142,1.0,18,4.0,124,1.0,90,3.0
725,62,142,3.5,18,3.5,124,3.0,90,4.0
725,59,142,4.0,18,3.0,124,4.0,90,4.0
725,52,142,1.0,18,4.0,124,3.5,90,4.0
725,58,142,3.5,18,4.0,124,3.0,90,1.0
726,61,98,3.0,106,3.0,259,4.0,332,1.5
726,58,98,4.0,106,3.0,259,3.0,332,3.0
726,59,98,4.0,106,4.0,259,4.0,332,2.5
726,57,98,3.0,106,3.0,259,1.0,332,2.5
726,13,98,4.0,106,3.5,259,1.0,332,3.0
727,59,250,4.0,412,0.5,351,4.0,129,4.0
727,56,250,3.0,412,3.5,351,3.0,129,2.0
727,53,250,4.0,412,1.5,351,3.0,129,2.0
727,58,250,4.0,412,3.0,351,4.0,129,4.0
727,52,250,2.5,412,2.0,351,3.0,129,2.5
728,53,194,4.0,31,3.0,106,3.0,350,3.5
728,62,194,4.0,31,4.0,106,3.5,350,4.0
728,55,194,4.0,31,3.5,106,4.0,350,4.0
728,13,194,3.0,31,3.5,106,3.5,350,3.0
728,52,194,2.5,31,4.0,106,3.0,350,2.0
729,52,323,4.0,144,3.5,166,2.5,90,4.0
729,61,323,0.5,144,4.0,166,2.0,90,0.5
729,62,323,2.0,144,4.0,166,2.5,90,4.0
729,57,323,3.5,144,2.5,166,2.0,90,3.0
729,56,323,3.0,144,4.0,166,1.5,90,3.5
730,54,267,4.0,100,2.5,9,1.0,413,2.5
730,60,267,4.0,100,2.5,9,2.5,413,3.5
730,63,267,4.0,100,3.0,9,0.5,413,3.0
730,57,267,4.0,100,1.5,9,1.0,413,4.0
730,58,267,4.0,100,3.5,9,3.5,413,3.5
731,60,167,2.5,60,4.0,142,1.0,165,2.5
731,56,167,3.0,60,4.0,142,4.0,165,3.0
731,59,167,1.5,60,4.0,142,4.0,165,3.5
731,61,167,2.5,60,3.5,142,4.0,165,1.5
731,58,167,3.5,60,3.5,142,3.5,165,4.0
732,54,196,3.0,106,3.0,350,3.0,144,3.5
732,60,196,4.0,106,2.5,350,3.5,144,3.0
732,62,196,3.5,106,3.5,350,4.0,144,4.0
732,53,196,4.0,106,3.0,350,3.5,144,0.5
732,59,196,4.0,106,4.0,350,4.0,144,3.5
733,56,106,3.0,8,4.0,370,4.0,142,4.0
733,60,106,2.5,8,3.5,370,3.0,142,1.0
733,58,106,3.0,8,4.0,370,4.0,142,3.5
733,59,106,4.0,8,4.0,370,4.0,142,4.0
733,53,106,3.0,8,4.0,370,3.5,142,0.5
734,58,364,2.0,136,4.0,216,4.0,267,4.0
734,62,364,2.0,136,4.0,216,3.0,267,4.0
734,13,364,3.5,136,3.0,216,4.0,267,4.0
734,55,364,3.5,136,4.0,216,4.0,267,4.0
734,56,364,4.0,136,4.0,216,4.0,267,4.0
735,58,106,3.0,135,4.0,119,4.0,141,4.0
735,52,106,3.0,135,2.5,119,4.0,141,2.5
735,13,106,3.5,135,4.0,119,3.5,141,2.0
735,56,106,3.0,135,4.0,119,4.0,141,3.5
735,57,106,3.0,135,4.0,119,3.0,141,1.0
736,52,300,1.0,124,3.5,106,3.0,216,3.5
736,63,300,3.0,124,1.5,106,3.5,216,4.0
736,59,300,4.0,124,4.0,106,4.0,216,4.0
736,54,300,4.0,124,3.5,106,3.0,216,4.0
736,13,300,3.0,124,3.5,106,3.5,216,4.0
737,58,351,4.0,407,4.0,24,4.0,194,3.0
737,60,351,4.0,407,4.0,24,3.0,194,3.0
737,13,351,4.0,407,4.0,24,4.0,194,3.0
737,63,351,3.5,407,4.0,24,2.0,194,3.0
737,56,351,3.0,407,4.0,24,4.0,194,2.5
738,58,413,3.5,49,1.5,275,3.5,410,3.5
738,52,413,2.5,49,3.5,275,4.0,410,4.0
738,13,413,2.5,49,1.5,275,3.0,410,3.0
738,53,413,1.5,49,1.0,275,2.0,410,3.5
738,61,413,3.0,49,1.5,275,4.0,410,3.5
739,58,14,4.0,323,3.5,144,3.5,119,4.0
739,55,14,4.0,323,4.0,144,3.0,119,3.5
739,60,14,3.0,323,2.0,144,3.0,119,3.0
739,52,14,4.0,323,4.0,144,3.5,119,4.0
739,61,14,3.5,323,0.5,144,4.0,119,3.5
740,52,24,4.0,48,3.0,411,2.0,90,4.0
740,58,24,4.0,48,4.0,411,3.5,90,1.0
740,63,24,2.0,48,3.0,411,3.0,90,2.5
740,56,24,4.0,48,4.0,411,3.5,90,3.5
740,59,24,4.0,48,4.0,411,3.0,90,4.0
741,54,124,3.5,319,4.0,166,1.5,117,3.0
741,63,124,1.5,319,4.0,166,2.0,117,2.5
741,59,124,4.0,319,4.0,166,2.0,117,3.0
741,55,124,4.0,319,4.0,166,2.5,117,4.0
741,61,124,1.0,319,3.5,166,2.0,117,1.0
742,52,250,2.5,33,4.0,402,3.5,2,2.5
742,62,250,4.0,33,3.0,402,3.0,2,3.0
742,56,250,3.0,33,4.0,402,3.5,2,4.0
742,53,250,4.0,33,4.0,402,0.5,2,3.0
742,55,250,1.5,33,4.0,402,3.0,2,3.0
743,60,402,2.0,31,3.5,18,3.0,157,1.5
743,53,402,0.5,31,3.0,18,2.0,157,1.5
743,57,402,2.0,31,2.5,18,4.0,157,2.0
743,61,402,0.5,31,2.0,18,2.5,157,2.5
743,62,402,3.0,31,4.0,18,3.5,157,1.0
744,54,350,3.0,100,2.5,306,3.5,141,3.0
744,56,350,3.0,100,1.5,306,4.0,141,3.5
744,62,350,4.0,100,3.5,306,3.5,141,3.5
744,58,350,3.5,100,3.5,306,4.0,141,4.0
744,13,350,3.0,100,2.0,306,4.0,141,2.0
745,52,157,3.5,209,2.0,31,4.0,119,4.0
745,13,157,3.0,209,4.0,31,3.5,119,3.5
745,59,157,2.0,209,4.0,31,4.0,119,3.5
745,63,157,2.0,209,3.5,31,3.0,119,3.5
745,57,157,2.0,209,2.5,31,2.5,119,3.0
746,55,166,2.5,106,4.0,142,2.5,38,3.5
746,58,166,0.5,106,3.0,142,3.5,38,3.0
746,61,166,2.0,106,3.0,142,4.0,38,2.5
746,13,166,3.0,106,3.5,142,1.5,38,2.0
746,54,166,1.5,106,3.0,142,2.5,38,3.0
747,63,9,0.5,142,0.5,224,0.5,275,3.5
747,13,9,1.0,142,1.5,224,3.0,275,3.0
747,62,9,3.0,142,3.5,224,3.0,275,1.0
747,58,9,3.5,142,3.5,224,0.5,275,3.5
747,61,9,0.5,142,4.0,224,3.5,275,4.0
748,63,298,2.5,119,3.5,166,2.0,323,3.5
748,13,298,2.5,119,3.5,166,3.0,323,3.5
748,53,298,3.0,119,3.0,166,1.0,323,3.5
748,52,298,3.5,119,4.0,166,2.5,323,4.0
748,57,298,4.0,119,3.0,166,2.0,323,3.5
749,57,332,2.5,194,3.0,406,2.0,306,3.5
749,54,332,1.5,194,2.0,406,4.0,306,3.5
749,56,332,3.0,194,2.5,406,4.0,306,4.0
749,60,332,2.5,194,3.0,406,3.0,306,3.5
749,59,332,2.5,194,3.0,406,4.0,306,4.0
750,52,281,4.0,98,4.0,388,4.0,53,3.5
750,60,281,4.0,98,4.0,388,0.5,53,3.0
750,55,281,4.0,98,3.0,388,2.5,53,4.0
750,13,281,4.0,98,4.0,388,2.5,53,4.0
750,61,281,2.0,98,3.0,388,1.0,53,3.5
751,55,323,4.0,100,4.0,124,4.0,215,2.0
751,63,323,3.5,100,3.0,124,1.5,215,2.5
751,62,323,2.0,100,3.5,124,3.0,215,2.5
751,52,323,4.0,100,3.0,124,3.5,215,3.0
751,54,323,3.5,100,2.5,124,3.5,215,1.5
752,59,325,3.0,124,4.0,38,1.0,48,4.0
752,62,325,4.0,124,3.0,38,3.0,48,4.0
752,55,325,4.0,124,4.0,38,3.5,48,3.0
752,53,325,3.0,124,3.5,38,2.0,48,3.5
752,52,325,4.0,124,3.5,38,4.0,48,3.0
753,55,124,4.0,367,3.0,225,3.0,106,4.0
753,58,124,3.0,367,4.0,225,3.5,106,3.0
753,56,124,3.5,367,3.0,225,3.0,106,3.0
753,54,124,3.5,367,4.0,225,2.0,106,3.0
753,60,124,2.5,367,3.0,225,2.5,106,2.5
754,58,60,3.5,197,3.0,144,3.5,20,3.0
754,53,60,3.5,197,2.0,144,0.5,20,4.0
754,59,60,4.0,197,2.0,144,3.5,20,4.0
754,52,60,4.0,197,3.0,144,3.5,20,4.0
754,56,60,4.0,197,3.0,144,4.0,20,4.0
755,57,413,4.0,101,3.0,8,4.0,212,3.0
755,56,413,2.0,101,1.0,8,4.0,212,2.0
755,60,413,3.5,101,2.0,8,3.5,212,3.5
755,13,413,2.5,101,2.0,8,3.5,212,3.5
755,54,413,2.5,101,2.5,8,4.0,212,4.0
756,57,319,1.0,219,3.0,412,0.5,18,4.0
756,53,319,4.0,219,4.0,412,1.5,18,2.0
756,63,319,4.0,219,4.0,412,2.0,18,2.0
756,61,319,3.5,219,3.0,412,2.5,18,2.5
756,58,319,2.5,219,3.0,412,3.0,18,4.0
757,60,224,1.0,325,3.5,110,1.5,18,3.0
757,59,224,2.0,325,3.0,110,2.5,18,3.0
757,55,224,3.5,325,4.0,110,3.5,18,3.5
757,54,224,3.0,325,3.5,110,2.0,18,3.5
757,13,224,3.0,325,3.5,110,3.0,18,2.5
758,56,275,3.0,351,3.0,42,4.0,166,1.5
758,53,275,2.0,351,3.0,42,2.0,166,1.0
758,58,275,3.5,351,4.0,42,4.0,166,0.5
758,54,275,2.0,351,3.0,42,3.0,166,1.5
758,63,275,3.5,351,3.5,42,2.0,166,2.0
759,54,281,4.0,38,3.0,166,1.5,101,2.5
759,52,281,4.0,38,4.0,166,2.5,101,3.5
759,63,281,4.0,38,2.0,166,2.0,101,2.5
759,56,281,4.0,38,3.0,166,1.5,101,1.0
759,59,281,4.0,38,1.0,166,2.0,101,1.5
760,60,165,2.5,216,3.5,350,3.5,298,3.0
760,56,165,3.0,216,4.0,350,3.0,298,2.0
760,63,165,2.5,216,4.0,350,1.0,298,2.5
760,13,165,3.5,216,4.0,350,3.0,298,2.5
760,55,165,4.0,216,4.0,350,4.0,298,2.0
761,61,54,4.0,197,2.5,2,3.5,20,3.0
761,13,54,4.0,197,1.0,2,2.0,20,4.0
761,63,54,4.0,197,2.5,2,2.0,20,4.0
761,60,54,4.0,197,2.5,2,3.0,20,3.5
761,62,54,4.0,197,2.5,2,3.0,20,3.0
762,60,367,3.0,216,3.5,2,3.0,332,2.5
762,58,367,4.0,216,4.0,2,3.5,332,3.0
762,56,367,3.0,216,4.0,2,4.0,332,3.0
762,59,367,4.0,216,4.0,2,3.0,332,2.5
762,53,367,4.0,216,4.0,2,3.0,332,2.5
763,58,42,4.0,281,3.5,165,4.0,209,3.5
763,61,42,1.5,281,2.0,165,1.5,209,3.0
763,13,42,3.0,281,4.0,165,3.5,209,4.0
763,60,42,3.0,281,4.0,165,2.5,209,3.5
763,55,42,3.5,281,4.0,165,4.0,209,4.0
764,57,124,1.0,298,4.0,209,2.5,106,3.0
764,63,124,1.5,298,2.5,209,3.5,106,3.5
764,59,124,4.0,298,2.0,209,4.0,106,4.0
764,52,124,3.5,298,3.5,209,2.0,106,3.0
764,53,124,3.5,298,3.0,209,1.5,106,3.0
765,52,124,3.5,350,2.0,48,3.0,395,1.5
765,59,124,4.0,350,4.0,48,4.0,395,3.5
765,56,124,3.5,350,3.0,48,4.0,395,3.0
765,53,124,3.5,350,3.5,48,3.5,395,2.0
765,58,124,3.0,350,3.5,48,4.0,395,3.5
766,63,224,0.5,209,3.5,281,4.0,409,2.0
766,60,224,1.0,209,3.5,281,4.0,409,3.0
766,59,224,2.0,209,4.0,281,4.0,409,3.0
766,62,224,3.0,209,4.0,281,4.0,409,3.5
766,58,224,0.5,209,3.5,281,3.5,409,3.0
767,56,24,4.0,406,4.0,90,3.5,157,2.5
767,61,24,1.5,406,2.5,90,0.5,157,2.5
767,60,24,3.0,406,3.0,90,3.5,157,1.5
767,57,24,1.5,406,2.0,90,3.0,157,2.0
767,53,24,1.0,406,4.0,90,4.0,157,1.5
768,59,68,3.0,292,4.0,212,3.5,158,3.5
768,54,68,2.5,292,3.0,212,4.0,158,3.5
768,55,68,4.0,292,3.0,212,3.0,158,3.5
768,13,68,2.5,292,2.5,212,3.5,158,2.0
768,62,68,2.0,292,3.0,212,4.0,158,3.5
769,61,250,2.5,42,1.5,129,1.5,409,2.5
769,54,250,4.0,42,3.0,129,2.0,409,2.5
769,56,250,3.0,42,4.0,129,2.0,409,3.5
769,58,250,4.0,42,4.0,129,4.0,409,3.0
769,55,250,1.5,42,3.5,129,3.5,409,3.5
770,13,407,4.0,406,4.0,79,1.0,367,3.5
770,59,407,4.0,406,4.0,79,2.0,367,4.0
770,56,407,4.0,406,4.0,79,3.5,367,3.0
770,57,407,4.0,406,2.0,79,1.5,367,2.5
770,53,407,4.0,406,4.0,79,2.0,367,4.0
771,53,90,4.0,194,4.0,250,4.0,14,3.0
771,13,90,1.5,194,3.0,250,4.0,14,3.5
771,61,90,0.5,194,3.5,250,2.5,14,3.5
771,59,90,4.0,194,3.0,250,4.0,14,4.0
771,56,90,3.5,194,2.5,250,3.0,14,3.0
772,54,259,2.5,216,4.0,100,2.5,209,2.5
772,59,259,4.0,216,4.0,100,2.0,209,4.0
772,57,259,1.0,216,4.0,100,1.5,209,2.5
772,63,259,2.0,216,4.0,100,3.0,209,3.5
772,62,259,4.0,216,3.0,100,3.5,209,4.0
773,61,14,3.5,332,1.5,60,3.5,395,2.5
773,60,14,3.0,332,2.5,60,4.0,395,3.0
773,62,14,3.5,332,2.5,60,4.0,395,4.0
773,59,14,4.0,332,2.5,60,4.0,395,3.5
773,56,14,3.0,332,3.0,60,4.0,395,3.0
774,56,119,4.0,310,3.5,351,3.0,136,4.0
774,54,119,3.5,310,2.5,351,3.0,136,4.0
774,61,119,3.5,310,1.5,351,4.0,136,2.5
774,53,119,3.0,310,3.5,351,3.0,136,4.0
774,63,119,3.5,310,3.5,351,3.5,136,3.5
775,53,110,2.5,267,4.0,298,3.0,197,2.0
775,54,110,2.0,267,4.0,298,2.5,197,2.0
775,63,110,0.5,267,4.0,298,2.5,197,2.5
775,58,110,2.0,267,4.0,298,3.0,197,3.0
775,56,110,3.0,267,4.0,298,2.0,197,3.0
776,52,384,3.0,14,4.0,54,4.0,24,4.0
776,57,384,3.5,14,4.0,54,4.0,24,1.5
776,13,384,4.0,14,3.5,54,4.0,24,4.0
776,54,384,4.0,14,2.5,54,4.0,24,3.5
776,62,384,4.0,14,3.5,54,4.0,24,3.0
777,62,194,4.0,106,3.5,300,4.0,410,4.0
777,56,194,2.5,106,3.0,300,4.0,410,3.5
777,55,194,4.0,106,4.0,300,3.0,410,4.0
777,52,194,2.5,106,3.0,300,1.0,410,4.0
777,57,194,3.0,106,3.0,300,1.5,410,3.0
778,59,410,3.5,167,1.5,254,2.5,136,4.0
778,13,410,3.0,167,3.0,254,0.5,136,3.0
778,57,410,3.0,167,2.5,254,3.0,136,2.0
778,63,410,3.5,167,2.5,254,3.0,136,3.5
778,56,410,3.5,167,3.0,254,1.0,136,4.0
779,61,406,2.5,250,2.5,157,2.5,395,2.5
779,56,406,4.0,250,3.0,157,2.5,395,3.0
779,63,406,2.0,250,3.5,157,2.0,395,2.5
779,55,406,3.5,250,1.5,157,1.5,395,3.5
779,62,406,4.0,250,4.0,157,1.0,395,4.0
780,54,301,3.5,42,3.0,297,2.5,350,3.0
780,59,301,3.5,42,3.5,297,4.0,350,4.0
780,52,301,3.5,42,3.5,297,1.5,350,2.0
780,57,301,3.0,42,3.0,297,4.0,350,2.5
780,58,301,3.5,42,4.0,297,3.0,350,3.5
781,56,298,2.0,14,3.0,20,4.0,42,4.0
781,52,298,3.5,14,4.0,20,4.0,42,3.5
781,54,298,2.5,14,2.5,20,4.0,42,3.0
781,60,298,3.0,14,3.0,20,3.5,42,3.0
781,57,298,4.0,14,4.0,20,3.0,42,3.0
782,13,297,2.5,106,3.5,303,3.5,152,3.5
782,57,297,4.0,106,3.0,303,2.5,152,3.0
782,60,297,4.0,106,2.5,303,3.5,152,4.0
782,55,297,2.5,106,4.0,303,0.5,152,4.0
782,62,297,3.5,106,3.5,303,3.5,152,3.0
783,59,325,3.0,196,4.0,124,4.0,53,4.0
783,55,325,4.0,196,3.5,124,4.0,53,4.0
783,57,325,3.0,196,3.0,124,1.0,53,3.5
783,63,325,3.0,196,2.0,124,1.5,53,2.0
783,52,325,4.0,196,4.0,124,3.5,53,3.5
784,61,395,2.5,404,2.0,165,1.5,136,2.5
784,13,395,3.5,404,3.5,165,3.5,136,3.0
784,54,395,2.5,404,3.0,165,2.5,136,4.0
784,62,395,4.0,404,3.5,165,4.0,136,4.0
784,53,395,2.0,404,4.0,165,2.0,136,4.0
785,61,79,1.0,325,3.5,412,2.5,197,2.5
785,63,79,1.0,325,3.0,412,2.0,197,2.5
785,60,79,1.5,325,3.5,412,2.5,197,2.5
785,55,79,2.5,325,4.0,412,3.5,197,2.5
785,59,79,2.0,325,3.0,412,0.5,197,2.0
786,61,157,2.5,8,3.5,20,3.0,142,4.0
786,57,157,2.0,8,4.0,20,3.0,142,1.0
786,58,157,3.5,8,4.0,20,3.0,142,3.5
786,13,157,3.0,8,3.5,20,4.0,142,1.5
786,55,157,1.5,8,3.5,20,4.0,142,2.5
787,54,323,3.5,325,3.5,406,4.0,42,3.0
787,62,323,2.0,325,4.0,406,4.0,42,4.0
787,13,323,3.5,325,3.5,406,4.0,42,3.0
787,53,323,3.5,325,3.0,406,4.0,42,2.0
787,57,323,3.5,325,3.0,406,2.0,42,3.0
788,60,209,3.5,100,2.5,275,2.5,292,3.0
788,58,209,3.5,100,3.5,275,3.5,292,4.0
788,59,209,4.0,100,2.0,275,3.0,292,4.0
788,61,209,3.0,100,2.5,275,4.0,292,2.5
788,13,209,4.0,100,2.0,275,3.0,292,2.5
789,57,110,3.5,167,2.5,315,4.0,31,2.5
789,59,110,2.5,167,1.5,315,4.0,31,4.0
789,53,110,2.5,167,3.5,315,4.0,31,3.0
789,62,110,4.0,167,3.0,315,4.0,31,4.0
789,61,110,3.0,167,2.5,315,0.5,31,2.0
790,53,289,2.0,281,4.0,167,3.5,54,4.0
790,57,289,2.5,281,1.5,167,2.5,54,4.0
790,58,289,4.0,281,3.5,167,3.5,54,4.0
790,55,289,3.5,281,4.0,167,2.0,54,4.0
790,63,289,3.0,281,4.0,167,2.5,54,4.0
791,63,395,2.5,267,4.0,167,2.5,310,3.5
791,54,395,2.5,267,4.0,167,1.5,310,2.5
791,58,395,3.5,267,4.0,167,3.5,310,2.0
791,61,395,2.5,267,4.0,167,2.5,310,1.5
791,62,395,4.0,267,4.0,167,3.0,310,3.5
792,52,300,1.0,14,4.0,144,3.5,159,4.0
792,62,300,4.0,14,3.5,144,4.0,159,4.0
792,60,300,4.0,14,3.0,144,3.0,159,4.0
792,56,300,4.0,14,3.0,144,4.0,159,4.0
792,58,300,4.0,14,4.0,144,3.5,159,3.0
793,53,166,1.0,250,4.0,48,3.5,404,4.0
793,63,166,2.0,250,3.5,48,3.0,404,2.5
793,60,166,3.0,250,3.5,48,3.0,404,3.5
793,61,166,2.0,250,2.5,48,2.5,404,2.0
793,59,166,2.0,250,4.0,48,4.0,404,3.5
794,53,24,1.0,250,4.0,144,0.5,402,0.5
794,61,24,1.5,250,2.5,144,4.0,402,0.5
794,63,24,2.0,250,3.5,144,1.5,402,1.5
794,60,24,3.0,250,3.5,144,3.0,402,2.0
794,13,24,4.0,250,4.0,144,3.0,402,1.5
795,61,90,0.5,350,3.5,319,3.5,325,3.5
795,54,90,2.0,350,3.0,319,4.0,325,3.5
795,55,90,4.0,350,4.0,319,4.0,325,4.0
795,56,90,3.5,350,3.0,319,4.0,325,3.5
795,52,90,4.0,350,2.0,319,0.5,325,4.0
796,58,165,4.0,14,4.0,402,1.5,90,1.0
796,59,165,3.5,14,4.0,402,3.5,90,4.0
796,54,165,2.5,14,2.5,402,4.0,90,2.0
796,13,165,3.5,14,3.5,402,1.5,90,1.5
796,61,165,1.5,14,3.5,402,0.5,90,0.5
797,59,8,4.0,60,4.0,364,3.0,247,4.0
797,13,8,3.5,60,3.0,364,3.5,247,4.0
797,62,8,4.0,60,4.0,364,2.0,247,4.0
797,56,8,4.0,60,4.0,364,4.0,247,4.0
797,61,8,3.5,60,3.5,364,2.5,247,4.0
798,13,106,3.5,144,3.0,60,3.0,90,1.5
798,58,106,3.0,144,3.5,60,3.5,90,1.0
798,62,106,3.5,144,4.0,60,4.0,90,4.0
798,52,106,3.0,144,3.5,60,4.0,90,4.0
798,61,106,3.0,144,4.0,60,3.5,90,0.5
799,60,196,4.0,323,2.0,259,3.0,60,4.0
799,63,196,2.0,323,3.5,259,2.0,60,4.0
799,55,196,3.5,323,4.0,259,2.0,60,4.0
799,53,196,4.0,323,3.5,259,1.0,60,3.5
799,58,196,3.0,323,3.5,259,3.0,60,3.5
800,55,136,4.0,20,4.0,292,3.0,129,3.5
800,59,136,4.0,20,4.0,292,4.0,129,4.0
800,60,136,3.5,20,3.5,292,3.0,129,3.0
800,58,136,4.0,20,3.0,292,4.0,129,4.0
800,54,136,4.0,20,4.0,292,3.0,129,2.0
801,61,224,3.5,212,3.5,267,4.0,351,4.0
801,59,224,2.0,212,3.5,267,4.0,351,4.0
801,62,224,3.0,212,4.0,267,4.0,351,4.0
801,57,224,2.5,212,3.0,267,4.0,351,4.0
801,60,224,1.0,212,3.5,267,4.0,351,4.0
802,57,219,3.0,167,2.5,216,4.0,194,3.0
802,13,219,3.5,167,3.0,216,4.0,194,3.0
802,52,219,3.0,167,3.5,216,3.5,194,2.5
802,60,219,3.5,167,2.5,216,3.5,194,3.0
802,53,219,4.0,167,3.5,216,4.0,194,4.0
803,63,194,3.0,388,4.0,68,1.0,328,3.5
803,55,194,4.0,388,2.5,68,4.0,328,4.0
803,56,194,2.5,388,4.0,68,3.5,328,3.5
803,60,194,3.0,388,0.5,68,2.5,328,2.5
803,13,194,3.0,388,2.5,68,2.5,328,4.0
804,53,209,1.5,142,0.5,37,3.0,136,4.0
804,60,209,3.5,142,1.0,37,3.0,136,3.5
804,55,209,4.0,142,2.5,37,4.0,136,4.0
804,13,209,4.0,142,1.5,37,3.0,136,3.0
804,61,209,3.0,142,4.0,37,3.5,136,2.5
805,59,247,4.0,54,4.0,410,3.5,196,4.0
805,13,247,4.0,54,4.0,410,3.0,196,2.0
805,63,247,4.0,54,4.0,410,3.5,196,2.0
805,55,247,4.0,54,4.0,410,4.0,196,3.5
805,62,247,4.0,54,4.0,410,4.0,196,3.5
806,62,332,2.5,42,4.0,300,4.0,144,4.0
806,52,332,3.0,42,3.5,300,1.0,144,3.5
806,59,332,2.5,42,3.5,300,4.0,144,3.5
806,56,332,3.0,42,4.0,300,4.0,144,4.0
806,61,332,1.5,42,1.5,300,1.5,144,4.0
807,59,209,4.0,250,4.0,136,4.0,275,3.0
807,13,209,4.0,250,4.0,136,3.0,275,3.0
807,61,209,3.0,250,2.5,136,2.5,275,4.0
807,52,209,2.0,250,2.5,136,4.0,275,4.0
807,60,209,3.5,250,3.5,136,3.5,275,2.5
808,13,364,3.5,225,3.0,328,4.0,110,3.0
808,57,364,0.5,225,3.0,328,3.5,110,3.5
808,59,364,3.0,225,3.0,328,1.5,110,2.5
808,53,364,2.0,225,3.0,328,3.0,110,2.5
808,54,364,2.5,225,2.0,328,4.0,110,2.0
809,62,60,4.0,110,4.0,157,1.0,166,2.5
809,63,60,4.0,110,0.5,157,2.0,166,2.0
809,54,60,3.0,110,2.0,157,2.0,166,1.5
809,58,60,3.5,110,2.0,157,3.5,166,0.5
809,56,60,4.0,110,3.0,157,2.5,166,1.5
810,13,100,2.0,124,3.5,165,3.5,119,3.5
810,53,100,2.5,124,3.5,165,2.0,119,3.0
810,63,100,3.0,124,1.5,165,2.5,119,3.5
810,57,100,1.5,124,1.0,165,1.5,119,3.0
810,61,100,2.5,124,1.0,165,1.5,119,3.5
811,62,197,2.5,247,4.0,364,2.0,289,3.0
811,53,197,2.0,247,4.0,364,2.0,289,2.0
811,13,197,1.0,247,4.0,364,3.5,289,3.0
811,61,197,2.5,247,4.0,364,2.5,289,1.5
811,56,197,3.0,247,4.0,364,4.0,289,2.5
812,13,384,4.0,383,2.0,306,4.0,18,2.5
812,58,384,4.0,383,3.0,306,4.0,18,4.0
812,62,384,4.0,383,3.5,306,3.5,18,3.5
812,57,384,3.5,383,1.0,306,3.5,18,4.0
812,56,384,4.0,383,3.0,306,4.0,18,3.5
813,13,300,3.0,98,4.0,209,4.0,212,3.5
813,56,300,4.0,98,4.0,209,4.0,212,2.0
813,61,300,1.5,98,3.0,209,3.0,212,3.5
813,59,300,4.0,98,4.0,209,4.0,212,3.5
813,62,300,4.0,98,2.5,209,4.0,212,4.0
814,52,100,3.0,8,3.5,395,1.5,388,4.0
814,59,100,2.0,8,4.0,395,3.5,388,1.5
814,13,100,2.0,8,3.5,395,3.5,388,2.5
814,53,100,2.5,8,4.0,395,2.0,388,0.5
814,61,100,2.5,8,3.5,395,2.5,388,1.0
815,53,351,3.0,14,3.0,127,2.0,106,3.0
815,63,351,3.5,14,3.0,127,1.5,106,3.5
815,60,351,4.0,14,3.0,127,3.5,106,2.5
815,52,351,3.0,14,4.0,127,3.5,106,3.0
815,13,351,4.0,14,3.5,127,2.0,106,3.5
816,59,54,4.0,275,3.0,209,4.0,409,3.0
816,58,54,4.0,275,3.5,209,3.5,409,3.0
816,55,54,4.0,275,3.5,209,4.0,409,3.5
816,56,54,4.0,275,3.0,209,4.0,409,3.5
816,53,54,4.0,275,2.0,209,1.5,409,3.5
817,54,219,3.5,42,3.0,20,4.0,198,3.5
817,60,219,3.5,42,3.0,20,3.5,198,4.0
817,57,219,3.0,42,3.0,20,3.0,198,3.5
817,52,219,3.0,42,3.5,20,4.0,198,3.5
817,62,219,4.0,42,4.0,20,3.0,198,4.0
818,53,315,4.0,406,4.0,198,3.5,167,3.5
818,56,315,4.0,406,4.0,198,3.0,167,3.0
818,52,315,4.0,406,4.0,198,3.5,167,3.5
818,60,315,4.0,406,3.0,198,4.0,167,2.5
818,55,315,4.0,406,3.5,198,4.0,167,2.0
