item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4
81,933,,983,5.0,1371,5.0,1356,5.0
38,1600,5.0,404,,1354,2.0,971,4.0
113,17,4.0,81,4.0,1193,5.0,591,
190,535,4.0,187,1.0,11,3.0,430,
44,849,4.0,1225,3.0,1547,2.0,959,
26,272,,1584,5.0,625,5.0,580,5.0
197,306,2.0,125,3.0,1694,4.0,1183,
83,6,3.0,1099,4.0,1563,,511,4.0
26,294,5.0,538,4.0,861,,1006,4.0
42,1184,4.0,256,,461,4.0,14,3.0
208,18,4.0,361,4.0,765,5.0,1022,
15,1480,4.0,811,5.0,459,5.0,991,
146,114,,1333,4.0,28,3.0,1182,3.0
42,816,3.0,18,2.0,506,4.0,1534,3.0
321,1013,4.0,520,3.0,1001,4.0,1658,
119,707,4.0,1142,4.0,121,4.0,1582,
85,1376,,337,3.0,679,3.0,1694,5.0
208,1543,,1084,3.0,1645,5.0,573,3.0
209,865,4.0,229,5.0,698,,1196,3.0
11,868,5.0,325,2.0,1739,4.0,1693,
49,1030,4.0,1465,,1450,3.0,447,5.0
15,160,5.0,307,1.0,278,4.0,143,
238,352,5.0,305,2.0,1096,4.0,729,
26,736,,1265,5.0,1586,5.0,468,5.0
49,772,5.0,549,4.0,460,5.0,1549,
73,1653,2.0,842,2.0,1726,,78,3.0
16,344,4.0,41,4.0,844,,62,4.0
172,176,3.0,1713,2.0,107,5.0,1549,
23,514,,765,5.0,269,5.0,1599,5.0
85,1600,1.0,87,2.0,937,4.0,1516,
238,1314,5.0,1556,,646,4.0,572,4.0
83,168,3.0,1322,,364,4.0,623,2.0
234,1523,4.0,644,,1642,5.0,797,5.0
232,802,,39,3.0,1177,4.0,415,4.0
210,449,5.0,646,4.0,650,5.0,1658,
36,1169,,932,4.0,1003,4.0,429,3.0
81,2,3.0,1598,4.0,1006,5.0,335,5.0
222,1687,1.0,1400,4.0,1164,4.0,1199,
8,1488,,1364,3.0,1036,5.0,943,5.0
11,192,4.0,227,5.0,505,5.0,14,
33,1344,4.0,1556,,647,4.0,188,4.0
129,1121,5.0,19,5.0,1018,5.0,652,
39,1600,3.0,1104,,1698,4.0,1006,5.0
44,1616,3.0,820,3.0,1399,4.0,1705,
81,1495,5.0,855,5.0,249,4.0,700,
149,1409,3.0,126,3.0,1071,4.0,1359,
8,400,,119,5.0,476,5.0,1518,2.0
278,464,5.0,1602,4.0,902,5.0,380,
180,419,4.0,1603,5.0,264,,1017,5.0
54,20,5.0,1733,3.0,11,4.0,1037,
83,391,,281,4.0,188,5.0,1549,1.0
202,1664,4.0,851,,107,4.0,1743,4.0
535,880,4.0,1364,4.0,1732,,713,4.0
43,325,5.0,1270,3.0,682,,1019,5.0
8,32,5.0,1622,,986,4.0,1661,4.0
16,33,,149,5.0,888,3.0,506,5.0
11,1648,,1250,5.0,252,4.0,446,5.0
26,928,5.0,1699,4.0,42,,1294,5.0
44,1479,3.0,1559,3.0,1448,4.0,142,
43,677,5.0,86,5.0,669,5.0,973,
129,34,,1154,5.0,789,5.0,199,5.0
11,579,3.0,389,4.0,717,5.0,1757,3.0
183,1012,4.0,40,,125,3.0,430,4.0
577,293,4.0,1128,3.0,585,4.0,271,
81,1577,5.0,1693,3.0,1102,,1279,5.0
238,851,3.0,1334,5.0,1358,4.0,271,
44,529,,1621,3.0,824,4.0,831,5.0
19,773,2.0,54,3.0,282,,459,4.0
257,199,5.0,903,,921,4.0,411,4.0
49,640,4.0,497,,1202,5.0,1503,5.0
129,1296,5.0,1026,5.0,860,,1439,5.0
11,754,,171,4.0,1739,4.0,892,5.0
27,114,4.0,1155,4.0,842,2.0,1658,
129,1313,,1638,5.0,540,5.0,702,4.0
68,1605,,1271,2.0,621,4.0,1407,4.0
44,1497,4.0,892,,158,4.0,382,3.0
183,16,4.0,1317,5.0,1253,5.0,1323,
193,1250,5.0,520,5.0,1593,2.0,987,
51,1334,4.0,635,,925,4.0,1599,4.0
61,1184,5.0,1592,4.0,717,5.0,47,
225,1730,5.0,979,,125,5.0,1743,5.0
209,820,3.0,1224,4.0,1454,4.0,1215,
26,0,4.0,419,5.0,759,3.0,317,
150,405,1.0,1752,5.0,700,1.0,1374,
225,20,5.0,1723,4.0,1740,,30,5.0
42,1313,4.0,452,4.0,70,,454,5.0
26,1284,4.0,1110,4.0,153,3.0,1214,
16,1440,3.0,1737,4.0,507,4.0,139,3.0
44,1651,,1588,4.0,631,4.0,1431,3.0
183,552,,461,4.0,1294,4.0,1599,4.0
20,1638,3.0,1607,2.0,507,4.0,749,
133,376,5.0,1256,4.0,1642,,1276,5.0
62,1108,5.0,1188,4.0,1627,5.0,303,
207,420,1.0,1398,4.0,1437,4.0,1181,1.0
73,1047,4.0,873,4.0,1514,,1276,5.0
43,67,4.0,1044,5.0,552,5.0,1611,5.0
113,967,5.0,520,3.0,1470,2.0,927,3.0
129,1728,5.0,404,,5,5.0,1210,5.0
200,1026,4.0,1314,5.0,930,4.0,1166,
21,1664,,1395,4.0,1050,3.0,109,4.0
1,1169,4.0,746,,970,5.0,571,3.0
160,486,,888,4.0,974,5.0,1742,3.0
11,1186,3.0,1049,,1194,4.0,638,5.0
16,1633,,1684,5.0,558,3.0,735,3.0
11,1250,5.0,1639,,988,1.0,1198,4.0
377,354,5.0,724,3.0,1430,,871,5.0
1,817,4.0,19,5.0,292,5.0,1100,2.0
119,1296,4.0,1654,5.0,456,,233,3.0
86,85,4.0,424,3.0,1449,,1436,4.0
26,576,4.0,727,,1208,5.0,61,5.0
129,914,3.0,1427,5.0,709,,191,4.0
15,1281,,1291,4.0,1181,4.0,655,5.0
86,434,5.0,679,3.0,1084,3.0,1135,
15,1235,4.0,356,2.0,518,,603,5.0
1,976,3.0,513,5.0,792,5.0,239,
81,82,5.0,1398,5.0,875,5.0,1228,5.0
208,563,4.0,950,,520,5.0,1581,4.0
209,1536,,1670,4.0,1224,4.0,1368,3.0
16,1078,5.0,759,3.0,395,,1551,3.0
26,693,5.0,425,,1019,5.0,671,5.0
217,1554,,1574,4.0,650,3.0,1533,2.0
225,1667,5.0,773,,1253,5.0,671,4.0
61,992,5.0,519,5.0,1305,,844,4.0
183,1713,4.0,1235,4.0,952,3.0,473,5.0
122,1683,,516,2.0,1381,4.0,1276,5.0
11,736,5.0,824,2.0,74,1.0,363,
16,1153,5.0,843,4.0,383,4.0,1311,
193,52,5.0,838,,186,5.0,890,4.0
424,1552,4.0,1523,,1203,3.0,1564,2.0
8,864,4.0,691,,1094,3.0,831,5.0
85,1030,3.0,665,,25,4.0,571,5.0
11,675,4.0,132,4.0,804,3.0,1320,
83,1528,3.0,1739,2.0,1182,5.0,975,
16,1008,,1124,4.0,218,2.0,1739,4.0
107,1059,,1334,3.0,1654,2.0,573,3.0
61,884,4.0,117,,1723,4.0,334,5.0
49,1620,4.0,1716,2.0,1564,5.0,1278,
107,1122,2.0,966,,537,3.0,1295,4.0
11,1440,4.0,611,2.0,1592,3.0,1595,
44,722,5.0,1090,4.0,1220,,904,3.0
33,1632,,738,5.0,370,4.0,444,4.0
25,258,4.0,1476,4.0,1641,,203,4.0
8,657,4.0,661,,910,4.0,750,5.0
129,496,,1073,3.0,231,3.0,567,4.0
225,994,,471,5.0,970,5.0,1455,4.0
85,1296,5.0,1376,,755,4.0,1400,4.0
169,36,5.0,244,3.0,140,1.0,1022,
51,1093,5.0,666,,332,2.0,460,5.0
81,547,5.0,53,5.0,711,,186,4.0
43,964,5.0,117,5.0,936,5.0,1470,5.0
44,1154,3.0,633,,1436,3.0,477,1.0
129,210,,726,5.0,1561,5.0,1210,5.0
86,1552,5.0,306,4.0,34,2.0,988,1.0
106,166,2.0,1623,,620,3.0,397,5.0
49,1109,,1334,5.0,1405,4.0,767,5.0
86,1300,4.0,1702,4.0,744,,239,4.0
54,928,5.0,502,3.0,187,,623,2.0
162,723,,999,5.0,471,4.0,1433,3.0
12,1392,3.0,99,,771,4.0,1076,3.0
207,451,4.0,423,1.0,1384,,603,4.0
49,802,4.0,1750,,697,4.0,525,5.0
51,248,,1066,3.0,1404,5.0,797,5.0
44,290,5.0,1267,4.0,404,,1254,5.0
232,1203,5.0,713,3.0,282,,990,5.0
129,117,,46,4.0,943,5.0,1007,5.0
23,1361,,357,5.0,1574,5.0,1423,3.0
26,1492,4.0,456,3.0,1003,5.0,1199,
85,967,4.0,1320,1.0,332,5.0,783,
44,1750,3.0,569,2.0,778,,1244,4.0
81,1472,5.0,244,3.0,472,5.0,847,5.0
362,283,5.0,1659,5.0,781,,558,4.0
51,1008,,87,5.0,521,5.0,124,3.0
1,513,5.0,801,3.0,774,,1102,2.0
200,421,,200,4.0,365,4.0,221,3.0
105,321,4.0,1268,,251,4.0,1230,2.0
129,801,,1603,5.0,1732,4.0,806,5.0
11,1636,4.0,934,,1353,5.0,251,4.0
11,194,5.0,195,5.0,1734,,1113,5.0
8,1041,4.0,87,5.0,1594,,186,4.0
49,1601,3.0,549,4.0,40,5.0,766,
30,817,2.0,1383,5.0,1579,,1580,3.0
73,1332,,1252,4.0,1544,5.0,271,3.0
119,1330,,1269,5.0,1318,4.0,520,3.0
208,1120,,1714,3.0,418,4.0,970,5.0
208,1680,4.0,1753,5.0,378,3.0,591,
342,129,5.0,1666,,325,4.0,555,3.0
40,1730,5.0,1427,,645,5.0,253,4.0
15,226,5.0,211,,150,3.0,1128,4.0
208,1520,3.0,1313,5.0,1063,,415,4.0
8,1644,4.0,1036,5.0,431,,511,4.0
81,906,4.0,827,,397,2.0,591,4.0
85,1525,4.0,717,5.0,558,5.0,1519,
19,80,3.0,851,,1304,2.0,686,4.0
61,850,4.0,309,4.0,1403,4.0,12,
149,1136,4.0,417,3.0,193,,1033,4.0
81,176,3.0,1211,,573,4.0,271,3.0
183,1649,5.0,596,,1093,4.0,1006,4.0
181,467,2.0,532,3.0,600,2.0,236,
193,707,4.0,1428,5.0,614,3.0,479,3.0
44,1176,4.0,1437,,1213,3.0,879,4.0
16,1492,4.0,150,4.0,1753,5.0,316,
278,288,4.0,1572,,38,3.0,1452,4.0
32,48,,964,5.0,857,5.0,1647,3.0
146,1620,,1079,5.0,330,4.0,943,3.0
161,1505,,1094,3.0,1433,3.0,874,1.0
26,274,3.0,1395,,1688,4.0,1422,4.0
287,451,3.0,922,3.0,1450,4.0,255,
105,640,,166,4.0,967,2.0,429,5.0
63,864,5.0,144,,119,4.0,1358,4.0
129,402,3.0,935,5.0,1066,4.0,1101,
8,753,4.0,162,,1333,5.0,728,3.0
18,1441,,673,4.0,54,5.0,1270,3.0
152,624,4.0,1428,4.0,1129,2.0,1435,
207,34,1.0,309,3.0,1685,,269,3.0
61,721,,486,2.0,1334,4.0,1590,4.0
119,1664,4.0,594,5.0,1241,5.0,1566,
1,297,,1547,4.0,1598,4.0,191,3.0
185,819,4.0,457,,1196,4.0,398,4.0
8,517,4.0,709,4.0,1190,,1338,4.0
106,576,4.0,1026,5.0,1334,4.0,666,
307,864,4.0,1025,,281,1.0,602,2.0
44,1219,,1213,3.0,1182,4.0,607,5.0
26,853,3.0,1658,3.0,699,,847,4.0
85,1264,5.0,1491,5.0,888,5.0,1455,
281,626,1.0,1448,3.0,157,,1615,2.0
37,1717,4.0,1254,4.0,1692,,894,4.0
8,626,4.0,1492,5.0,1019,5.0,251,5.0
23,1427,,1620,4.0,950,5.0,1658,5.0
49,340,,1255,4.0,759,3.0,908,4.0
33,1606,4.0,91,3.0,188,4.0,1404,
190,1269,5.0,1735,,187,1.0,571,4.0
0,1184,2.0,1524,,87,5.0,1615,4.0
15,1622,5.0,1451,,1437,5.0,735,4.0
81,1121,5.0,230,4.0,1497,4.0,317,
197,722,1.0,1382,,524,3.0,254,4.0
8,881,4.0,418,5.0,1730,,1012,5.0
61,1696,,1713,3.0,821,5.0,1388,4.0
178,51,,1651,3.0,1027,2.0,1476,3.0
81,53,5.0,680,,747,4.0,12,4.0
149,843,5.0,332,3.0,1196,5.0,828,4.0
26,154,,1546,4.0,1195,4.0,364,5.0
8,593,,1634,5.0,699,1.0,1181,4.0
51,1169,5.0,632,4.0,1242,5.0,1005,4.0
38,288,,1603,4.0,326,3.0,1070,4.0
29,512,5.0,912,,1380,4.0,324,5.0
61,714,,395,5.0,651,5.0,396,5.0
49,816,4.0,64,5.0,165,4.0,702,
193,865,5.0,162,5.0,739,,247,4.0
129,1703,2.0,1351,5.0,1688,4.0,1294,5.0
76,848,4.0,1664,5.0,1586,4.0,1094,
11,22,5.0,1402,,603,5.0,846,5.0
52,850,2.0,251,2.0,1627,3.0,1725,
0,1660,4.0,1341,5.0,31,4.0,511,
49,1701,5.0,921,3.0,429,4.0,1438,
129,433,5.0,1747,5.0,1612,4.0,509,
149,1480,,571,4.0,1020,5.0,1071,4.0
8,1314,4.0,788,4.0,198,4.0,973,
246,306,3.0,1462,4.0,39,,1118,4.0
377,1671,,1130,4.0,603,4.0,1005,4.0
190,1505,4.0,101,2.0,679,4.0,426,
49,881,,901,4.0,779,5.0,1165,3.0
15,1720,3.0,1480,4.0,745,4.0,889,5.0
33,870,4.0,1607,4.0,1754,4.0,1582,
1,648,4.0,1737,3.0,713,3.0,476,
44,1424,5.0,1291,5.0,1499,,812,2.0
61,982,,1398,4.0,296,5.0,521,4.0
32,484,5.0,309,5.0,840,5.0,1372,
76,1201,3.0,646,5.0,236,2.0,733,
44,561,5.0,1635,3.0,567,5.0,1131,
33,1587,,730,2.0,251,3.0,1244,5.0
8,865,5.0,850,,422,5.0,1131,5.0
127,1638,4.0,215,5.0,1291,5.0,76,4.0
44,208,3.0,163,3.0,1030,4.0,903,5.0
468,1649,3.0,1703,5.0,840,4.0,396,
127,499,,772,5.0,1327,3.0,1535,3.0
208,97,4.0,1028,,1318,5.0,331,5.0
43,1524,4.0,1732,4.0,813,,1565,5.0
23,550,,1579,3.0,364,5.0,652,5.0
71,583,,824,5.0,1421,5.0,334,5.0
51,1169,5.0,741,5.0,1528,3.0,1757,4.0
49,690,5.0,853,,1356,4.0,1276,5.0
8,448,4.0,51,,954,5.0,1021,5.0
290,834,2.0,525,5.0,1054,3.0,1439,
15,356,2.0,1349,,392,5.0,1578,4.0
113,1458,5.0,211,5.0,1671,,1096,3.0
16,161,,1750,4.0,1006,3.0,591,4.0
51,1027,5.0,265,5.0,363,,303,5.0
149,177,,1556,5.0,461,3.0,1278,4.0
43,1429,5.0,117,5.0,118,5.0,1535,4.0
16,308,5.0,200,4.0,1405,,1309,4.0
183,1588,4.0,1466,,843,4.0,494,5.0
127,1554,5.0,1190,,1337,5.0,761,4.0
149,853,4.0,1513,5.0,153,4.0,618,3.0
8,195,5.0,1052,5.0,446,,927,5.0
88,1241,3.0,1611,3.0,1390,,943,3.0
83,1301,2.0,1142,,1223,4.0,1756,4.0
27,632,4.0,585,2.0,1449,,1754,5.0
49,530,4.0,39,5.0,236,,1326,2.0
23,448,5.0,632,3.0,153,4.0,1645,
8,1128,5.0,1195,5.0,556,,1343,5.0
54,1380,5.0,1388,3.0,573,5.0,1695,4.0
23,1076,5.0,394,4.0,362,5.0,716,
23,1121,4.0,1713,5.0,675,4.0,215,4.0
149,854,,376,4.0,221,5.0,1534,4.0
15,726,3.0,1542,3.0,391,,1351,5.0
23,196,,1077,3.0,1720,3.0,1610,3.0
23,160,4.0,1458,,1142,5.0,874,5.0
25,1282,4.0,983,,936,3.0,1199,3.0
68,722,4.0,819,4.0,1591,1.0,1450,
49,449,,801,4.0,221,4.0,1647,4.0
11,211,,982,5.0,1260,3.0,206,4.0
136,1334,3.0,874,1.0,572,1.0,61,
11,1057,3.0,738,,20,5.0,1559,4.0
43,1239,5.0,1144,4.0,1097,,1694,5.0
11,1649,,1476,4.0,725,4.0,103,4.0
15,563,,456,4.0,42,5.0,796,4.0
119,1636,,132,3.0,1703,5.0,215,4.0
208,464,4.0,835,4.0,668,,383,5.0
8,82,5.0,634,4.0,1210,3.0,877,5.0
26,176,,724,5.0,1180,4.0,894,4.0
185,1505,5.0,594,4.0,490,3.0,315,
44,849,4.0,1316,,1589,4.0,748,4.0
23,85,5.0,823,3.0,264,,857,5.0
109,451,5.0,1300,5.0,821,,558,3.0
129,369,,1267,3.0,1460,3.0,1534,5.0
88,227,2.0,168,,1196,2.0,686,3.0
49,1169,5.0,455,5.0,1662,5.0,191,
49,528,,1072,5.0,636,3.0,332,2.0
134,1184,3.0,1520,4.0,151,,589,5.0
32,260,,56,4.0,1022,5.0,799,5.0
513,917,3.0,566,5.0,1318,3.0,871,
109,832,5.0,817,4.0,389,,885,3.0
81,1377,4.0,471,,107,4.0,621,4.0
129,615,5.0,1431,,986,5.0,1674,5.0
16,976,3.0,22,,1513,3.0,730,1.0
49,1570,5.0,1042,3.0,3,,758,4.0
183,144,,229,4.0,456,2.0,63,2.0
209,480,5.0,977,4.0,626,3.0,1132,
1,1128,4.0,44,,1708,3.0,894,3.0
129,1313,,442,3.0,524,4.0,556,5.0
64,227,2.0,692,1.0,1333,4.0,986,
183,930,,483,4.0,1689,4.0,397,4.0
51,900,1.0,1431,,648,5.0,1561,5.0
404,192,1.0,618,1.0,970,,1391,3.0
44,1744,3.0,273,3.0,647,4.0,1550,
85,674,,1619,5.0,1445,5.0,999,5.0
127,1649,5.0,488,,72,5.0,174,4.0
21,832,5.0,546,,1587,4.0,311,5.0
228,352,5.0,1093,4.0,1351,5.0,1677,
81,778,,875,5.0,461,5.0,1645,4.0
16,897,3.0,97,5.0,1287,,287,2.0
23,285,5.0,909,,542,3.0,831,4.0
222,1608,4.0,140,,974,4.0,1599,3.0
15,1136,5.0,1318,4.0,811,5.0,1023,3.0
44,1041,4.0,727,,1528,3.0,1436,3.0
149,1330,4.0,842,3.0,1531,3.0,638,5.0
197,311,4.0,888,2.0,761,4.0,957,
33,1186,4.0,1016,5.0,1021,3.0,1118,
8,1364,3.0,533,5.0,647,4.0,476,5.0
63,1072,5.0,679,5.0,780,5.0,206,
49,1513,4.0,283,,1003,5.0,13,3.0
16,196,,804,4.0,887,4.0,795,4.0
119,672,,1189,4.0,1581,4.0,125,2.0
129,1059,5.0,1030,5.0,1110,5.0,973,5.0
1,724,3.0,820,4.0,618,3.0,877,3.0
10,1377,4.0,1201,5.0,514,,1205,4.0
110,1539,4.0,1047,2.0,456,3.0,107,4.0
8,803,3.0,709,4.0,504,3.0,395,
377,758,4.0,471,,311,5.0,647,3.0
51,624,3.0,562,5.0,405,5.0,702,5.0
43,1524,4.0,615,5.0,951,,957,5.0
208,834,5.0,294,5.0,72,3.0,494,5.0
207,1297,2.0,855,4.0,1195,3.0,652,
8,385,,1250,5.0,371,5.0,877,5.0
202,1353,,1259,4.0,43,3.0,1564,3.0
207,864,4.0,1603,4.0,1563,4.0,429,5.0
85,583,5.0,473,4.0,809,,844,3.0
119,1296,4.0,1649,5.0,274,,351,5.0
63,243,5.0,916,,905,4.0,1565,3.0
26,352,,231,5.0,1034,5.0,847,4.0
208,1685,4.0,1479,5.0,525,5.0,510,
81,674,5.0,1685,5.0,249,4.0,715,
44,1171,4.0,917,4.0,1289,,109,4.0
21,1745,2.0,196,,186,3.0,411,4.0
15,577,,531,3.0,789,5.0,1757,4.0
81,34,4.0,1175,2.0,1308,,1358,5.0
8,502,5.0,759,4.0,475,4.0,476,5.0
71,258,5.0,142,,462,4.0,671,4.0
200,309,4.0,1210,1.0,508,4.0,637,
149,449,4.0,97,3.0,1596,,271,3.0
85,625,3.0,962,5.0,995,,456,2.0
43,1664,4.0,833,5.0,1637,5.0,13,
38,1603,4.0,183,3.0,952,5.0,715,
166,576,4.0,1300,4.0,1254,4.0,654,
193,1364,1.0,1318,5.0,1757,4.0,862,
83,1170,4.0,1534,4.0,366,,942,4.0
42,1680,4.0,1203,3.0,629,,87,4.0
81,674,5.0,1093,5.0,488,4.0,1739,
110,1030,1.0,1286,4.0,1671,,717,5.0
15,456,4.0,873,3.0,1531,5.0,219,5.0
92,64,3.0,1110,3.0,1638,3.0,1611,
11,819,3.0,613,5.0,1689,4.0,975,
190,915,4.0,949,3.0,1593,3.0,910,
514,1248,2.0,84,2.0,133,1.0,1435,
223,809,2.0,1628,,125,5.0,1615,3.0
43,1505,5.0,537,5.0,1674,5.0,125,5.0
44,1308,,253,4.0,382,3.0,607,5.0
351,167,3.0,1208,,1433,2.0,254,1.0
85,1683,,711,4.0,251,3.0,702,4.0
129,1642,4.0,1195,5.0,731,3.0,959,
223,501,3.0,262,4.0,572,3.0,127,
128,1136,3.0,1250,4.0,970,,1676,4.0
72,1380,4.0,1527,,761,5.0,351,4.0
46,499,,281,4.0,878,4.0,750,4.0
68,724,3.0,1317,,821,5.0,585,3.0
11,745,3.0,1757,3.0,174,4.0,1198,4.0
44,39,,88,5.0,1594,4.0,1631,3.0
122,1697,2.0,1638,,1303,4.0,1276,5.0
68,1504,,353,5.0,633,5.0,618,3.0
177,192,5.0,1681,,772,5.0,1595,3.0
81,1669,5.0,263,3.0,620,5.0,1615,
1,1058,4.0,564,,1701,5.0,937,5.0
36,624,3.0,1024,3.0,520,3.0,1646,
193,1425,5.0,1049,5.0,1244,,332,4.0
85,33,,547,4.0,711,4.0,969,5.0
15,755,4.0,1108,5.0,525,,734,5.0
43,947,3.0,1541,5.0,1174,,1535,4.0
149,1121,,229,4.0,1306,5.0,925,2.0
213,1168,5.0,967,3.0,632,4.0,495,
16,480,4.0,1527,,1518,2.0,799,4.0
86,451,4.0,67,,330,4.0,1164,4.0
81,176,3.0,402,5.0,491,5.0,1183,5.0
7,388,4.0,330,4.0,620,4.0,174,
51,1025,,1027,5.0,157,5.0,351,3.0
1,900,2.0,811,,1052,4.0,1580,4.0
208,561,3.0,1314,4.0,852,3.0,26,
49,1584,5.0,344,4.0,1001,3.0,1295,4.0
23,1348,,679,4.0,1417,5.0,1372,4.0
15,881,4.0,722,4.0,134,,735,4.0
83,16,3.0,1028,5.0,889,5.0,763,5.0
316,1216,,170,4.0,506,3.0,461,3.0
129,1408,,834,4.0,888,5.0,1356,5.0
11,1713,5.0,1435,3.0,1500,,365,5.0
8,1378,,853,5.0,1551,4.0,1183,5.0
62,1717,4.0,917,5.0,1701,,13,4.0
223,615,3.0,1640,4.0,1528,4.0,1468,
85,1520,2.0,1601,4.0,562,,1491,5.0
54,864,4.0,802,5.0,555,4.0,1500,
16,1488,,352,4.0,722,4.0,967,5.0
149,1136,4.0,133,,808,3.0,1436,5.0
23,786,5.0,1459,,903,3.0,1642,4.0
86,993,,87,4.0,679,3.0,1224,4.0
71,1730,5.0,1531,5.0,669,,1519,5.0
63,1314,4.0,4,,855,4.0,87,5.0
219,551,4.0,505,,218,3.0,1535,4.0
277,167,3.0,155,,1580,3.0,845,3.0
62,1264,2.0,598,5.0,702,3.0,191,
207,116,2.0,1608,4.0,1722,,188,3.0
190,1591,2.0,1627,3.0,1358,3.0,1502,
183,468,5.0,747,4.0,333,4.0,1550,
40,68,,309,5.0,1318,5.0,1564,4.0
61,530,,1170,4.0,1475,5.0,72,3.0
157,1011,,726,4.0,7,3.0,187,4.0
1,801,3.0,1399,4.0,361,4.0,202,4.0
431,1697,5.0,1428,3.0,20,5.0,549,
193,1618,2.0,1315,5.0,167,5.0,1497,
85,1569,,1570,5.0,1563,3.0,62,5.0
202,166,4.0,572,4.0,1677,2.0,1343,
129,1426,5.0,1474,5.0,1141,4.0,494,5.0
11,1153,5.0,276,4.0,376,,238,3.0
86,97,5.0,1274,2.0,1708,3.0,1468,
190,897,3.0,1426,4.0,1067,,781,2.0
61,611,3.0,1702,3.0,395,5.0,479,
11,609,5.0,866,1.0,1527,,397,5.0
16,962,4.0,210,,1189,4.0,1128,4.0
346,1075,3.0,1332,3.0,1126,,696,5.0
266,1298,,166,4.0,316,4.0,974,4.0
149,1315,5.0,1348,4.0,1339,,1631,1.0
11,1122,2.0,403,4.0,213,4.0,1527,
44,1284,,520,4.0,346,4.0,619,5.0
16,1604,4.0,1253,4.0,728,,557,4.0
190,592,,228,4.0,246,4.0,618,2.0
183,476,,686,4.0,478,3.0,1615,4.0
146,290,,1684,3.0,134,5.0,1674,3.0
0,820,4.0,696,4.0,1643,,139,3.0
129,930,,788,4.0,54,5.0,1534,5.0
377,1344,3.0,1010,3.0,520,4.0,573,4.0
26,1250,3.0,962,5.0,323,4.0,1075,
11,1153,5.0,413,,462,4.0,607,3.0
32,1125,,168,3.0,585,3.0,972,5.0
16,1465,,874,2.0,206,4.0,1183,4.0
146,84,3.0,102,,1638,1.0,1533,1.0
255,1473,3.0,648,,1054,3.0,1375,2.0
238,964,4.0,791,,280,4.0,106,3.0
160,585,2.0,1243,,924,2.0,1244,5.0
174,1344,3.0,696,,281,2.0,1181,3.0
177,835,4.0,999,5.0,472,3.0,1311,3.0
83,1601,4.0,932,,490,2.0,1375,4.0
49,515,5.0,1253,4.0,1013,5.0,1109,
190,1441,4.0,1426,4.0,167,5.0,349,
16,1108,,133,4.0,182,4.0,1260,4.0
225,756,,1317,4.0,519,5.0,1694,5.0
44,987,4.0,1356,5.0,588,4.0,13,
197,1475,,744,2.0,697,2.0,1756,2.0
0,1266,4.0,214,3.0,678,,1433,3.0
8,90,5.0,1643,4.0,1227,,926,5.0
11,193,4.0,1093,5.0,119,,1195,5.0
109,1010,4.0,723,,892,5.0,1278,5.0
195,1075,3.0,1685,,1006,4.0,639,2.0
8,608,4.0,1272,,106,5.0,1084,4.0
27,1266,5.0,922,4.0,1594,2.0,282,
15,1715,,741,5.0,444,3.0,639,4.0
410,913,4.0,1729,,294,4.0,1082,4.0
202,1313,5.0,243,4.0,68,,811,4.0
222,402,4.0,1091,4.0,263,4.0,1480,5.0
15,1492,5.0,551,4.0,476,,317,4.0
42,855,5.0,1162,5.0,1450,2.0,1292,
177,1031,,168,3.0,874,3.0,1613,4.0
49,244,4.0,1673,4.0,1515,,461,3.0
51,1169,5.0,276,5.0,793,5.0,364,5.0
15,977,5.0,132,5.0,998,4.0,232,
153,146,2.0,868,,155,2.0,1165,3.0
105,752,3.0,906,3.0,363,5.0,463,4.0
181,1670,1.0,1064,3.0,1724,,1102,4.0
62,743,,296,5.0,1610,4.0,1229,3.0
352,200,3.0,537,5.0,285,,1310,5.0
124,996,5.0,235,4.0,1054,,942,4.0
23,1267,5.0,839,5.0,712,5.0,413,
225,1410,4.0,439,,10,5.0,1243,3.0
81,547,5.0,903,5.0,876,2.0,895,
43,995,5.0,632,4.0,1051,,1085,5.0
199,1025,5.0,636,3.0,190,5.0,750,
26,611,5.0,681,3.0,1546,4.0,1290,
127,177,2.0,162,5.0,168,5.0,1071,
40,1396,4.0,1654,3.0,296,5.0,1551,4.0
11,1042,,106,5.0,1756,1.0,797,4.0
206,913,3.0,585,3.0,1387,,334,4.0
44,1682,4.0,885,4.0,406,5.0,77,
230,1536,4.0,353,4.0,1331,,524,3.0
274,705,3.0,33,,1473,5.0,1006,5.0
81,97,5.0,1298,,1581,5.0,1613,5.0
223,832,,532,4.0,1740,4.0,1133,2.0
119,68,,154,4.0,1070,5.0,1679,4.0
223,1507,3.0,1016,3.0,492,1.0,92,
44,338,2.0,469,,1020,4.0,1164,3.0
44,547,4.0,1031,5.0,1599,4.0,623,5.0
379,1345,3.0,1652,4.0,170,,1259,5.0
16,885,3.0,158,3.0,878,,1183,4.0
183,98,,1078,2.0,634,5.0,828,4.0
40,706,,1397,4.0,492,2.0,911,5.0
222,1364,4.0,298,3.0,202,,1311,3.0
122,945,2.0,1606,,151,5.0,430,4.0
8,1698,5.0,770,4.0,450,,169,5.0
234,1697,5.0,1300,5.0,1671,,1355,5.0
200,1011,3.0,212,3.0,1606,4.0,1001,3.0
26,947,4.0,1335,5.0,1741,5.0,287,
1,512,4.0,773,5.0,1077,4.0,331,
177,592,5.0,1200,,1537,1.0,587,1.0
