item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8,user-9,rating-9,user-10,rating-10
23,1682,4.0,147,,579,4.0,5,5.0,520,5.0,906,4.0,987,5.0,77,,1709,,158,
11,1109,,853,5.0,373,,520,5.0,120,,1608,4.0,298,4.0,174,4.0,558,3.0,1647,4.0
16,930,3.0,548,,1398,4.0,1655,,505,5.0,635,3.0,1756,2.0,732,3.0,718,4.0,1055,
85,1301,5.0,118,,1030,3.0,1670,4.0,520,4.0,217,2.0,473,4.0,1579,,1532,,365,
8,1393,,306,5.0,1715,2.0,1668,,470,2.0,1176,5.0,377,,444,4.0,238,3.0,1679,5.0
11,1440,4.0,1664,4.0,146,3.0,723,5.0,1044,4.0,664,4.0,633,,1641,,313,,602,
33,401,,178,3.0,546,,1188,,1380,5.0,293,4.0,486,5.0,1575,5.0,280,,730,2.0
83,1713,5.0,195,,1139,,244,,52,5.0,136,4.0,1577,5.0,570,4.0,1579,,1135,2.0
62,864,5.0,1702,,1368,2.0,248,,1417,5.0,746,,573,5.0,686,3.0,1503,,415,4.0
11,193,4.0,1524,4.0,516,,296,,584,3.0,1465,,666,4.0,204,,1228,5.0,220,5.0
81,784,,577,4.0,212,5.0,965,3.0,1433,5.0,362,,1229,5.0,1470,,1422,4.0,1390,
8,1360,,944,,452,5.0,1750,3.0,535,4.0,1752,5.0,1627,4.0,507,5.0,253,5.0,1407,5.0
16,418,5.0,1268,,1493,,374,2.0,919,,1529,5.0,507,4.0,1228,4.0,908,3.0,1503,3.0
26,288,5.0,754,,1573,5.0,168,5.0,601,,250,,764,5.0,877,4.0,1277,,1694,5.0
8,657,4.0,962,4.0,1458,,164,,325,5.0,726,4.0,1419,,1292,4.0,479,2.0,1599,5.0
129,336,5.0,787,5.0,1284,,1732,4.0,1702,,56,4.0,1722,3.0,410,,1610,5.0,444,
26,1520,5.0,1059,5.0,1636,,677,5.0,1126,,377,,1114,5.0,1019,5.0,1547,2.0,221,
62,176,5.0,97,2.0,1041,2.0,100,5.0,1076,,1446,,1095,,330,5.0,1292,5.0,1054,4.0
129,192,,961,5.0,1393,2.0,129,5.0,771,,980,,186,5.0,394,4.0,492,,1455,5.0
43,1395,,371,5.0,1462,,76,5.0,1564,3.0,476,,1164,5.0,830,,974,5.0,383,5.0
193,499,,932,2.0,564,,1044,5.0,326,5.0,1480,,106,5.0,301,,1757,4.0,447,4.0
44,160,,1074,5.0,339,3.0,1125,,310,4.0,1528,3.0,826,3.0,572,5.0,367,,127,
8,1664,3.0,786,,803,3.0,1335,,1096,,217,5.0,169,5.0,1643,4.0,460,5.0,652,
8,1280,5.0,1664,3.0,865,5.0,1633,,324,4.0,357,5.0,297,5.0,1514,,1546,,1036,5.0
44,960,,787,,916,3.0,692,5.0,965,5.0,1254,5.0,537,3.0,170,,444,3.0,189,2.0
81,321,3.0,339,2.0,1173,5.0,998,5.0,150,5.0,1176,,426,,795,5.0,350,,1582,
8,1488,,1665,,1556,,1077,5.0,22,5.0,331,5.0,1565,4.0,750,5.0,782,,1087,5.0
11,690,4.0,103,4.0,424,,874,4.0,1515,,795,4.0,1084,4.0,909,5.0,413,,1149,
26,1091,,1589,4.0,6,4.0,183,3.0,1367,3.0,137,5.0,1193,,1469,,301,,846,5.0
11,769,4.0,356,3.0,1044,4.0,996,4.0,1589,,1370,,1547,4.0,332,3.0,828,4.0,863,
81,834,5.0,771,,1203,4.0,116,,69,,1207,5.0,1367,5.0,539,5.0,1533,4.0,735,
44,977,4.0,1570,,579,4.0,1382,,502,4.0,710,,281,4.0,1050,2.0,1722,4.0,507,
23,848,,144,5.0,944,,1203,4.0,724,4.0,148,5.0,901,5.0,646,5.0,663,,287,
11,1344,3.0,356,3.0,902,,1321,,1674,,1642,4.0,636,4.0,894,5.0,1150,4.0,1535,
44,961,4.0,450,,181,,1253,4.0,1238,,487,,1196,4.0,221,5.0,573,5.0,1295,4.0
44,16,5.0,19,,1062,4.0,599,4.0,344,,280,4.0,345,,1354,4.0,523,3.0,364,
1,421,,728,,696,4.0,217,2.0,521,4.0,922,3.0,1563,,221,4.0,461,3.0,911,
16,530,4.0,707,4.0,419,4.0,788,,437,4.0,1318,4.0,647,5.0,1562,,1532,,1437,5.0
81,1122,4.0,498,,1154,4.0,467,3.0,629,,869,5.0,406,5.0,1126,4.0,952,3.0,1006,5.0
1,18,3.0,1652,4.0,1141,,839,4.0,829,,798,,142,2.0,654,,1327,5.0,1711,4.0
129,1728,5.0,977,5.0,1042,,1030,5.0,138,5.0,557,5.0,302,,926,,1438,4.0,751,
19,513,3.0,594,3.0,1603,5.0,1093,3.0,231,,89,3.0,538,,762,,29,,686,4.0
51,144,5.0,1441,5.0,785,5.0,1635,5.0,1476,,884,,1301,4.0,646,5.0,923,,365,
23,817,4.0,964,4.0,1752,,969,,1625,3.0,153,4.0,604,4.0,1341,4.0,1262,,878,4.0
49,723,,1717,4.0,1077,5.0,295,4.0,1384,,1513,4.0,1243,3.0,428,,1564,5.0,334,5.0
8,608,4.0,500,5.0,1396,5.0,600,,217,5.0,1449,,1371,,620,3.0,893,,926,5.0
183,576,3.0,1570,,451,5.0,835,4.0,580,,820,4.0,390,,1078,2.0,1591,3.0,1278,3.0
16,881,3.0,1379,,339,4.0,1684,5.0,1174,4.0,966,,347,,76,5.0,29,5.0,1134,
15,1602,,1304,,792,5.0,1545,,219,5.0,1197,3.0,1421,5.0,877,,430,4.0,494,4.0
81,212,5.0,118,,231,3.0,72,4.0,1609,,586,5.0,394,,1355,,811,5.0,1099,5.0
208,464,4.0,160,5.0,1265,4.0,1207,,647,5.0,1625,,1006,4.0,1454,5.0,31,,223,
51,48,,435,3.0,468,5.0,84,,713,4.0,1468,,604,4.0,1485,,430,5.0,943,5.0
16,833,,1729,,276,4.0,1556,5.0,1158,4.0,630,,1227,,811,2.0,171,3.0,956,5.0
129,1523,4.0,627,,1460,3.0,1509,,888,5.0,507,,779,5.0,651,5.0,1757,5.0,1374,
109,705,5.0,195,5.0,323,,852,5.0,20,,664,5.0,1017,5.0,1241,4.0,1279,,399,
1,736,5.0,1024,4.0,1635,4.0,1286,,538,,906,,555,1.0,747,4.0,92,,47,4.0
44,1313,5.0,146,5.0,1186,4.0,211,,1222,,1367,,1082,4.0,602,2.0,203,,1374,4.0
149,1440,4.0,435,,1333,5.0,1349,,456,1.0,1593,2.0,1002,4.0,1050,,252,,1084,4.0
11,274,,898,,434,5.0,500,5.0,1445,,1559,4.0,1223,5.0,972,5.0,1244,,237,5.0
43,305,3.0,1522,,452,,116,3.0,790,2.0,1207,,473,5.0,588,3.0,974,5.0,478,5.0
16,34,4.0,1698,3.0,420,,344,4.0,1129,4.0,1693,,430,,959,,303,1.0,1551,3.0
16,384,,258,4.0,709,,389,4.0,678,4.0,118,,1607,3.0,1032,3.0,281,3.0,237,4.0
81,64,5.0,1744,5.0,883,5.0,169,,906,4.0,1163,,860,5.0,108,4.0,1181,5.0,14,
1,1056,,1680,2.0,1637,5.0,1589,,1014,,374,4.0,1751,4.0,888,4.0,1404,,877,3.0
1,928,,1248,5.0,1601,,1122,2.0,1427,,692,3.0,325,3.0,1242,3.0,1277,3.0,1487,
11,1235,4.0,1443,4.0,1299,,212,4.0,1719,,1449,,1707,4.0,61,5.0,271,4.0,1007,
8,1184,,1539,,260,,406,4.0,200,4.0,169,5.0,922,5.0,28,,268,3.0,253,5.0
8,225,,787,5.0,532,4.0,949,5.0,1270,4.0,1624,,281,5.0,969,,1146,5.0,206,5.0
8,384,5.0,1269,5.0,967,5.0,1576,,8,4.0,377,,1018,5.0,123,,1645,,1615,5.0
11,1073,4.0,835,4.0,51,,293,4.0,70,,1320,,458,4.0,828,4.0,1135,4.0,623,2.0
208,1184,,592,,1410,4.0,691,5.0,1047,3.0,807,,202,4.0,874,4.0,222,,126,3.0
43,1313,5.0,1235,5.0,1557,4.0,806,,390,3.0,503,,664,4.0,1083,5.0,860,,1407,5.0
1,1025,4.0,131,,390,3.0,406,5.0,1065,3.0,827,,604,4.0,1420,,1581,3.0,623,4.0
352,1168,5.0,1169,4.0,258,4.0,1282,5.0,164,4.0,534,,1594,3.0,1597,,893,,767,
43,962,5.0,853,4.0,854,5.0,552,5.0,1049,3.0,1305,1.0,457,,1114,,285,,319,4.0
16,1440,3.0,564,4.0,100,3.0,805,,837,5.0,694,4.0,74,3.0,156,,301,,1007,
15,1136,5.0,770,4.0,1379,,1652,5.0,196,,1141,,408,,1225,5.0,364,4.0,926,5.0
15,416,,225,,769,,258,5.0,932,5.0,372,4.0,1238,,455,4.0,392,5.0,586,5.0
11,1137,,865,5.0,946,,1732,4.0,1066,3.0,859,4.0,1068,3.0,845,5.0,1391,3.0,1407,
246,721,,866,5.0,530,4.0,38,,1496,,57,,1354,4.0,1355,3.0,1435,4.0,1182,2.0
44,1410,3.0,1699,4.0,116,,1206,3.0,1400,,24,,1753,4.0,1737,5.0,1547,2.0,1035,
8,272,,1168,5.0,513,4.0,353,3.0,1205,5.0,488,5.0,1640,4.0,1434,5.0,908,4.0,846,5.0
26,464,,1281,5.0,1266,,1687,4.0,823,1.0,1482,5.0,1450,,1195,4.0,1003,5.0,892,5.0
110,1713,3.0,483,4.0,1301,2.0,1270,,1481,,1290,5.0,1611,3.0,1580,3.0,989,,125,3.0
44,961,4.0,833,4.0,451,4.0,1123,4.0,1267,4.0,1286,,42,,1307,4.0,123,4.0,1581,4.0
129,752,,1520,4.0,386,5.0,114,,292,,197,3.0,216,,1224,5.0,618,5.0,1310,5.0
15,1588,3.0,628,,37,,357,5.0,823,,504,4.0,616,,72,4.0,892,5.0,527,3.0
26,1728,3.0,1697,5.0,1075,,293,4.0,9,4.0,571,,715,,1036,,125,5.0,495,4.0
8,1601,1.0,914,5.0,514,,531,,1123,,1144,4.0,1035,4.0,955,5.0,1694,5.0,1743,4.0
16,1,4.0,1554,,1524,5.0,1188,4.0,197,2.0,919,,999,2.0,647,5.0,807,,1069,
81,1488,5.0,1168,5.0,802,,1635,5.0,916,,214,5.0,1671,5.0,71,,153,,717,3.0
44,1122,5.0,755,5.0,1187,,163,3.0,213,,662,5.0,199,,1272,,61,4.0,1006,4.0
15,1680,5.0,50,,822,,280,4.0,1611,1.0,1660,5.0,1004,4.0,1068,,109,5.0,1053,
129,992,5.0,336,5.0,16,3.0,1206,,1272,,315,,427,5.0,1740,,669,3.0,1134,5.0
208,1072,4.0,961,5.0,626,3.0,434,4.0,661,5.0,983,4.0,743,,538,,143,4.0,1535,
44,929,4.0,322,5.0,919,,185,,1225,3.0,1098,3.0,1195,3.0,1515,2.0,620,,1502,
11,1587,5.0,1605,,357,3.0,1303,4.0,1690,,91,4.0,907,4.0,492,,285,,1199,5.0
129,1557,,1685,,713,4.0,1450,5.0,1643,5.0,411,5.0,811,5.0,1453,4.0,1709,5.0,15,
81,4,5.0,1493,,725,,1685,5.0,1189,5.0,1238,,1016,5.0,234,,939,3.0,124,5.0
26,1026,4.0,1426,4.0,1747,4.0,676,5.0,1061,,1258,,1498,,717,2.0,925,5.0,142,
16,16,5.0,1218,,1410,,868,5.0,1732,3.0,824,4.0,1433,3.0,1001,,1321,,188,5.0
129,912,5.0,962,,1381,5.0,453,4.0,376,,1560,,1497,5.0,1337,5.0,764,,717,5.0
43,1376,,1749,,118,5.0,504,,1656,4.0,281,4.0,522,5.0,426,,59,3.0,924,4.0
129,1248,,1136,5.0,1122,5.0,690,4.0,695,,363,,396,,717,5.0,46,4.0,1470,4.0
43,992,,658,5.0,163,3.0,1587,5.0,820,5.0,709,3.0,809,,427,4.0,636,,14,4.0
129,576,5.0,1009,,1155,3.0,355,,1188,5.0,1226,5.0,1484,,796,5.0,653,,1678,4.0
15,673,,260,5.0,756,,1109,,1110,5.0,824,5.0,1353,,12,4.0,621,4.0,207,4.0
183,593,,755,,275,,1588,4.0,1734,,473,5.0,1434,4.0,589,4.0,1709,4.0,494,5.0
43,528,4.0,660,,314,5.0,826,4.0,1611,5.0,1579,,156,,1437,,558,5.0,1503,5.0
15,961,5.0,677,4.0,1366,5.0,1159,2.0,1096,,457,,713,4.0,1675,,1741,,207,4.0
149,1365,,1159,4.0,632,3.0,1272,,1273,,1083,4.0,1629,,1597,4.0,1086,4.0,494,4.0
81,2,3.0,947,5.0,3,,1108,5.0,726,3.0,439,4.0,1688,,1160,5.0,603,4.0,719,
26,1538,,355,,436,4.0,1590,4.0,1609,3.0,922,4.0,379,4.0,1483,5.0,603,3.0,990,4.0
222,17,2.0,50,5.0,530,3.0,275,,1700,,1606,5.0,1482,4.0,347,,605,4.0,559,
81,416,5.0,818,,1378,,358,3.0,1703,5.0,1128,5.0,697,3.0,1530,,575,5.0,847,5.0
1,640,,977,4.0,241,,514,5.0,1429,3.0,711,5.0,456,2.0,664,,922,3.0,847,
23,34,4.0,515,,1092,,1624,4.0,1528,4.0,298,5.0,74,4.0,1180,4.0,636,3.0,79,
23,82,4.0,101,4.0,1094,3.0,679,4.0,1129,5.0,1066,,1227,,1358,5.0,607,5.0,1007,4.0
11,370,,1732,4.0,919,,618,3.0,1323,,1582,,766,3.0,206,4.0,1503,4.0,143,5.0
23,608,,1697,4.0,1681,5.0,1059,,1239,4.0,1560,,344,5.0,1579,3.0,269,5.0,1150,
190,321,4.0,97,4.0,1377,4.0,1730,5.0,1462,,1337,,649,3.0,873,3.0,666,,474,
16,1425,4.0,867,3.0,1108,,1269,,246,,617,4.0,1354,,652,3.0,525,5.0,1391,3.0
16,1168,4.0,642,,420,,1035,,908,3.0,381,,1662,2.0,606,5.0,223,3.0,287,2.0
11,1555,,949,4.0,1351,5.0,1591,3.0,1402,,939,4.0,1708,4.0,204,,460,5.0,493,4.0
49,994,,1413,5.0,1157,,1654,4.0,1642,5.0,1659,5.0,1403,,364,4.0,717,4.0,591,5.0
43,1616,4.0,1301,,85,3.0,1129,,1082,5.0,77,5.0,1277,,478,5.0,31,4.0,223,
16,3,5.0,452,3.0,1492,4.0,612,4.0,502,4.0,1686,,696,,1624,,714,,1370,4.0
129,400,,1008,,1426,5.0,802,5.0,51,5.0,1251,,1718,5.0,872,4.0,168,,747,4.0
81,1633,,417,3.0,1703,5.0,1354,4.0,1595,5.0,12,4.0,1118,,1631,,1295,5.0,287,
8,529,4.0,1650,,1587,5.0,1301,,1717,,1047,5.0,152,,1640,4.0,254,4.0,239,5.0
127,433,,866,5.0,1651,4.0,87,4.0,632,3.0,633,2.0,123,5.0,1515,,172,,652,
193,304,,864,,341,4.0,854,4.0,743,,967,4.0,571,4.0,1052,4.0,1004,,1661,3.0
113,1168,,496,,1621,4.0,85,,1013,5.0,711,,378,5.0,10,4.0,508,3.0,781,3.0
223,1552,4.0,801,4.0,277,1.0,1606,5.0,183,3.0,7,,1207,,603,3.0,973,4.0,318,
42,1057,3.0,82,4.0,1684,,1141,4.0,1093,3.0,1111,4.0,1143,,583,,200,,1694,4.0
23,932,5.0,885,,501,,294,5.0,56,,665,,763,4.0,862,4.0,815,4.0,527,5.0
16,1520,3.0,401,2.0,1315,,563,3.0,1316,,534,5.0,459,5.0,253,4.0,1517,,478,4.0
246,770,,835,,836,3.0,245,5.0,1334,4.0,1303,3.0,809,5.0,1723,4.0,364,4.0,1247,
49,1648,5.0,288,3.0,0,,1585,,801,4.0,802,4.0,1268,,885,4.0,458,,750,5.0
44,816,3.0,355,,1748,5.0,325,4.0,1463,4.0,1193,5.0,314,5.0,412,,140,,285,
44,1537,4.0,177,4.0,309,5.0,518,,919,,937,4.0,1546,,1179,,508,4.0,686,4.0
15,787,,724,5.0,1366,5.0,1319,,1097,5.0,74,4.0,1402,,1434,5.0,619,4.0,1228,
15,880,5.0,1552,5.0,1664,,545,,914,4.0,452,4.0,1140,,309,5.0,988,5.0,1134,
43,768,5.0,561,3.0,1220,5.0,757,,1606,4.0,310,5.0,1526,,1068,5.0,1726,4.0,1007,
81,225,,273,5.0,1301,5.0,839,4.0,1704,5.0,1496,5.0,554,,1739,,639,5.0,143,
8,1680,,1633,,339,5.0,563,5.0,1638,5.0,87,5.0,839,5.0,829,,734,4.0,735,4.0
11,400,2.0,384,,128,,133,4.0,344,2.0,1657,5.0,810,,586,,1627,5.0,734,5.0
81,1152,,1424,5.0,704,,1588,3.0,550,5.0,535,,1463,4.0,1482,4.0,1708,5.0,1325,
23,976,5.0,1204,,438,5.0,1030,5.0,393,5.0,746,4.0,874,5.0,474,,396,,815,4.0
32,371,2.0,1015,,407,,936,4.0,73,,1674,5.0,1611,4.0,1453,5.0,141,3.0,1486,
149,1345,,673,,1747,5.0,20,4.0,1332,,166,4.0,247,4.0,1146,4.0,636,3.0,717,3.0
83,0,,1410,5.0,326,3.0,567,4.0,681,3.0,458,,1195,,364,4.0,1421,5.0,238,3.0
15,753,,273,5.0,52,5.0,5,,1750,5.0,970,5.0,635,3.0,700,,1726,5.0,1119,5.0
43,1536,5.0,897,4.0,1557,4.0,326,3.0,1607,,217,2.0,284,,125,5.0,846,,943,
11,1728,4.0,1746,,66,,1282,,1606,5.0,759,4.0,1591,3.0,728,,538,5.0,874,4.0
15,1649,5.0,1698,,709,5.0,1350,,951,5.0,1575,5.0,1721,,281,3.0,602,3.0,670,5.0
81,1602,5.0,197,,437,5.0,24,5.0,361,,553,,1482,4.0,108,4.0,46,,558,4.0
129,754,,930,,583,5.0,281,3.0,1403,4.0,779,5.0,1340,,636,5.0,1406,,47,4.0
85,1328,3.0,1394,5.0,1155,1.0,535,1.0,1479,3.0,475,5.0,75,5.0,460,3.0,669,,559,
23,320,,769,,167,5.0,839,5.0,1436,3.0,1468,2.0,797,3.0,62,4.0,478,,591,5.0
23,1027,5.0,518,,550,,823,3.0,855,5.0,1399,4.0,1065,5.0,141,5.0,1054,5.0,1550,
44,785,3.0,146,5.0,162,5.0,851,5.0,1317,,150,,567,5.0,1304,3.0,1309,,830,
43,560,4.0,1025,4.0,292,,1430,,982,3.0,1031,4.0,855,,360,5.0,1674,5.0,1530,4.0
1,624,4.0,176,4.0,609,,1089,,1431,,631,3.0,1242,3.0,794,,428,3.0,1326,2.0
16,1604,4.0,501,,1494,,8,2.0,88,,360,5.0,971,,636,3.0,365,5.0,479,2.0
149,513,4.0,1169,4.0,1573,,184,3.0,552,,1098,5.0,1355,,972,,1102,3.0,1086,4.0
15,18,5.0,1330,,1155,4.0,1669,,1589,,726,3.0,551,4.0,409,5.0,1643,3.0,523,
44,146,5.0,35,,819,,1701,5.0,1448,4.0,329,4.0,858,4.0,76,5.0,1741,4.0,670,
49,1200,4.0,288,3.0,131,,948,5.0,1512,5.0,1016,4.0,649,,1450,3.0,1646,,1326,2.0
69,1265,,1010,4.0,1091,,772,5.0,742,,1063,5.0,1463,4.0,855,5.0,648,5.0,731,
44,1729,,1442,4.0,1491,4.0,902,,1654,5.0,665,,154,4.0,668,,1645,3.0,783,4.0
15,544,,1489,,1441,5.0,1094,5.0,551,4.0,199,5.0,712,,890,4.0,1322,,813,4.0
190,1488,4.0,864,4.0,947,3.0,835,4.0,901,3.0,293,,1381,,695,,1239,4.0,1534,4.0
129,244,5.0,822,5.0,86,4.0,1623,4.0,679,5.0,890,3.0,778,,1642,4.0,1661,,495,5.0
1,816,,336,,1747,5.0,771,5.0,1301,,1210,3.0,427,,1675,4.0,1629,3.0,1647,4.0
26,1250,3.0,628,,86,,1255,4.0,856,4.0,648,,1577,4.0,233,1.0,122,4.0,1439,
26,1,,259,,246,,6,4.0,471,5.0,231,5.0,1434,4.0,971,3.0,860,4.0,828,4.0
43,352,,482,,322,5.0,467,2.0,164,5.0,900,5.0,1304,,618,5.0,59,3.0,255,
15,786,3.0,1523,5.0,1556,,583,4.0,1047,5.0,1161,3.0,493,,1070,,478,,1615,4.0
44,1008,,849,4.0,417,2.0,324,,772,5.0,1541,3.0,918,1.0,1478,,1196,4.0,188,5.0
105,752,3.0,1584,,1201,4.0,52,4.0,1334,3.0,1206,,839,5.0,1111,4.0,77,,877,
23,48,,497,,964,4.0,1252,,950,5.0,648,5.0,586,4.0,682,,620,5.0,1662,4.0
81,160,4.0,80,,483,3.0,708,,1432,5.0,104,4.0,1708,5.0,236,,572,5.0,943,5.0
222,1121,,1025,4.0,853,4.0,854,3.0,793,,1755,,123,4.0,556,3.0,1196,4.0,1150,
16,384,,930,3.0,467,4.0,533,4.0,295,,1271,,553,,1018,1.0,172,5.0,1309,4.0
44,613,4.0,1558,,982,5.0,951,,681,,218,5.0,1210,4.0,396,5.0,12,,1645,3.0
26,817,,1731,,851,5.0,1685,5.0,869,4.0,439,5.0,1755,,155,5.0,1340,5.0,1308,
43,528,4.0,1186,5.0,1140,,1716,,1270,3.0,1175,3.0,584,,109,5.0,925,1.0,173,
161,1440,2.0,1090,3.0,1235,4.0,1013,4.0,647,4.0,793,,426,,1181,,781,2.0,991,
15,385,5.0,802,5.0,840,5.0,1017,,681,4.0,394,4.0,1485,,1213,,814,,831,5.0
16,1122,3.0,804,4.0,1685,5.0,1717,,328,4.0,1722,5.0,714,,1243,,1677,3.0,351,3.0
129,176,,947,5.0,1316,5.0,52,4.0,1318,5.0,648,5.0,264,,664,5.0,1402,,655,5.0
16,1057,4.0,340,5.0,1320,,1529,5.0,1241,5.0,1468,,668,,1213,3.0,1662,2.0,975,
16,257,5.0,18,5.0,1170,4.0,595,4.0,1367,4.0,74,3.0,1035,,61,,1565,,1485,
8,965,3.0,1527,4.0,1592,,1689,3.0,636,4.0,524,,173,,1118,,1407,5.0,1551,4.0
81,1184,3.0,1587,5.0,822,4.0,982,,1063,,585,4.0,730,,76,5.0,1182,5.0,1023,4.0
49,1697,5.0,244,4.0,709,3.0,1493,,1688,3.0,1721,4.0,282,,1627,,349,5.0,1662,5.0
149,1728,,914,3.0,834,4.0,1539,4.0,659,3.0,1267,5.0,1172,,1558,,647,4.0,1757,
193,739,,758,,1239,4.0,199,5.0,1275,,843,,364,5.0,237,4.0,558,5.0,974,5.0
49,1216,,820,4.0,932,3.0,679,5.0,872,,1098,4.0,698,,1626,5.0,1628,2.0,1646,
11,1586,4.0,1349,4.0,167,5.0,712,,364,5.0,893,,462,4.0,1630,2.0,1391,3.0,431,4.0
44,528,4.0,258,5.0,661,5.0,1013,5.0,313,,953,,444,3.0,173,,1598,,1518,3.0
26,1073,4.0,865,,1251,,234,,955,5.0,1500,5.0,813,3.0,1117,4.0,1197,,702,5.0
23,1361,,1254,,183,4.0,1611,4.0,75,,973,5.0,1294,5.0,1598,4.0,1630,3.0,335,
51,1541,,597,,1720,2.0,184,5.0,1417,5.0,1241,5.0,733,3.0,205,,1503,5.0,895,
49,1649,,946,,197,,773,,1654,4.0,390,5.0,136,4.0,539,4.0,411,4.0,351,4.0
43,752,,1171,,708,5.0,632,4.0,457,,1690,,1740,4.0,316,4.0,540,4.0,269,5.0
129,1090,5.0,1558,,342,,1367,,1095,5.0,1432,5.0,397,5.0,1053,4.0,1022,,638,4.0
49,1040,,1699,4.0,581,,821,5.0,278,,1320,3.0,489,5.0,314,5.0,1548,,365,4.0
16,468,5.0,726,4.0,1367,4.0,201,,780,,1597,3.0,1165,,461,4.0,558,3.0,847,
16,977,4.0,817,3.0,1667,,547,4.0,1748,4.0,69,,1404,,1726,,1182,4.0,526,4.0
23,592,,224,,1715,3.0,707,4.0,484,5.0,1077,3.0,810,,218,5.0,1371,,269,5.0
16,384,,1217,5.0,354,,212,5.0,855,5.0,248,3.0,105,,490,1.0,970,4.0,1005,
43,1328,5.0,880,5.0,994,,4,5.0,1653,4.0,1190,,713,4.0,283,,1307,4.0,733,
208,961,5.0,1473,5.0,195,,964,,199,5.0,856,5.0,729,,525,5.0,78,3.0,479,3.0
129,1729,5.0,1682,5.0,819,,1669,,792,,778,,779,5.0,636,5.0,45,3.0,975,5.0
8,96,,770,4.0,1299,3.0,387,5.0,1075,,1655,,1591,3.0,923,3.0,1598,,1327,5.0
129,945,5.0,20,5.0,1557,,581,5.0,1558,,359,,10,5.0,844,5.0,540,5.0,1455,5.0
15,370,,341,,1446,,1642,3.0,1563,5.0,1374,2.0,126,,1695,4.0,687,5.0,415,3.0
1,1248,5.0,1137,,929,,1252,3.0,1652,4.0,580,,1718,,1094,4.0,696,4.0,619,4.0
54,52,5.0,983,5.0,24,,426,,1514,,1675,4.0,364,4.0,461,3.0,845,,351,5.0
23,34,4.0,1732,5.0,1189,5.0,1270,3.0,40,,442,,235,4.0,1164,4.0,1564,5.0,236,4.0
183,224,5.0,97,4.0,1393,,739,,1187,5.0,1413,,1639,,696,5.0,906,4.0,1754,5.0
180,834,5.0,1218,4.0,1588,3.0,1477,,521,,411,4.0,123,4.0,764,,125,4.0,1390,
43,976,5.0,177,,1122,3.0,978,5.0,1270,3.0,696,4.0,728,,970,,1375,4.0,1263,
51,1059,4.0,264,,392,5.0,1561,5.0,1147,,1404,5.0,1628,4.0,622,,1711,5.0,639,
128,722,5.0,323,5.0,1157,,393,5.0,537,5.0,457,,586,,1660,,572,3.0,1103,5.0
26,1025,1.0,1057,4.0,578,,1460,5.0,1112,5.0,921,4.0,89,,1210,3.0,637,,1181,3.0
11,1504,,449,5.0,978,4.0,116,3.0,758,5.0,199,5.0,953,,682,,1150,4.0,1727,
15,1121,5.0,1250,5.0,1554,,1014,5.0,358,,473,4.0,1115,,555,4.0,750,4.0,1470,
11,1186,3.0,1394,,372,4.0,1462,,1383,,1511,,1065,4.0,1129,4.0,460,5.0,845,5.0
23,371,,422,,1096,2.0,986,2.0,795,5.0,1340,,861,,1215,5.0,559,5.0,1007,4.0
49,1345,,18,4.0,642,,340,,1654,4.0,6,3.0,375,,1593,5.0,1342,2.0,750,5.0
15,304,2.0,369,,818,,1044,4.0,229,3.0,1557,5.0,1269,5.0,375,,315,5.0,463,
26,391,,648,,8,2.0,1241,5.0,554,,507,4.0,460,3.0,1517,,302,5.0,1182,5.0
25,547,3.0,949,,1638,1.0,1111,4.0,1543,,616,4.0,124,,429,5.0,237,5.0,30,
81,625,,1122,4.0,549,2.0,678,,1368,3.0,1624,,1081,,491,5.0,924,5.0,1500,5.0
81,1504,5.0,1552,5.0,1536,3.0,834,5.0,296,5.0,1128,5.0,345,,203,5.0,1259,,1468,2.0
222,1217,4.0,978,,420,,311,5.0,826,5.0,26,5.0,574,,1678,4.0,254,4.0,223,
146,16,3.0,368,,449,,1234,4.0,818,,996,3.0,645,3.0,214,,1559,4.0,330,4.0
26,1732,2.0,580,5.0,581,,262,3.0,135,,952,3.0,777,,1034,5.0,1514,,542,1.0
8,193,,483,,180,,1637,5.0,759,4.0,1720,3.0,169,5.0,1055,,815,5.0,15,2.0
11,705,,1729,,209,,1267,3.0,631,5.0,967,5.0,1223,5.0,59,,444,4.0,829,4.0
1,1664,3.0,1091,,326,3.0,968,2.0,936,4.0,378,5.0,972,4.0,1485,,334,3.0,1183,5.0
85,64,4.0,1155,1.0,918,,1160,5.0,1082,4.0,1578,3.0,234,,1179,,607,5.0,1423,4.0
1,1536,5.0,562,5.0,805,,374,4.0,551,,1144,,362,3.0,1644,4.0,1214,,158,5.0
49,625,1.0,98,,1139,,310,,1558,4.0,1130,4.0,362,3.0,651,5.0,1151,,1711,4.0
81,1232,,1459,,1093,5.0,213,,985,5.0,1546,4.0,1181,5.0,733,5.0,1070,4.0,1726,
81,1747,4.0,1157,5.0,854,,727,,328,,315,5.0,556,1.0,332,5.0,445,,1646,5.0
16,752,3.0,1345,4.0,818,,227,4.0,1108,,548,,1559,1.0,504,,331,5.0,398,5.0
11,354,,564,,132,4.0,967,5.0,1160,,522,5.0,1339,4.0,315,5.0,1117,,63,3.0
81,752,,1618,,485,5.0,1479,,119,5.0,952,3.0,9,,1546,4.0,682,5.0,27,4.0
