item,user-1,rating-1,user-2,rating-2,user-3,rating-3
190,586,,156,4.0,429,4.0
454,99,4.0,1398,3.0,1050,
274,1216,,947,4.0,824,2.0
8,339,5.0,446,,287,5.0
113,240,,501,3.0,1516,3.0
184,1317,4.0,1004,,623,3.0
61,1138,,949,3.0,876,4.0
209,71,,1050,1.0,1454,4.0
558,1025,4.0,489,2.0,587,
101,659,,406,4.0,888,2.0
8,1045,,710,5.0,473,5.0
96,1013,4.0,1370,,1581,4.0
25,1314,,883,3.0,511,3.0
11,688,,298,4.0,1005,4.0
11,1286,,558,3.0,1711,5.0
199,636,3.0,1021,5.0,1311,
76,179,,809,5.0,330,3.0
27,1200,3.0,1013,3.0,1030,
26,1380,4.0,57,,189,3.0
145,424,1.0,392,,1454,3.0
129,290,5.0,1173,,1319,5.0
358,1638,3.0,38,,846,4.0
31,888,4.0,1560,,603,3.0
8,962,4.0,707,4.0,671,
15,273,5.0,1285,,317,4.0
146,1697,,1399,3.0,251,2.0
36,1607,4.0,473,5.0,1199,
49,1059,3.0,405,4.0,891,5.0
92,881,2.0,819,,573,5.0
44,1524,2.0,1338,,1645,3.0
8,467,4.0,358,,822,4.0
208,528,5.0,1237,5.0,504,
145,969,3.0,876,,1181,4.0
44,1154,3.0,69,,1592,3.0
205,1698,4.0,504,4.0,1533,
16,626,3.0,199,,186,4.0
362,851,2.0,764,,636,4.0
40,1462,5.0,298,5.0,1374,3.0
43,594,5.0,132,4.0,1190,
18,1303,,862,4.0,1503,4.0
54,1442,,664,3.0,175,5.0
161,1446,,999,3.0,1436,1.0
282,769,,500,4.0,806,2.0
282,1531,4.0,799,,1295,3.0
24,560,,1586,4.0,277,2.0
33,1427,,1754,4.0,874,4.0
149,418,4.0,69,,681,4.0
43,1228,3.0,221,4.0,1743,
49,499,4.0,986,4.0,143,5.0
128,1529,,1356,4.0,671,5.0
109,646,4.0,294,5.0,623,5.0
355,133,4.0,1703,3.0,1400,
133,1201,4.0,763,,316,2.0
48,497,5.0,1432,,1501,5.0
537,743,4.0,1209,,1423,1.0
188,1300,2.0,343,,188,3.0
25,530,3.0,844,,237,5.0
48,1715,3.0,473,,717,5.0
11,756,5.0,1094,4.0,263,5.0
282,1187,3.0,1317,4.0,517,
200,243,5.0,1219,,122,3.0
92,1442,,655,4.0,591,4.0
86,153,,1578,4.0,1629,5.0
152,549,4.0,426,,1611,4.0
61,349,,1679,4.0,591,4.0
26,1588,4.0,69,3.0,1689,4.0
208,1561,5.0,474,,1196,4.0
83,406,5.0,439,,1593,4.0
377,1665,,1092,3.0,911,2.0
200,177,4.0,211,,9,5.0
247,1704,,1448,3.0,1711,2.0
11,1475,,154,5.0,1485,3.0
51,1635,5.0,1270,4.0,847,
129,1095,5.0,988,2.0,829,
122,403,4.0,1699,,1475,5.0
160,1603,4.0,1276,,974,5.0
210,1077,3.0,1114,,1694,4.0
11,1171,5.0,573,4.0,975,
15,579,3.0,1592,,1356,3.0
343,853,,965,4.0,461,4.0
86,131,3.0,659,4.0,1452,
26,1154,4.0,169,,841,5.0
153,1184,1.0,643,,713,3.0
128,1584,5.0,851,,1356,4.0
208,483,3.0,1462,,505,4.0
346,1025,4.0,311,3.0,124,
107,471,4.0,1677,,1646,5.0
291,946,,1301,2.0,840,2.0
207,1536,4.0,1433,3.0,1661,3.0
51,981,4.0,1594,,891,5.0
96,1559,4.0,1402,3.0,814,
72,1587,,453,4.0,293,4.0
124,997,5.0,1494,,72,4.0
119,1377,5.0,1287,5.0,1736,
377,594,,1030,4.0,1688,5.0
509,1623,5.0,971,5.0,381,
30,707,4.0,1253,4.0,235,4.0
81,82,5.0,426,,1019,2.0
23,540,4.0,556,5.0,1726,5.0
37,1504,5.0,901,,1711,5.0
44,1520,3.0,1701,5.0,1469,
113,72,3.0,600,4.0,922,3.0
246,88,5.0,1289,,731,4.0
141,598,3.0,25,5.0,622,
110,1136,3.0,1344,4.0,1621,
33,1671,4.0,455,4.0,1199,3.0
42,1203,3.0,1432,3.0,125,
96,1392,,542,3.0,462,2.0
107,1505,,1619,5.0,843,5.0
183,835,4.0,181,,1720,4.0
1,912,2.0,1051,2.0,895,
198,1393,,372,2.0,985,4.0
42,1680,4.0,358,,1499,2.0
96,537,2.0,1241,4.0,542,3.0
374,451,4.0,597,4.0,249,
62,48,,1223,4.0,602,4.0
8,594,,339,5.0,205,5.0
170,835,3.0,967,4.0,1114,
44,5,,101,4.0,572,5.0
181,616,4.0,1051,1.0,639,4.0
23,1559,,985,5.0,1453,1.0
274,1,,1460,4.0,1541,4.0
190,1544,3.0,200,3.0,1167,
146,1713,1.0,386,4.0,954,
282,192,,822,3.0,747,4.0
228,1552,,834,4.0,1317,5.0
340,130,,1621,1.0,101,1.0
51,960,,664,3.0,1226,5.0
446,1154,,1182,4.0,351,4.0
105,501,2.0,1334,3.0,759,1.0
423,1317,4.0,183,,1497,3.0
180,496,,1250,3.0,732,4.0
287,141,4.0,461,4.0,959,
23,6,4.0,1688,5.0,495,
59,1303,4.0,1399,3.0,1103,
83,1330,,1480,4.0,13,5.0
200,1268,,1611,4.0,63,5.0
23,178,4.0,450,,607,5.0
547,1699,4.0,132,4.0,853,
413,293,2.0,153,,955,2.0
103,1394,,1635,1.0,71,4.0
16,1734,,102,3.0,478,4.0
11,1649,,1110,5.0,447,5.0
133,645,3.0,101,2.0,1583,
277,883,,147,4.0,1652,4.0
146,1203,4.0,196,,184,3.0
146,263,3.0,1450,3.0,1582,
177,1346,,1591,1.0,75,2.0
31,1377,4.0,486,3.0,1145,
44,312,,1627,3.0,907,4.0
19,1418,4.0,1036,3.0,1358,
23,137,,1372,4.0,621,4.0
51,1404,5.0,1422,3.0,542,
43,1449,,1019,5.0,1340,5.0
377,1524,,681,3.0,573,4.0
129,802,5.0,394,4.0,1741,
38,917,4.0,92,,221,3.0
40,2,,1091,5.0,700,3.0
290,1253,3.0,406,3.0,494,
197,308,5.0,1239,3.0,1150,
238,293,,1020,3.0,636,4.0
51,901,5.0,1033,,1389,4.0
223,758,3.0,951,,1087,4.0
43,1456,,1460,5.0,78,4.0
208,166,5.0,1720,4.0,558,4.0
272,364,4.0,477,2.0,590,
8,322,2.0,1166,,1294,5.0
27,458,,1005,3.0,479,1.0
26,452,4.0,1129,4.0,1325,4.0
15,880,5.0,1724,,1615,4.0
141,860,4.0,109,4.0,989,
62,1173,3.0,584,,943,5.0
42,3,3.0,728,,1004,5.0
347,840,3.0,602,1.0,90,
39,997,3.0,694,,573,5.0
8,786,,1206,4.0,703,5.0
109,49,5.0,520,4.0,957,
190,1233,4.0,915,4.0,280,
33,979,2.0,787,,517,2.0
44,500,5.0,1654,5.0,1656,
26,1440,4.0,844,4.0,1676,
16,820,5.0,492,,732,3.0
183,1060,5.0,566,5.0,638,4.0
129,132,,789,5.0,1687,3.0
352,1136,5.0,1713,4.0,111,
336,578,5.0,557,,1070,3.0
62,496,,1520,5.0,519,5.0
415,1041,,828,5.0,1020,3.0
208,283,3.0,715,,1612,4.0
192,434,,371,5.0,949,3.0
230,17,2.0,1367,,603,3.0
375,1744,,708,3.0,1310,4.0
229,642,,937,5.0,1274,5.0
128,358,,40,5.0,219,1.0
21,550,2.0,967,2.0,903,
16,182,4.0,535,,970,4.0
190,1728,4.0,761,,783,4.0
246,1026,4.0,680,,735,4.0
106,215,4.0,1193,3.0,1099,
40,1318,5.0,1079,5.0,1467,
85,1570,5.0,315,,62,5.0
37,737,5.0,153,,364,3.0
11,452,5.0,168,2.0,334,3.0
149,983,,297,4.0,1631,1.0
54,913,4.0,973,,1342,3.0
16,1440,3.0,1729,,1694,4.0
32,33,5.0,315,,174,5.0
166,49,5.0,1158,4.0,94,
16,1638,2.0,1532,,399,4.0
282,977,,229,4.0,78,2.0
81,359,5.0,1655,,573,4.0
462,180,4.0,1685,,965,3.0
15,1621,,735,4.0,815,5.0
128,1701,5.0,735,,1615,5.0
16,689,,542,3.0,447,5.0
68,1296,4.0,1316,,75,4.0
411,97,1.0,439,,1149,2.0
26,995,,404,5.0,829,4.0
535,613,5.0,906,3.0,1070,
21,212,3.0,645,,1450,4.0
367,1497,2.0,1386,,251,2.0
246,579,,1254,5.0,1399,3.0
219,50,,596,5.0,253,2.0
43,1396,5.0,133,5.0,382,
16,1529,5.0,361,,331,5.0
208,852,3.0,839,5.0,1145,
76,161,,1201,3.0,862,4.0
377,705,4.0,1189,4.0,1324,
23,996,5.0,1429,1.0,1381,
81,658,,86,5.0,843,5.0
292,1442,4.0,87,3.0,1135,
246,1301,4.0,1320,,287,5.0
33,1404,,972,4.0,1660,3.0
1,311,3.0,920,4.0,1613,
141,1205,,502,3.0,1388,3.0
161,17,3.0,1069,,383,2.0
166,1152,,310,3.0,1084,4.0
262,788,4.0,1399,,1017,3.0
0,1170,3.0,870,,249,4.0
26,775,,138,3.0,538,4.0
375,406,5.0,1431,,1307,3.0
68,690,4.0,188,3.0,1404,
85,1206,2.0,664,4.0,555,4.0
88,884,3.0,1142,,1277,2.0
26,1435,3.0,285,4.0,1167,
81,1713,5.0,1331,,1587,5.0
49,1138,4.0,1122,3.0,389,4.0
149,1058,4.0,1107,,277,4.0
174,887,,585,3.0,1194,4.0
229,251,4.0,636,3.0,1308,
270,1235,5.0,1561,4.0,443,
354,259,3.0,1287,,1579,4.0
36,914,2.0,1470,,639,5.0
26,118,4.0,1144,2.0,107,5.0
110,138,4.0,10,,186,2.0
85,483,4.0,246,4.0,188,
49,801,4.0,57,,1389,5.0
218,832,1.0,449,4.0,238,3.0
202,227,3.0,263,4.0,1048,
238,1042,4.0,792,,1561,3.0
26,272,,1394,4.0,415,4.0
124,1651,4.0,807,,254,4.0
62,1702,,472,3.0,106,5.0
134,582,4.0,1708,4.0,686,
23,528,5.0,1571,,1215,5.0
181,1456,,961,2.0,383,3.0
70,1434,4.0,11,3.0,187,
174,1314,2.0,1593,,1484,3.0
23,1382,,985,5.0,1210,3.0
43,33,5.0,1027,5.0,155,
111,803,3.0,1511,,1357,3.0
86,643,,1014,5.0,1402,5.0
209,999,5.0,1450,3.0,1215,
83,624,5.0,489,5.0,249,
15,742,,1612,3.0,766,5.0
277,1634,3.0,1509,,1070,2.0
69,1377,5.0,1237,,1317,5.0
26,1040,4.0,1406,,1422,4.0
86,976,2.0,977,3.0,1740,
390,480,4.0,489,4.0,1372,
11,1568,,736,5.0,1307,4.0
236,1059,,1299,5.0,822,5.0
33,1076,,1310,4.0,1599,5.0
38,364,3.0,876,3.0,381,
11,1635,2.0,103,4.0,681,
180,871,,104,3.0,447,5.0
76,1696,4.0,572,3.0,958,
81,282,,828,3.0,1486,5.0
21,1649,,1713,1.0,251,5.0
51,997,,521,5.0,1242,5.0
415,1433,3.0,1421,5.0,1438,
15,82,4.0,532,4.0,1092,
81,1312,5.0,1304,4.0,536,
107,1010,3.0,153,,123,4.0
0,1522,,243,4.0,1334,4.0
112,1041,3.0,585,2.0,1375,
286,1586,,820,3.0,442,2.0
33,324,4.0,1563,3.0,254,
185,758,5.0,263,4.0,495,
38,836,5.0,795,5.0,988,
86,1504,4.0,1366,,54,2.0
61,722,3.0,103,4.0,600,
228,438,,1351,5.0,1015,3.0
71,1747,4.0,151,5.0,828,
69,1488,,1057,4.0,821,4.0
244,1456,,1537,5.0,397,5.0
579,1216,,468,4.0,726,2.0
11,677,4.0,934,,857,4.0
41,16,2.0,1011,5.0,358,
180,1314,3.0,1362,,1738,4.0
274,1556,5.0,613,4.0,397,4.0
49,1056,2.0,1506,4.0,573,3.0
81,1424,5.0,1472,5.0,1596,5.0
495,288,4.0,905,,1694,4.0
439,722,3.0,932,5.0,1209,
374,483,3.0,556,,1356,2.0
219,1716,,1511,5.0,175,3.0
91,1169,4.0,71,4.0,104,
183,1603,5.0,1571,,159,4.0
283,865,4.0,461,4.0,909,
586,242,4.0,632,2.0,669,
39,1282,,405,3.0,1144,4.0
43,1539,4.0,1637,5.0,825,
246,1184,5.0,1394,4.0,1612,
255,1089,,1195,3.0,287,3.0
248,722,4.0,627,,1278,5.0
190,276,5.0,1031,5.0,1165,
661,1138,,806,3.0,1564,3.0
49,1056,2.0,1496,,1673,4.0
181,848,,1751,4.0,830,1.0
438,547,5.0,374,,937,4.0
209,741,3.0,982,4.0,123,
183,832,,853,4.0,1086,5.0
27,208,3.0,2,,254,3.0
22,672,,1154,4.0,1414,5.0
187,906,4.0,1259,1.0,125,
190,1093,4.0,1399,4.0,621,
105,406,3.0,441,,397,4.0
351,289,,722,3.0,665,3.0
119,700,,78,2.0,63,5.0
120,451,3.0,212,3.0,204,
83,11,3.0,780,5.0,461,
11,1569,,71,4.0,795,4.0
497,36,4.0,1721,1.0,91,
180,993,,1561,3.0,1006,3.0
222,880,5.0,157,5.0,350,
354,331,3.0,428,,140,2.0
43,788,5.0,971,,669,5.0
278,772,3.0,318,,430,3.0
19,696,3.0,1065,3.0,1212,
530,937,3.0,270,,254,5.0
8,389,4.0,155,,92,5.0
76,98,,537,2.0,1070,3.0
93,357,3.0,679,,1577,4.0
62,72,4.0,1433,5.0,1727,
245,1176,,541,4.0,1295,4.0
49,73,,1131,3.0,1343,5.0
26,1074,3.0,905,4.0,1710,
32,390,4.0,1260,3.0,414,
8,865,5.0,901,3.0,1547,2.0
51,468,5.0,453,4.0,1082,
15,1606,,1207,5.0,494,4.0
185,405,3.0,1670,4.0,366,
62,34,5.0,1419,3.0,541,
49,1507,4.0,1176,,666,4.0
92,480,,203,3.0,683,4.0
190,1333,5.0,1564,3.0,1359,
236,1303,5.0,218,3.0,1182,
474,888,,905,4.0,1182,4.0
231,471,,11,4.0,223,4.0
1,1184,4.0,102,4.0,1414,
379,167,5.0,1162,,1086,5.0
128,1073,2.0,1425,5.0,58,
51,1400,5.0,925,4.0,350,4.0
119,245,,254,3.0,1615,3.0
345,1313,,585,3.0,603,3.0
23,258,1.0,388,,188,5.0
23,2,4.0,119,4.0,1581,4.0
54,913,4.0,5,,1494,4.0
166,644,5.0,645,,1559,4.0
81,506,5.0,1194,5.0,1228,5.0
358,88,,876,4.0,846,4.0
44,1573,4.0,1303,5.0,1517,
15,977,5.0,1010,4.0,281,3.0
36,547,,1098,5.0,1261,5.0
321,1680,3.0,58,4.0,1647,
535,792,3.0,954,2.0,699,
276,1092,4.0,315,3.0,588,
86,932,3.0,1335,3.0,26,
375,1250,4.0,777,,619,5.0
219,80,,789,4.0,1721,4.0
85,1460,4.0,998,,521,5.0
106,1329,,1723,4.0,125,4.0
113,176,,87,2.0,967,5.0
23,371,,1669,5.0,108,5.0
495,673,5.0,1075,,686,4.0
44,1136,3.0,145,5.0,1178,
21,576,5.0,1686,4.0,297,
68,992,5.0,203,,1389,4.0
562,1314,1.0,917,3.0,1389,
208,727,5.0,317,,1278,4.0
26,758,3.0,618,2.0,268,4.0
111,865,5.0,405,5.0,859,
177,322,4.0,579,3.0,263,4.0
273,451,2.0,997,,489,4.0
255,1253,4.0,254,3.0,862,
152,1413,,1624,4.0,1647,4.0
274,1569,,1654,2.0,153,2.0
157,40,5.0,346,,573,4.0
247,1288,2.0,1258,,974,4.0
223,202,,492,1.0,1327,2.0
16,194,,52,3.0,109,3.0
144,483,3.0,484,,840,3.0
63,1507,4.0,508,4.0,189,
113,353,4.0,81,4.0,1418,3.0
161,936,4.0,569,,1721,4.0
15,790,5.0,762,5.0,187,
8,1509,,461,5.0,1406,4.0
23,977,5.0,685,5.0,1726,5.0
206,468,5.0,8,2.0,1390,
44,230,3.0,985,5.0,1388,
228,309,5.0,998,5.0,729,
40,1666,5.0,1623,5.0,559,
81,437,5.0,1637,2.0,360,
0,1472,4.0,420,,1065,4.0
238,1668,4.0,212,5.0,511,
41,277,4.0,1241,,479,3.0
72,1406,,415,4.0,319,4.0
358,1569,,1733,3.0,519,5.0
122,569,,202,4.0,351,1.0
390,865,4.0,999,4.0,924,
183,1203,,1555,5.0,1463,4.0
160,1521,,133,3.0,1606,4.0
354,552,,1244,4.0,111,5.0
149,1024,5.0,1083,4.0,59,
226,1699,5.0,72,3.0,1038,
106,18,3.0,1218,4.0,482,
23,339,,676,5.0,647,4.0
208,243,5.0,964,,1318,5.0
42,964,,294,3.0,1199,4.0
8,725,5.0,1353,,1339,4.0
23,1603,,1731,4.0,1292,5.0
270,416,,1559,3.0,281,4.0
92,407,3.0,1070,3.0,1150,
282,0,,1010,4.0,1453,4.0
44,1280,4.0,1525,,136,4.0
50,532,4.0,237,,559,3.0
33,659,3.0,1644,4.0,1693,
15,1056,4.0,1414,5.0,1337,
33,241,,870,4.0,1611,5.0
179,1026,3.0,1756,1.0,1405,
63,1696,,467,4.0,1550,4.0
61,128,2.0,387,4.0,100,
22,713,3.0,284,5.0,863,
93,422,3.0,1581,,623,4.0
358,549,3.0,1591,,827,4.0
61,772,4.0,564,,1559,4.0
173,1092,,1227,4.0,1261,5.0
34,166,4.0,1309,,1455,5.0
234,1066,5.0,891,5.0,1707,
695,737,,839,2.0,988,5.0
129,195,,442,3.0,1583,4.0
51,1314,4.0,1078,4.0,298,
212,165,,1110,2.0,1391,2.0
111,18,3.0,423,3.0,490,
177,1040,,1301,2.0,1449,3.0
321,311,4.0,1307,1.0,751,
662,1505,3.0,228,4.0,233,4.0
313,51,3.0,332,,287,5.0
81,1185,,869,5.0,1210,3.0
326,1635,,281,1.0,1228,1.0
26,308,,537,4.0,460,3.0
222,772,4.0,1113,4.0,346,
172,1638,2.0,380,,717,3.0
375,865,5.0,1338,,202,3.0
49,369,3.0,1329,,515,5.0
48,598,,542,4.0,831,5.0
38,1062,,937,5.0,686,4.0
8,650,5.0,1149,,1615,5.0
106,453,4.0,922,3.0,1421,
119,82,5.0,883,,1647,4.0
208,532,3.0,904,,990,4.0
83,1648,3.0,1522,,539,5.0
107,931,,1655,4.0,1182,4.0
8,848,,277,5.0,63,2.0
769,1204,,583,1.0,632,5.0
16,1121,,357,3.0,796,4.0
108,1584,5.0,247,5.0,967,4.0
247,680,,622,2.0,1711,2.0
16,1360,3.0,1403,3.0,767,3.0
185,1014,4.0,1417,2.0,652,
310,500,5.0,1334,4.0,1191,
210,705,,947,4.0,520,5.0
246,97,3.0,1377,4.0,1423,
73,809,5.0,1054,5.0,15,
44,1175,,585,4.0,1275,4.0
43,1088,,677,5.0,1434,4.0
42,500,5.0,27,,1246,4.0
50,120,4.0,1357,4.0,527,
181,520,1.0,1164,2.0,1484,2.0
120,1155,4.0,103,4.0,1583,
314,411,4.0,1004,4.0,1757,
43,800,4.0,4,5.0,669,5.0
190,1154,4.0,1269,5.0,700,
15,242,,1624,5.0,1694,4.0
218,243,3.0,996,3.0,110,
38,697,5.0,1226,,223,4.0
62,1123,,1286,4.0,895,3.0
76,406,,1254,4.0,1017,3.0
40,1616,3.0,936,4.0,1404,
127,576,5.0,635,,540,4.0
43,353,5.0,1523,4.0,1677,
15,1555,5.0,1173,,874,4.0
38,1123,4.0,473,4.0,349,
40,308,,1276,5.0,1711,5.0
438,444,3.0,1500,5.0,527,
16,160,,1186,4.0,532,3.0
209,1564,4.0,556,,1599,4.0
206,1196,2.0,236,,333,3.0
428,1633,5.0,933,,141,5.0
1,865,3.0,1445,,78,3.0
16,513,4.0,454,5.0,8,2.0
537,1617,,1492,4.0,1030,3.0
19,759,3.0,984,,207,5.0
183,1154,5.0,1204,4.0,72,
43,1170,3.0,1207,,602,3.0
42,657,4.0,357,3.0,1355,
81,1154,4.0,1723,3.0,891,4.0
138,564,,822,4.0,539,3.0
436,1195,4.0,1118,,606,4.0
37,145,5.0,244,4.0,729,
255,1235,4.0,1428,4.0,569,
183,512,4.0,1588,4.0,313,
15,1442,,1270,3.0,892,5.0
40,937,5.0,1501,5.0,1421,4.0
73,1314,4.0,918,4.0,1213,
427,675,,1132,5.0,541,4.0
51,529,2.0,359,5.0,1032,
586,1025,3.0,498,,1689,4.0
26,1475,4.0,1254,5.0,792,4.0
193,194,5.0,132,,1685,5.0
42,869,,696,3.0,585,4.0
183,500,5.0,501,3.0,14,
86,197,2.0,1334,4.0,683,
63,579,,1128,3.0,392,5.0
113,1490,3.0,1621,4.0,335,
375,1584,3.0,1317,5.0,1323,
105,1153,,87,4.0,1117,2.0
228,481,4.0,1418,4.0,156,
16,1159,5.0,1738,2.0,783,
8,504,3.0,1209,5.0,1182,4.0
43,948,,1429,5.0,233,5.0
0,1,3.0,1580,,462,4.0
377,218,4.0,1468,2.0,606,
358,804,3.0,500,3.0,1093,
568,75,5.0,1563,,1565,3.0
246,1059,,1460,5.0,1399,3.0
16,1011,4.0,1561,5.0,697,5.0
10,1415,,285,2.0,1710,4.0
62,1696,5.0,146,4.0,290,4.0
16,1409,3.0,955,,126,5.0
229,214,,1564,4.0,590,5.0
23,1602,4.0,119,4.0,1708,
54,1492,5.0,652,5.0,1742,
16,1313,4.0,306,4.0,435,5.0
637,1368,,1469,3.0,639,4.0
128,1191,,204,4.0,1102,5.0
11,408,4.0,943,3.0,255,
23,1170,5.0,1013,,1622,4.0
50,1552,3.0,903,,1068,4.0
69,1651,3.0,21,,558,4.0
15,1417,4.0,441,,1162,5.0
190,1680,2.0,1188,,1535,5.0
109,289,5.0,614,5.0,681,4.0
190,480,4.0,1013,5.0,744,4.0
71,1200,4.0,281,4.0,1340,
354,998,,311,5.0,457,3.0
208,372,4.0,604,5.0,334,3.0
499,373,,966,4.0,1533,4.0
43,1058,3.0,102,5.0,1597,
44,994,3.0,773,,1591,3.0
73,1329,4.0,151,,444,3.0
44,100,,759,3.0,1054,4.0
209,786,,277,4.0,263,4.0
16,1520,3.0,1518,2.0,559,5.0
183,483,4.0,313,,1194,4.0
284,820,3.0,1556,4.0,1259,2.0
197,997,3.0,1242,,141,2.0
183,451,5.0,218,3.0,1068,
193,1160,4.0,1561,4.0,1295,4.0
274,466,4.0,580,,281,4.0
83,692,4.0,538,5.0,478,
255,153,4.0,77,,623,4.0
15,1044,4.0,453,3.0,1167,
73,309,3.0,693,,415,4.0
43,1153,4.0,246,,1654,5.0
144,1152,4.0,1618,,212,4.0
43,1451,,1307,4.0,1710,5.0
270,742,,937,3.0,1403,4.0
19,1001,3.0,458,,539,4.0
8,1377,4.0,276,5.0,1214,
293,853,2.0,122,,78,3.0
107,34,5.0,1635,1.0,1051,
107,405,3.0,1528,,1563,4.0
119,1059,5.0,1096,5.0,686,
42,853,5.0,1545,,351,3.0
290,1749,,153,3.0,603,3.0
214,1651,4.0,1493,,1497,3.0
280,451,4.0,133,3.0,1119,
63,755,5.0,375,,314,5.0
336,1136,2.0,385,,690,2.0
379,914,,1001,3.0,1534,3.0
161,17,3.0,1419,,1214,4.0
868,1638,3.0,1320,1.0,63,
529,864,,1047,1.0,311,2.0
61,500,2.0,1703,,456,4.0
16,1379,,1107,2.0,93,4.0
149,1024,5.0,1147,,494,4.0
313,1560,,524,3.0,606,3.0
377,784,,221,4.0,783,2.0
246,97,3.0,738,,1242,3.0
454,1329,4.0,483,4.0,1739,
137,339,,920,3.0,1103,4.0
81,610,,517,3.0,959,5.0
129,900,,1462,5.0,1048,5.0
81,726,3.0,1591,,1705,4.0
193,65,3.0,1721,,1711,5.0
135,1445,,86,2.0,778,4.0
143,1266,5.0,1429,,1608,4.0
339,1282,3.0,249,,378,5.0
15,1654,5.0,349,,655,5.0
16,962,4.0,632,4.0,1341,5.0
85,1464,,1642,5.0,1531,4.0
86,1274,2.0,234,,268,4.0
8,1603,5.0,408,5.0,349,
454,1105,,1608,4.0,1503,3.0
145,182,4.0,311,4.0,1676,
42,1488,3.0,741,,1052,4.0
183,1190,,843,4.0,1423,3.0
42,1014,5.0,263,1.0,1514,
274,147,5.0,1013,,74,3.0
202,787,,1478,3.0,599,3.0
42,1250,5.0,1604,,1223,3.0
321,257,,1460,5.0,924,4.0
471,373,5.0,264,,1470,3.0
134,1250,3.0,102,,831,2.0
69,707,,502,3.0,508,5.0
97,640,,467,5.0,1098,3.0
223,696,1.0,414,,1087,4.0
343,452,,281,3.0,1629,5.0
197,1144,4.0,1210,3.0,157,
146,52,3.0,229,5.0,950,
222,1256,4.0,1273,3.0,974,4.0
110,1269,4.0,1112,,186,2.0
456,1219,,54,3.0,1599,5.0
143,964,,970,4.0,906,4.0
81,321,3.0,1065,5.0,1326,
63,1233,,1144,3.0,623,4.0
698,1552,3.0,1058,4.0,1065,
245,168,3.0,906,4.0,271,
49,243,,1032,5.0,1182,3.0
234,0,,1515,3.0,188,4.0
23,308,5.0,1447,,1498,4.0
190,1202,,853,4.0,311,4.0
26,1237,,1479,4.0,137,5.0
15,1605,,550,3.0,247,5.0
23,1522,,1463,4.0,1630,3.0
358,1429,,874,4.0,717,3.0
202,1682,4.0,979,,175,5.0
198,294,4.0,157,4.0,1647,
202,136,4.0,573,5.0,1550,
418,1248,4.0,1025,1.0,121,
149,90,5.0,29,,494,4.0
23,1625,3.0,1294,5.0,670,5.0
379,995,4.0,822,5.0,824,
8,820,5.0,217,5.0,1005,
337,74,,892,4.0,351,1.0
152,624,4.0,540,5.0,879,
0,235,4.0,828,2.0,1549,
532,187,1.0,1483,,1615,4.0
23,182,,1018,4.0,559,5.0
238,1494,,1034,4.0,316,3.0
134,1616,,1131,4.0,943,5.0
19,274,,820,4.0,1647,4.0
51,1720,2.0,1324,5.0,189,
11,693,,1258,4.0,845,5.0
1,888,4.0,713,3.0,1465,
246,737,5.0,1079,,1577,3.0
208,61,4.0,1694,5.0,542,
197,994,,294,3.0,520,4.0
296,147,,269,3.0,1006,5.0
232,1093,4.0,539,5.0,172,5.0
354,417,4.0,86,,1594,5.0
197,1377,3.0,133,4.0,1719,
533,736,,1158,5.0,1131,4.0
152,1552,4.0,697,5.0,638,
15,1287,,407,5.0,1102,4.0
113,433,3.0,338,,1619,4.0
310,133,5.0,632,3.0,204,
49,394,,1356,4.0,1582,4.0
8,1492,5.0,1318,4.0,31,5.0
354,864,3.0,772,5.0,139,
19,789,3.0,538,,1725,4.0
15,1113,4.0,923,,1259,5.0
439,230,,922,3.0,1210,3.0
16,1602,,1654,5.0,1199,4.0
16,353,2.0,1441,,734,3.0
213,401,,1698,4.0,286,3.0
1,448,4.0,218,2.0,109,5.0
15,647,,1036,5.0,1581,4.0
85,340,4.0,343,,1433,3.0
35,1585,4.0,103,4.0,570,
503,1156,4.0,1703,,1659,4.0
357,1426,4.0,1748,4.0,895,
15,1299,5.0,1479,3.0,1399,3.0
26,65,,1667,4.0,470,3.0
446,65,,330,3.0,1098,5.0
88,82,,1547,4.0,459,2.0
151,1574,,1611,1.0,219,2.0
172,1559,4.0,811,,1661,2.0
81,17,5.0,184,,1499,4.0
166,1559,4.0,473,4.0,635,
202,645,,405,5.0,215,5.0
225,384,,824,5.0,1500,5.0
492,435,,985,5.0,655,4.0
105,297,,572,3.0,734,2.0
113,433,3.0,1365,,1181,4.0
38,1600,5.0,442,,218,2.0
297,1713,5.0,115,,1207,4.0
68,881,4.0,261,4.0,942,
172,467,,1270,1.0,1095,5.0
33,500,5.0,870,4.0,1099,
112,1539,3.0,294,3.0,1226,
119,243,4.0,1686,4.0,665,
23,722,5.0,1084,4.0,1245,
234,917,,568,4.0,1660,5.0
107,1250,3.0,932,4.0,1733,
0,277,3.0,213,5.0,893,
273,16,4.0,1480,,459,1.0
16,498,3.0,733,3.0,143,4.0
11,1637,4.0,1430,,78,3.0
208,82,5.0,550,4.0,252,
122,822,4.0,1095,,505,5.0
54,1601,4.0,740,3.0,779,5.0
363,64,1.0,1078,,1564,1.0
76,627,,117,5.0,395,5.0
206,101,1.0,1192,1.0,152,
81,1016,5.0,328,,970,5.0
180,1305,,713,3.0,126,3.0
44,512,,1686,5.0,121,4.0
16,1426,3.0,1236,,203,3.0
16,519,3.0,603,4.0,255,
113,1664,4.0,1618,,540,5.0
185,977,4.0,227,5.0,415,
