item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8
62,1312,,545,,1635,4.0,1733,4.0,1160,3.0,573,5.0,415,4.0,975,
25,769,,1186,4.0,52,3.0,519,,1753,4.0,827,,605,2.0,1375,3.0
11,179,4.0,390,,1366,4.0,1735,1.0,1051,4.0,1597,,350,,78,3.0
51,592,,257,,65,5.0,1169,5.0,759,,971,5.0,444,5.0,878,5.0
274,722,3.0,1651,4.0,820,3.0,372,,1638,4.0,1352,,906,,1021,4.0
193,243,5.0,294,4.0,710,3.0,135,,121,4.0,1244,,238,4.0,959,
15,176,3.0,432,4.0,546,,69,,1558,5.0,664,,348,4.0,1023,3.0
44,21,,102,5.0,999,5.0,263,3.0,9,4.0,1243,3.0,95,,1439,
16,1313,4.0,1105,,1732,3.0,1396,3.0,1719,3.0,139,3.0,1150,,399,4.0
15,929,,659,5.0,595,,1684,4.0,263,5.0,954,4.0,459,5.0,188,5.0
33,576,3.0,1204,,773,2.0,1016,5.0,1659,,1180,4.0,1295,3.0,1743,5.0
129,1622,5.0,1511,4.0,727,,983,,1066,4.0,1439,5.0,95,,1615,5.0
193,1696,4.0,276,5.0,1094,4.0,1159,2.0,1642,5.0,1501,,1549,2.0,734,5.0
54,657,4.0,629,,1254,4.0,870,4.0,376,,924,5.0,1325,,926,4.0
49,467,4.0,421,,8,,617,4.0,1642,5.0,492,5.0,1022,,1391,5.0
16,416,,641,4.0,579,3.0,213,5.0,885,3.0,70,3.0,294,3.0,377,
129,208,,849,3.0,615,5.0,1415,5.0,1480,4.0,1195,5.0,1292,,159,5.0
11,434,5.0,772,4.0,343,,1001,3.0,298,4.0,330,4.0,1149,,303,4.0
180,1587,,900,,102,4.0,247,4.0,523,,988,5.0,1100,4.0,1102,4.0
81,336,,912,3.0,341,,1367,5.0,409,,109,4.0,926,5.0,814,4.0
149,867,4.0,1428,5.0,372,5.0,6,4.0,440,,842,3.0,269,5.0,398,
49,35,,1317,5.0,1606,5.0,583,3.0,920,,204,,237,3.0,1149,4.0
44,224,4.0,1649,5.0,1745,,1554,4.0,1334,,470,3.0,632,4.0,730,2.0
149,337,4.0,914,3.0,916,,1595,,1181,4.0,1631,1.0,31,,159,4.0
127,322,,1155,3.0,1669,,1413,,117,5.0,1269,5.0,1225,4.0,572,4.0
208,464,4.0,832,5.0,1618,,724,,357,4.0,454,,217,3.0,1098,4.0
81,1680,5.0,403,,947,5.0,1460,4.0,329,5.0,491,5.0,1164,5.0,1757,4.0
40,1105,3.0,625,5.0,1186,,1491,4.0,564,,507,5.0,1276,5.0,1629,5.0
26,1521,,1362,,805,,502,3.0,23,4.0,1240,3.0,233,1.0,62,4.0
42,1317,4.0,374,3.0,1558,,1654,5.0,568,,1418,4.0,911,4.0,383,
85,160,,529,,1107,4.0,1283,4.0,1735,5.0,346,,1531,4.0,1470,4.0
23,274,,516,4.0,1093,5.0,486,5.0,1190,,680,4.0,1499,5.0,1502,
208,960,,1460,3.0,1620,,1316,,662,5.0,1146,4.0,122,4.0,90,5.0
183,1056,,18,4.0,1142,5.0,1111,,1706,4.0,1134,,958,4.0,1086,5.0
16,337,2.0,978,,1284,,1556,5.0,245,4.0,1032,3.0,491,5.0,301,
129,1137,4.0,372,,1207,5.0,1627,5.0,1660,,877,3.0,702,4.0,398,
49,1232,3.0,1553,,2,3.0,1475,5.0,67,,262,5.0,1542,4.0,984,
26,1088,,226,4.0,1170,4.0,1653,5.0,1642,5.0,1403,,1389,5.0,1103,4.0
44,1088,,1395,4.0,215,4.0,1400,,1433,4.0,907,4.0,814,,1327,5.0
11,1010,4.0,1714,3.0,19,5.0,1396,4.0,664,4.0,601,,794,,957,
83,770,,1058,5.0,1542,,1400,4.0,665,,1049,4.0,1593,4.0,1642,4.0
377,418,,227,3.0,324,,325,,1111,3.0,1128,5.0,489,4.0,1295,3.0
81,337,,690,4.0,131,,467,3.0,438,4.0,1175,2.0,1241,5.0,1598,4.0
193,304,,1313,,997,4.0,1191,,311,5.0,169,5.0,505,5.0,845,5.0
15,740,5.0,709,5.0,135,,1511,4.0,792,5.0,505,5.0,1531,5.0,1147,5.0
11,961,5.0,1249,4.0,1666,,665,,1017,5.0,1260,3.0,1023,5.0,1503,4.0
11,801,4.0,754,,1395,,308,5.0,184,,72,4.0,811,4.0,1293,4.0
44,594,5.0,1395,4.0,133,4.0,566,,375,4.0,311,4.0,78,3.0,1630,
208,1328,,1217,5.0,610,3.0,50,,722,4.0,1541,4.0,1494,,1318,5.0
23,1506,4.0,324,5.0,869,5.0,55,,1079,,952,3.0,1274,,575,5.0
336,753,,674,,34,2.0,404,4.0,1174,5.0,955,,763,2.0,1070,3.0
15,849,5.0,657,4.0,322,5.0,1682,4.0,1250,5.0,1687,,1132,,110,
81,1395,5.0,1603,5.0,307,,1621,5.0,597,5.0,839,4.0,1388,3.0,1727,
208,1380,,1414,3.0,1078,4.0,1463,4.0,183,,1162,5.0,251,5.0,1023,5.0
15,610,,710,,87,5.0,1575,5.0,1096,,217,5.0,556,4.0,686,5.0
44,707,5.0,484,5.0,502,4.0,310,4.0,471,5.0,408,,395,,351,5.0
51,1587,5.0,901,5.0,1400,5.0,921,4.0,1289,,442,,699,,124,3.0
49,241,,1316,5.0,53,,1253,4.0,1542,4.0,137,,826,4.0,603,5.0
127,480,4.0,1344,3.0,1201,,1415,5.0,1576,5.0,843,5.0,1022,,63,
26,1314,4.0,67,5.0,326,,1447,5.0,1559,5.0,279,,1608,5.0,921,4.0
44,721,,577,,515,3.0,868,3.0,840,4.0,1064,4.0,1657,5.0,975,
16,737,,163,5.0,5,,278,3.0,1592,3.0,25,5.0,905,4.0,170,5.0
61,707,,501,2.0,390,4.0,343,4.0,1162,1.0,1067,3.0,1004,,351,1.0
15,752,5.0,161,,866,,1431,,168,5.0,1020,5.0,1598,4.0,1375,4.0
48,705,4.0,1203,,675,4.0,1383,5.0,1097,5.0,1068,5.0,1438,,79,
81,851,5.0,341,,1381,5.0,1253,5.0,199,5.0,362,,1614,5.0,1711,3.0
222,192,4.0,1377,,380,,1468,5.0,1565,3.0,1358,4.0,926,4.0,1343,
54,1168,4.0,225,,197,3.0,1240,5.0,460,4.0,797,4.0,47,,255,
44,1082,4.0,1195,3.0,555,,460,,781,4.0,1518,3.0,1470,4.0,431,
49,179,,1379,,293,5.0,151,5.0,888,4.0,1288,,921,3.0,524,4.0
15,226,5.0,1682,4.0,418,5.0,1346,,232,,72,4.0,1337,,1291,4.0
1,161,4.0,466,3.0,979,3.0,643,4.0,1523,,1241,4.0,1550,,1662,3.0
23,66,,1172,4.0,1061,,1128,5.0,874,5.0,108,5.0,397,5.0,975,4.0
129,418,5.0,1394,3.0,1650,,986,5.0,59,,107,5.0,173,,1278,5.0
43,1330,,51,4.0,888,5.0,603,4.0,1003,,332,4.0,654,,639,5.0
11,722,3.0,1443,4.0,1685,4.0,85,,806,4.0,615,,216,5.0,1564,4.0
81,561,,549,2.0,567,4.0,1031,5.0,971,4.0,316,4.0,1550,4.0,1278,5.0
16,144,5.0,1682,4.0,1667,,661,,1286,,251,3.0,494,4.0,575,4.0
11,592,3.0,1494,,1400,4.0,1707,4.0,77,,125,,238,3.0,1583,4.0
15,1314,3.0,660,4.0,1045,,438,4.0,678,,935,5.0,1576,4.0,1658,4.0
49,1744,,816,4.0,1473,5.0,194,,183,5.0,648,5.0,905,4.0,31,4.0
69,48,,18,,1058,5.0,548,,167,3.0,1016,5.0,539,5.0,943,5.0
23,1330,,1619,2.0,1463,4.0,393,5.0,746,4.0,1388,5.0,236,4.0,1055,
1,880,,1296,,1360,5.0,1493,,166,5.0,729,1.0,1658,3.0,1182,4.0
16,609,3.0,546,5.0,1701,3.0,1670,4.0,1431,,1000,,761,,557,4.0
44,1296,4.0,849,4.0,1090,4.0,1651,,1350,5.0,456,3.0,296,,1358,3.0
358,33,4.0,1139,,675,,1494,5.0,905,3.0,1084,3.0,751,,1503,3.0
61,1665,,996,4.0,1109,5.0,741,,1351,5.0,1160,5.0,955,5.0,190,
44,1296,4.0,273,3.0,881,5.0,67,,1667,4.0,119,,1415,2.0,335,
16,1201,4.0,817,3.0,1060,5.0,1541,3.0,1159,5.0,1656,,1259,5.0,1211,
274,720,5.0,833,,1443,,1667,3.0,1609,5.0,697,4.0,1050,5.0,587,
190,625,,1122,3.0,197,3.0,326,2.0,1480,3.0,1596,,445,,877,4.0
44,224,4.0,96,,836,2.0,1621,3.0,87,,1223,4.0,796,5.0,620,
11,434,5.0,898,,276,4.0,1561,5.0,877,4.0,1229,,174,4.0,1726,
106,1459,,1621,3.0,374,4.0,249,3.0,570,,1451,5.0,1261,5.0,1567,
43,288,,1025,4.0,147,4.0,1670,4.0,248,,331,4.0,637,,1375,4.0
109,577,,242,4.0,1395,5.0,1189,4.0,1301,,554,4.0,154,2.0,1707,
26,33,5.0,724,5.0,468,5.0,55,4.0,519,4.0,58,,910,,1294,5.0
85,19,,1429,5.0,1237,,793,4.0,1180,3.0,1453,5.0,414,,1503,4.0
16,818,,1347,,835,,182,4.0,1654,5.0,298,4.0,172,5.0,767,3.0
23,624,5.0,593,,1297,,1606,5.0,1257,,122,5.0,268,5.0,1503,3.0
16,144,5.0,1202,,1187,5.0,643,5.0,484,,742,4.0,1583,,383,4.0
62,864,5.0,32,,1057,4.0,1699,,836,,1641,4.0,876,4.0,13,4.0
1,1184,4.0,818,3.0,435,4.0,519,4.0,746,,299,,588,2.0,1134,
49,1025,2.0,306,,1666,,645,3.0,1402,4.0,395,,1611,3.0,670,5.0
61,371,,547,5.0,228,,1638,4.0,1014,,823,5.0,986,1.0,415,5.0
208,1013,4.0,917,3.0,1686,4.0,1160,,1480,1.0,1561,5.0,1551,,911,
81,740,,228,4.0,454,5.0,1464,5.0,1580,5.0,477,,1487,,47,5.0
16,308,5.0,725,5.0,151,,1146,4.0,778,,924,5.0,1278,,703,5.0
92,1361,,227,2.0,1300,3.0,6,4.0,890,4.0,1387,,1103,,1071,4.0
23,1696,5.0,961,5.0,772,5.0,1734,3.0,1242,5.0,539,5.0,29,4.0,782,
16,803,3.0,1492,4.0,1252,,869,,150,4.0,1048,5.0,1307,3.0,971,
225,1698,5.0,402,,644,5.0,455,5.0,1064,,1034,,411,5.0,1501,4.0
16,406,5.0,374,2.0,504,,312,,1482,,652,3.0,542,3.0,575,4.0
16,304,4.0,134,5.0,8,2.0,1241,5.0,1610,,203,3.0,1628,,1677,3.0
15,384,,1490,5.0,375,,55,4.0,552,4.0,1434,5.0,892,5.0,796,4.0
8,144,4.0,788,4.0,436,2.0,213,,519,,314,5.0,1115,,639,2.0
23,834,3.0,1651,5.0,1443,,71,5.0,1642,4.0,1468,2.0,29,4.0,238,
26,864,4.0,293,4.0,566,,1160,5.0,444,5.0,686,4.0,846,5.0,1278,
1,520,4.0,1208,4.0,1609,5.0,667,,156,,684,,1020,3.0,910,5.0
15,833,,706,,1607,3.0,409,5.0,170,5.0,1067,,13,3.0,1662,5.0
15,368,5.0,33,,1028,3.0,1093,5.0,1717,4.0,102,,1670,5.0,809,
16,1248,5.0,1473,4.0,1715,,228,3.0,1175,2.0,311,4.0,123,,1358,4.0
222,37,,103,5.0,1480,5.0,297,,458,5.0,298,3.0,572,3.0,735,5.0
1,994,5.0,162,,418,4.0,900,2.0,952,,921,,188,3.0,942,3.0
44,848,3.0,433,,1562,,1466,3.0,1756,5.0,61,4.0,478,,255,4.0
16,257,5.0,1025,4.0,1141,,949,3.0,1079,,344,4.0,494,4.0,431,4.0
49,1696,4.0,962,,627,,726,4.0,1047,4.0,1561,5.0,1660,,1711,4.0
40,1616,3.0,50,5.0,834,3.0,1379,4.0,1236,,599,4.0,296,5.0,1594,
43,1617,,722,4.0,851,5.0,820,5.0,1575,5.0,969,5.0,431,,639,5.0
81,913,,1521,4.0,20,5.0,1525,,1495,5.0,552,,188,5.0,319,4.0
81,674,5.0,1028,5.0,1447,,1129,,585,4.0,1019,2.0,332,5.0,1517,
208,865,5.0,899,,1125,5.0,583,5.0,888,5.0,1212,,1629,,334,3.0
213,496,,167,4.0,792,,1096,5.0,1642,3.0,123,4.0,701,4.0,1597,
61,608,,851,4.0,1395,4.0,793,4.0,475,,188,5.0,380,,254,4.0
16,178,,1411,4.0,1539,,1107,2.0,52,3.0,1193,4.0,269,5.0,767,3.0
169,561,,274,,1090,2.0,627,3.0,451,3.0,390,3.0,585,5.0,460,
208,32,4.0,1747,5.0,52,5.0,1109,,1383,,1033,,796,4.0,1021,4.0
44,193,3.0,132,4.0,212,4.0,725,,1671,,695,,334,3.0,1743,3.0
129,960,,1634,,581,5.0,902,,726,5.0,1511,4.0,91,5.0,461,4.0
81,1712,4.0,1415,,1495,5.0,456,3.0,1256,4.0,314,5.0,1406,4.0,1134,
8,1077,5.0,1653,5.0,101,,870,5.0,1690,,1389,,606,4.0,783,3.0
68,1522,,483,4.0,965,5.0,1064,5.0,121,,154,5.0,749,,1502,5.0
129,80,,1651,5.0,1158,3.0,136,5.0,1419,5.0,1549,2.0,1261,,975,5.0
62,1696,5.0,774,,1081,2.0,1033,4.0,410,3.0,635,5.0,1692,5.0,61,
49,483,4.0,883,5.0,1543,,1704,4.0,573,3.0,1021,,910,3.0,223,
69,1410,1.0,468,5.0,1721,,538,,221,4.0,717,5.0,333,,1757,3.0
8,1158,4.0,646,,1223,4.0,1032,4.0,409,,1356,3.0,876,5.0,1231,
54,1703,5.0,1193,,297,,604,4.0,1068,3.0,254,2.0,703,,447,5.0
222,1712,4.0,1603,4.0,1331,,1107,5.0,404,3.0,1061,4.0,1625,,873,
43,609,,227,5.0,1176,4.0,648,5.0,1689,4.0,905,5.0,238,,958,
23,736,5.0,737,5.0,1346,,1317,5.0,71,5.0,967,5.0,1018,4.0,895,5.0
208,817,4.0,1365,,1542,,103,3.0,568,4.0,1449,,1561,5.0,797,5.0
38,289,5.0,997,5.0,1465,2.0,1034,5.0,1227,,1261,,351,4.0,1007,
63,689,2.0,435,,357,4.0,7,,330,4.0,106,3.0,702,,894,3.0
145,1297,3.0,469,,38,,1191,,1306,3.0,235,3.0,1084,3.0,1021,4.0
11,480,5.0,273,,965,5.0,1674,,330,4.0,332,3.0,1084,4.0,1086,5.0
15,385,5.0,774,3.0,726,3.0,886,5.0,60,,780,5.0,894,5.0,1071,
16,643,5.0,835,,678,4.0,1654,5.0,1000,,1210,3.0,507,4.0,1247,
16,1237,5.0,934,,1398,4.0,662,4.0,310,,1479,3.0,397,5.0,1423,4.0
23,160,4.0,914,,1075,5.0,858,,634,4.0,1131,,1164,4.0,847,4.0
16,16,5.0,178,,901,4.0,165,1.0,359,,616,4.0,191,3.0,799,4.0
43,1680,5.0,1524,4.0,453,5.0,1477,,391,4.0,1064,4.0,90,5.0,716,
81,1380,4.0,679,3.0,375,,1482,4.0,1082,,475,5.0,828,3.0,1644,4.0
26,1250,3.0,275,5.0,20,5.0,1238,,1449,,1321,5.0,942,4.0,1503,4.0
9,115,,52,4.0,726,3.0,1577,4.0,378,,1162,3.0,795,4.0,1486,
54,624,,498,,802,5.0,1638,3.0,327,,631,5.0,969,5.0,1086,4.0
23,209,4.0,819,,1208,4.0,73,,1625,3.0,314,4.0,637,,1295,4.0
44,20,4.0,1540,,70,,1030,4.0,329,4.0,315,5.0,1579,,588,4.0
49,1584,5.0,1393,5.0,821,5.0,1398,5.0,71,,1129,5.0,1113,,410,
81,321,3.0,1314,4.0,1507,,1445,,344,4.0,1562,1.0,682,5.0,1261,
23,96,,258,1.0,1240,5.0,251,4.0,891,5.0,1630,3.0,462,,31,5.0
44,547,4.0,20,4.0,820,3.0,1621,3.0,310,4.0,214,,1275,4.0,412,
377,1312,,337,,1249,4.0,901,4.0,758,4.0,167,3.0,248,4.0,635,
81,436,4.0,1000,,889,,605,4.0,1646,5.0,1566,5.0,511,,415,4.0
8,1313,4.0,811,5.0,1291,4.0,300,,1468,,1756,4.0,1710,,1503,3.0
26,1440,4.0,66,,115,5.0,147,,296,5.0,1740,2.0,1375,,143,4.0
8,1152,,1553,,3,5.0,491,4.0,459,5.0,1517,,445,4.0,94,4.0
15,432,4.0,416,,565,5.0,1369,3.0,970,5.0,956,,221,5.0,782,
8,528,5.0,1025,5.0,1204,,1188,5.0,1574,5.0,759,4.0,1191,,332,4.0
198,449,,263,3.0,888,5.0,652,,157,4.0,1566,5.0,622,1.0,879,
8,241,,1154,4.0,1475,,407,5.0,475,4.0,171,,1709,3.0,1679,5.0
15,1330,,1588,3.0,100,4.0,25,5.0,506,5.0,1658,4.0,1259,5.0,653,
16,1552,4.0,1185,,1444,4.0,1541,3.0,54,4.0,1048,5.0,665,,798,2.0
15,882,,851,5.0,1492,5.0,198,,1113,4.0,1081,3.0,1259,5.0,1597,
208,64,4.0,1171,4.0,1530,,1051,3.0,1308,,428,4.0,221,4.0,191,5.0
183,1168,5.0,945,,659,,1315,4.0,468,5.0,261,,316,4.0,1470,4.0
49,480,5.0,483,4.0,995,4.0,116,4.0,821,5.0,213,,1046,4.0,428,
81,1088,4.0,65,5.0,3,,164,,869,5.0,1733,3.0,1160,5.0,1051,
193,1664,5.0,1248,5.0,1122,3.0,949,4.0,485,,1017,5.0,697,3.0,89,
62,483,5.0,117,4.0,1157,,312,,1049,,874,2.0,219,5.0,591,4.0
11,209,,1745,3.0,1634,4.0,1620,,1428,4.0,585,2.0,1067,,1167,5.0
8,1233,,580,4.0,708,,1094,3.0,169,5.0,1163,,317,4.0,607,5.0
16,1168,4.0,337,2.0,804,4.0,519,3.0,808,,602,2.0,203,3.0,1500,
49,848,,1105,1.0,833,,1046,4.0,1513,4.0,1209,5.0,1625,,799,3.0
8,400,,112,4.0,562,,1686,4.0,1366,3.0,856,,1292,4.0,876,5.0
0,563,5.0,1413,,54,4.0,1479,1.0,1655,5.0,1258,,1579,1.0,1212,
16,784,,1729,,228,3.0,468,5.0,344,4.0,779,,652,3.0,1564,3.0
11,448,4.0,289,,1443,4.0,259,4.0,1195,5.0,909,5.0,1615,5.0,1055,
222,643,,1667,4.0,1670,3.0,713,3.0,1642,4.0,508,3.0,1309,,702,3.0
86,1408,4.0,1172,3.0,1093,4.0,1640,5.0,985,4.0,1259,,812,,846,
83,51,,1220,,1158,3.0,1448,5.0,1593,4.0,620,2.0,1230,,47,4.0
0,401,,851,,72,2.0,1341,5.0,1277,2.0,1182,4.0,1518,,943,3.0
26,1280,3.0,307,,1144,2.0,840,,1289,,364,5.0,1518,4.0,174,5.0
44,1123,4.0,1477,,1624,,297,4.0,939,4.0,1693,,910,5.0,879,4.0
81,1329,5.0,1538,3.0,38,,310,,265,4.0,1531,4.0,123,,1356,5.0
44,848,3.0,389,,550,4.0,775,,1272,,1112,5.0,138,5.0,415,4.0
81,1280,,1601,3.0,1713,5.0,1458,5.0,1379,,1577,5.0,1658,5.0,1755,
23,1456,,1304,5.0,25,,75,,1355,5.0,1499,5.0,1052,5.0,1212,5.0
73,64,2.0,836,4.0,455,2.0,1576,,26,,1227,,1196,3.0,1037,5.0
16,963,4.0,643,5.0,998,,264,,1433,3.0,139,3.0,397,5.0,1678,3.0
153,530,3.0,341,,149,3.0,537,3.0,889,4.0,1164,,910,,1279,1.0
193,355,,740,4.0,68,,1479,3.0,983,3.0,984,,281,4.0,607,3.0
183,1504,5.0,256,5.0,147,,677,4.0,1591,3.0,1160,,1417,5.0,1693,
15,610,,6,4.0,1687,,1450,4.0,826,5.0,90,,1500,5.0,1501,5.0
44,337,4.0,1714,,789,4.0,1109,,1049,4.0,1305,,811,5.0,397,4.0
26,1296,4.0,756,,1111,4.0,619,4.0,861,,1485,,1711,5.0,671,5.0
23,978,5.0,340,4.0,1317,5.0,901,5.0,407,,730,2.0,733,5.0,1454,5.0
208,626,3.0,1480,1.0,1193,,1049,,890,4.0,283,3.0,1372,,1023,5.0
16,498,3.0,1682,4.0,578,,1396,3.0,1476,,1208,,858,4.0,219,4.0
183,193,,787,4.0,1475,4.0,1748,5.0,1189,4.0,120,,1580,2.0,1710,
49,1504,4.0,1046,4.0,918,3.0,615,5.0,1113,,1001,3.0,282,,669,
16,256,4.0,1748,4.0,677,4.0,1174,4.0,313,3.0,218,2.0,1115,,1567,
255,561,2.0,1303,4.0,680,,856,4.0,553,,1018,,1421,4.0,623,4.0
23,1008,,977,5.0,177,4.0,214,4.0,1063,,556,5.0,124,,1310,5.0
129,1168,5.0,994,,163,,1188,5.0,1144,3.0,1577,5.0,412,5.0,1037,
26,928,5.0,247,,1399,4.0,921,4.0,953,5.0,538,4.0,667,,733,2.0
0,1745,4.0,449,,1475,4.0,212,5.0,1047,3.0,984,,889,,364,3.0
44,996,4.0,55,,471,5.0,778,,1485,3.0,1391,4.0,1327,5.0,927,4.0
11,1458,,579,3.0,200,3.0,777,,890,4.0,1292,5.0,1213,4.0,381,
23,1651,5.0,963,4.0,1720,3.0,25,,506,4.0,1290,,666,,235,4.0
129,1425,5.0,1337,5.0,1289,,122,5.0,762,4.0,1546,,971,5.0,380,
43,1616,4.0,1408,5.0,288,,1154,,1091,5.0,949,5.0,152,,1227,4.0
43,496,,225,5.0,483,3.0,35,,1140,,140,4.0,1358,5.0,1327,4.0
15,1169,,3,5.0,325,5.0,1670,5.0,235,5.0,667,,284,5.0,1583,
33,258,4.0,82,4.0,1204,,501,,6,3.0,441,,1194,4.0,415,4.0
23,789,,1017,4.0,985,5.0,1449,5.0,475,5.0,1212,5.0,590,,1087,5.0
15,1552,5.0,1201,,977,5.0,866,,1748,,1531,5.0,988,5.0,925,4.0
122,1525,5.0,293,3.0,438,5.0,1079,,423,5.0,890,,1037,,542,1.0
8,80,5.0,947,5.0,563,5.0,1431,,1095,,1144,4.0,460,5.0,959,5.0
149,1122,3.0,869,,1451,,957,4.0,445,,1006,4.0,271,3.0,143,5.0
23,64,5.0,593,,1475,4.0,179,,824,4.0,27,,334,3.0,1182,5.0
26,1074,3.0,1538,,995,,1591,1.0,1608,5.0,1177,5.0,251,2.0,349,
15,336,,609,,513,4.0,1400,5.0,313,5.0,1197,3.0,1517,,958,5.0
23,624,5.0,1042,4.0,422,,615,5.0,186,5.0,285,5.0,1326,3.0,31,5.0
15,1698,,38,5.0,840,5.0,426,,394,4.0,1692,4.0,1581,4.0,1327,4.0
193,1203,,1270,4.0,967,4.0,1352,,890,4.0,492,,1181,5.0,1661,3.0
49,785,,2,3.0,322,4.0,906,4.0,1115,,1595,,333,5.0,494,4.0
16,51,3.0,1589,,517,4.0,182,4.0,1481,,202,5.0,1020,4.0,524,
183,865,5.0,677,4.0,792,5.0,137,,1546,,1053,,126,3.0,830,5.0
26,513,3.0,1315,,20,5.0,1733,5.0,1194,4.0,1323,,639,5.0,1647,4.0
43,1587,5.0,1731,5.0,484,5.0,1237,,24,,171,3.0,107,5.0,748,4.0
81,1056,5.0,704,,448,5.0,1490,5.0,969,,1210,3.0,1279,5.0,431,
44,1713,4.0,1621,3.0,1605,,1367,,1675,,444,3.0,47,5.0,143,3.0
10,1284,,1689,3.0,1529,,1433,3.0,411,4.0,828,3.0,972,4.0,239,
208,1105,,212,5.0,1637,4.0,71,,1353,4.0,618,4.0,266,,572,5.0
23,1600,4.0,1104,,867,,1639,,903,3.0,1435,4.0,1228,4.0,206,5.0
16,882,4.0,884,,263,4.0,519,3.0,474,,940,,606,5.0,927,3.0
113,451,1.0,1380,,405,3.0,645,4.0,697,4.0,537,5.0,907,,190,
208,1600,2.0,480,5.0,1589,,805,,1049,,1580,4.0,429,4.0,1294,5.0
222,115,4.0,451,4.0,1430,,568,,1352,1.0,906,4.0,1615,,1599,3.0
81,977,4.0,402,5.0,1619,,323,5.0,1189,5.0,536,,639,5.0,1055,
8,1698,5.0,1508,,596,4.0,356,2.0,280,5.0,1676,3.0,1374,,1422,
16,1696,4.0,32,5.0,257,5.0,1618,,1140,3.0,1160,,250,,461,4.0
149,1040,,897,4.0,1092,,1030,4.0,1031,4.0,135,,1258,4.0,1052,4.0
61,481,,1619,3.0,1623,,27,5.0,1612,,1564,5.0,941,4.0,1006,4.0
61,755,3.0,212,3.0,118,,1544,,777,,1725,3.0,1582,5.0,1567,5.0
0,944,,642,3.0,20,3.0,740,4.0,213,5.0,677,4.0,1562,,1199,4.0
43,1217,,865,,322,5.0,1623,4.0,1031,4.0,487,,1658,5.0,415,4.0
23,145,4.0,97,5.0,647,4.0,1415,,1560,,475,5.0,507,5.0,30,
43,848,4.0,658,5.0,738,5.0,100,,1126,,312,,1002,3.0,302,4.0
42,1425,4.0,1172,3.0,313,,10,,1307,2.0,1069,,1534,3.0,639,4.0
127,979,4.0,677,,1638,4.0,7,,936,5.0,345,,121,4.0,1295,4.0
49,1265,,1299,5.0,390,5.0,166,5.0,615,5.0,311,5.0,1134,4.0,1295,4.0
438,1200,3.0,803,,1573,,664,3.0,456,3.0,1341,,1694,4.0,831,3.0
81,99,5.0,358,3.0,1496,5.0,376,,537,5.0,1708,5.0,1087,,287,
11,849,,1587,5.0,772,4.0,1270,5.0,759,4.0,329,4.0,412,,1006,4.0
54,1344,4.0,595,,468,4.0,1574,,1131,5.0,589,,750,4.0,894,5.0
49,1634,,791,5.0,1688,3.0,809,3.0,619,5.0,875,,795,5.0,926,4.0
43,1329,4.0,1426,,1667,4.0,1686,4.0,779,,1133,,925,1.0,175,5.0
23,178,4.0,869,5.0,198,,1625,3.0,1020,5.0,733,5.0,1118,,1167,
23,1714,4.0,674,5.0,5,5.0,1656,,1560,,249,4.0,362,5.0,958,
40,128,1.0,50,5.0,611,5.0,676,,422,,1721,5.0,860,4.0,431,
83,1680,5.0,1688,4.0,617,,1531,,1564,3.0,589,,910,5.0,942,4.0
54,1360,,1457,,356,5.0,870,4.0,311,4.0,1337,3.0,138,4.0,975,
49,1024,5.0,1697,5.0,406,5.0,215,,249,,1131,3.0,1598,3.0,143,5.0
11,754,,1444,,149,4.0,806,4.0,151,,1753,5.0,330,4.0,714,4.0
49,1105,1.0,179,,276,5.0,267,,1068,4.0,125,3.0,413,,1695,5.0
15,1105,,83,5.0,599,,439,5.0,183,4.0,1561,5.0,637,4.0,1263,
71,1072,4.0,1473,5.0,1528,,1338,,1690,5.0,1755,5.0,508,,78,3.0
11,1441,4.0,817,,102,4.0,1703,4.0,456,2.0,11,,572,5.0,1407,
23,1346,,21,,586,4.0,538,5.0,1501,5.0,1549,1.0,334,3.0,1614,
81,224,,577,4.0,258,5.0,1545,,281,4.0,1705,4.0,1550,4.0,831,4.0
42,496,5.0,707,5.0,532,3.0,1205,4.0,827,,1566,,1534,3.0,398,
25,209,,18,4.0,146,3.0,1333,5.0,677,4.0,330,2.0,218,,362,
15,915,,1351,5.0,1272,,794,,300,5.0,1341,5.0,990,5.0,623,2.0
81,1200,,1329,5.0,530,5.0,294,5.0,1334,4.0,791,4.0,489,5.0,1643,
23,1713,5.0,530,,67,,1717,4.0,1142,5.0,630,,183,4.0,1662,4.0
44,1441,3.0,547,4.0,485,,424,4.0,506,,1370,,1260,4.0,591,4.0
38,977,5.0,1698,4.0,118,3.0,1014,3.0,1191,,1047,,1531,,125,5.0
8,64,5.0,1106,,722,4.0,1347,,1139,,293,5.0,1292,4.0,1341,5.0
23,1524,3.0,133,5.0,693,,855,5.0,1399,4.0,1179,,974,4.0,991,
193,1475,5.0,996,,294,4.0,1126,,887,5.0,893,5.0,750,,143,5.0
81,1136,5.0,740,,214,5.0,633,5.0,970,5.0,1595,5.0,1147,,1599,
16,114,,1172,3.0,905,4.0,985,3.0,1546,3.0,1003,,1691,4.0,479,2.0
190,728,,248,,681,,1627,3.0,187,1.0,59,4.0,351,4.0,943,3.0
44,96,,657,5.0,1041,4.0,1107,5.0,739,,842,3.0,1564,4.0,159,5.0
