item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8,user-9,rating-9
15,1266,5.0,771,,1221,,888,4.0,120,,1418,5.0,539,5.0,1356,3.0,159,3.0
8,1072,5.0,258,5.0,370,,883,5.0,1699,3.0,452,5.0,1557,5.0,1689,3.0,431,
8,770,4.0,453,5.0,1734,,1720,3.0,1738,,1115,,781,4.0,62,,1503,3.0
11,1680,4.0,881,3.0,1297,4.0,771,5.0,406,5.0,1098,4.0,1212,,1357,4.0,399,
43,320,,913,3.0,594,5.0,1700,1.0,1735,3.0,375,,603,4.0,491,,79,
128,1664,5.0,1394,,1747,,1093,3.0,86,4.0,1338,,1419,,1659,5.0,1055,5.0
149,32,5.0,212,5.0,726,4.0,694,4.0,25,4.0,1738,2.0,508,3.0,749,,926,
190,1170,4.0,1028,2.0,1493,,997,4.0,37,,1127,,263,3.0,1241,,1103,4.0
76,884,4.0,725,,1221,,1317,4.0,262,4.0,1527,,1064,,943,3.0,1183,5.0
119,1584,,369,,54,5.0,1095,5.0,1354,4.0,618,4.0,1660,5.0,221,4.0,1198,
23,928,,885,,853,4.0,1365,4.0,503,,664,5.0,1033,4.0,1483,,271,4.0
26,1216,,1377,4.0,115,5.0,915,,410,4.0,762,,188,4.0,1358,4.0,1535,3.0
49,1696,4.0,1344,4.0,1411,,356,,1493,,965,3.0,1720,2.0,888,4.0,984,
81,1653,4.0,1063,,519,3.0,1001,3.0,1673,,1484,2.0,1725,,526,5.0,734,4.0
43,1618,,163,3.0,53,,1653,4.0,1079,5.0,296,,603,4.0,286,5.0,766,
43,64,4.0,881,5.0,1346,,1650,,632,4.0,937,,1035,,1278,3.0,702,4.0
43,1440,5.0,817,4.0,499,,996,5.0,1156,,1339,,1579,,315,5.0,623,4.0
43,1313,5.0,723,,1573,4.0,1111,,968,3.0,1337,5.0,1102,5.0,1358,5.0,687,
183,354,,1507,,677,4.0,92,,717,4.0,1694,4.0,526,,1071,5.0,671,4.0
208,1349,,85,,1397,3.0,199,5.0,872,5.0,296,,490,1.0,653,,735,4.0
193,1185,,482,,1012,5.0,340,,1591,3.0,651,,942,5.0,1454,5.0,734,5.0
532,1696,4.0,1653,,1270,4.0,1351,5.0,983,,75,5.0,492,,125,2.0,1295,
15,1584,,1266,5.0,164,,711,5.0,762,5.0,43,4.0,1261,,1085,,207,4.0
49,289,3.0,225,,450,,1541,5.0,1288,,520,5.0,1754,,1642,5.0,779,5.0
15,721,,82,4.0,866,,1587,5.0,100,4.0,20,5.0,1734,,638,4.0,1646,
1,418,4.0,514,5.0,515,,246,4.0,1478,4.0,1689,3.0,297,,109,5.0,110,
26,1185,4.0,867,5.0,1059,5.0,852,,996,,597,,375,5.0,361,5.0,154,
129,1538,,1559,5.0,135,5.0,8,4.0,138,5.0,59,,1613,5.0,78,5.0,879,
8,1505,5.0,1111,,585,5.0,1689,3.0,826,,795,5.0,1035,4.0,893,,607,5.0
8,1538,,850,,1379,,1603,5.0,596,4.0,1527,4.0,584,,1740,4.0,479,2.0
44,1185,4.0,978,,148,,1732,3.0,5,,1269,4.0,167,5.0,824,4.0,1113,4.0
81,129,,1666,,178,,1747,4.0,757,,294,5.0,1126,4.0,1485,5.0,335,5.0
225,1634,5.0,834,4.0,1539,,772,5.0,1556,4.0,169,,715,,558,4.0,1263,
26,1280,3.0,1729,,754,,51,4.0,659,4.0,85,4.0,554,,314,5.0,1516,
44,864,5.0,513,5.0,1537,4.0,1541,3.0,441,4.0,25,5.0,1692,,1054,4.0,111,
223,1712,,32,,1073,5.0,20,4.0,780,4.0,1357,3.0,733,2.0,686,,558,3.0
23,194,,228,3.0,264,,152,5.0,1210,3.0,1403,,349,5.0,1582,,494,4.0
228,578,,34,2.0,818,,179,,1608,3.0,378,3.0,1658,5.0,909,,943,4.0
23,1680,,416,5.0,1538,,340,4.0,1636,,86,5.0,792,,489,5.0,926,3.0
81,1697,5.0,1316,,710,,1095,5.0,1255,,1176,,713,4.0,828,3.0,1662,5.0
16,48,5.0,50,,1586,5.0,1347,,278,3.0,1302,5.0,1576,,1306,,1020,4.0
44,242,3.0,774,,1447,,1448,4.0,1227,,1259,5.0,891,,1436,3.0,1453,5.0
15,321,4.0,1698,,451,2.0,1316,,279,4.0,1100,4.0,1021,5.0,942,,95,
76,913,5.0,994,,1362,4.0,821,4.0,506,2.0,75,5.0,141,,621,4.0,46,
23,512,,834,3.0,533,,821,,1670,3.0,1209,3.0,1259,3.0,1052,5.0,796,
43,769,,97,3.0,785,5.0,497,,1506,,904,4.0,457,,1228,3.0,61,4.0
146,645,3.0,133,1.0,741,,134,5.0,1367,3.0,1159,,457,,1065,4.0,957,
81,864,5.0,368,,1137,,354,,314,5.0,1754,4.0,251,4.0,1213,,638,5.0
208,64,4.0,833,4.0,19,,357,4.0,613,5.0,374,,747,5.0,1054,5.0,351,4.0
274,560,4.0,608,,196,,645,,454,4.0,890,4.0,1051,5.0,1244,5.0,1756,4.0
11,1664,4.0,560,4.0,179,4.0,36,,951,,824,2.0,426,5.0,429,,1279,
129,1744,,305,3.0,1635,5.0,484,5.0,1733,,469,,262,,1549,2.0,621,5.0
44,1171,4.0,357,,1399,4.0,1240,3.0,1609,5.0,1129,,972,4.0,1484,,1660,
49,417,3.0,1218,,882,3.0,786,5.0,695,,1577,5.0,605,,765,4.0,479,
113,626,,1010,3.0,1554,4.0,580,3.0,468,5.0,789,2.0,806,,1226,,1212,
8,229,4.0,104,,1208,5.0,633,,1019,5.0,1643,4.0,700,5.0,1036,5.0,1181,4.0
222,432,,963,,1108,,1366,,854,3.0,1241,3.0,1196,4.0,236,3.0,141,5.0
209,481,,291,,647,3.0,1415,4.0,729,1.0,1001,3.0,1162,4.0,300,4.0,63,
23,1616,4.0,758,5.0,456,3.0,856,,1226,3.0,363,,1565,5.0,1469,,303,5.0
16,949,3.0,1445,,791,,106,5.0,458,5.0,1404,,607,1.0,895,,223,3.0
81,914,,194,5.0,325,,601,,1242,4.0,1627,4.0,1372,5.0,221,5.0,207,2.0
113,912,3.0,881,3.0,1458,5.0,738,,1143,,1336,,218,2.0,282,4.0,414,
61,738,3.0,261,5.0,726,4.0,633,4.0,427,,1723,4.0,716,,1518,2.0,191,
81,160,4.0,1251,,1126,4.0,1062,,6,4.0,1574,,119,5.0,763,5.0,1007,
26,1488,5.0,129,5.0,2,,198,,1175,,455,4.0,184,4.0,1534,4.0,207,5.0
43,1044,5.0,230,5.0,582,,711,5.0,936,5.0,520,3.0,185,,1452,5.0,1485,
108,741,4.0,886,,1303,5.0,679,5.0,1419,,1243,,750,5.0,1423,4.0,319,4.0
43,1651,,1731,5.0,1464,,730,,1547,3.0,349,4.0,1421,5.0,31,4.0,559,
127,1094,,71,,327,4.0,1112,4.0,362,5.0,1755,,603,4.0,77,5.0,1375,
228,531,,1573,,149,,166,5.0,1240,5.0,840,1.0,1017,4.0,156,,828,4.0
16,706,4.0,274,,692,4.0,1175,2.0,1096,,1755,,1132,5.0,285,,606,5.0
8,594,,1586,3.0,131,,19,,692,4.0,488,5.0,1369,3.0,634,4.0,958,4.0
16,1154,4.0,1557,3.0,1605,,1734,,903,5.0,378,3.0,1260,4.0,141,4.0,287,2.0
51,690,4.0,610,,1348,,52,5.0,1253,4.0,1637,5.0,1193,,1004,4.0,749,
8,864,4.0,1426,,147,,356,2.0,934,,1015,5.0,1163,,1307,5.0,1630,3.0
1,1747,5.0,452,5.0,84,3.0,1525,,1495,,1627,3.0,747,4.0,718,,175,5.0
129,1553,,467,5.0,1589,5.0,1543,5.0,679,5.0,472,5.0,1468,,1102,,14,
16,608,4.0,16,5.0,627,3.0,933,,1417,4.0,1658,3.0,1676,,812,,1327,4.0
26,1650,,677,5.0,198,,1062,,1561,5.0,1642,5.0,286,3.0,846,5.0,79,
49,384,5.0,1218,,194,,995,4.0,565,5.0,329,,169,,1707,4.0,351,4.0
42,307,,277,5.0,261,,149,5.0,314,3.0,475,3.0,283,,621,3.0,1615,3.0
49,1539,,1589,,118,,1543,,1351,5.0,842,4.0,1179,5.0,1149,4.0,189,5.0
43,768,5.0,1360,5.0,1505,5.0,322,5.0,786,,424,5.0,13,,1247,5.0,1071,
83,868,,1013,5.0,1065,4.0,1177,4.0,1644,4.0,860,,477,,559,,1327,3.0
0,304,3.0,1745,4.0,1586,5.0,901,3.0,841,,1401,5.0,538,,1628,,542,
44,657,5.0,1169,4.0,642,5.0,133,4.0,1061,,1273,,1594,4.0,1547,2.0,814,
234,944,,466,,632,5.0,1273,,1337,,859,3.0,876,3.0,1374,4.0,1278,4.0
197,386,,1107,3.0,853,3.0,262,,1031,,1224,,1049,4.0,618,3.0,412,4.0
202,977,4.0,54,3.0,935,,503,5.0,919,,1176,3.0,1481,,937,3.0,1261,
11,769,4.0,915,,949,4.0,358,,72,4.0,1752,,713,,750,2.0,190,5.0
15,453,3.0,1013,4.0,1382,,871,4.0,392,5.0,794,,1691,4.0,1276,5.0,223,
223,358,5.0,330,5.0,698,,251,1.0,1198,,1294,4.0,510,4.0,143,,1503,3.0
26,880,2.0,1008,,579,,484,3.0,1029,,949,5.0,1740,2.0,1453,,1151,3.0
129,914,3.0,419,5.0,1268,,869,5.0,1735,,1415,5.0,442,3.0,300,1.0,1757,5.0
52,1250,3.0,227,1.0,148,3.0,967,4.0,343,,216,,729,,331,4.0,1228,
140,64,4.0,1682,3.0,133,,710,4.0,886,,1510,,999,4.0,359,,8,2.0
113,64,3.0,1537,4.0,949,3.0,1624,,697,4.0,1131,,860,4.0,142,,942,4.0
16,194,,148,,101,4.0,454,5.0,697,5.0,1118,,718,4.0,287,2.0,687,
19,224,,977,4.0,1011,4.0,803,,724,4.0,276,5.0,855,5.0,746,,699,
49,1458,,1634,,1541,5.0,1623,5.0,506,4.0,682,,1723,,1692,4.0,430,4.0
16,496,,856,,298,4.0,1643,4.0,1739,4.0,764,,1309,4.0,1279,,1375,4.0
177,528,4.0,434,4.0,355,,1428,5.0,86,,1211,,1404,4.0,285,,846,4.0
11,32,5.0,451,2.0,435,,165,,454,3.0,859,4.0,539,5.0,1564,4.0,1631,1.0
23,961,5.0,180,,549,4.0,1702,,1687,,1033,4.0,538,5.0,506,4.0,971,5.0
49,1344,4.0,256,,897,4.0,962,,1586,,599,4.0,471,5.0,1546,,12,4.0
23,932,5.0,1317,5.0,951,5.0,745,,1417,5.0,1466,,157,4.0,558,4.0,1071,
44,1638,3.0,359,,1336,5.0,121,4.0,1578,,1274,,365,,573,5.0,1103,4.0
16,1537,,818,,1076,,1654,5.0,584,,330,5.0,428,3.0,559,5.0,1327,4.0
208,593,,594,5.0,631,5.0,313,,732,4.0,1710,4.0,606,,190,5.0,511,
193,624,,1204,,1732,3.0,1077,5.0,1046,,792,5.0,874,4.0,426,5.0,1343,
16,448,3.0,115,,1541,3.0,1366,,1113,3.0,249,4.0,282,,1675,,766,5.0
81,337,,838,,72,4.0,377,5.0,1034,,588,5.0,574,,623,1.0,1231,5.0
26,946,,1394,4.0,307,,804,5.0,534,,888,5.0,235,,923,3.0,1470,4.0
8,64,5.0,1076,,839,5.0,1513,5.0,1578,,1499,,1086,5.0,479,2.0,191,5.0
8,977,5.0,580,4.0,1320,,1481,,265,,397,,269,5.0,1407,5.0,351,3.0
15,1505,,708,,324,5.0,1476,4.0,186,4.0,1147,5.0,972,4.0,317,4.0,845,
23,1044,,1141,,1433,4.0,1609,3.0,1130,5.0,1034,4.0,1019,,1580,5.0,287,
23,451,4.0,133,5.0,1062,5.0,663,,248,,553,,330,5.0,1035,,1231,4.0
193,1154,3.0,1539,4.0,582,,311,5.0,1640,,905,5.0,233,,1708,,942,5.0
16,1379,,5,,1110,5.0,1128,4.0,1417,4.0,1145,,1083,,1406,4.0,607,1.0
81,176,3.0,1281,,1393,,642,,516,2.0,357,5.0,73,,1547,2.0,94,5.0
15,960,,725,,280,4.0,936,5.0,1705,,556,4.0,700,,158,4.0,670,5.0
255,1040,5.0,113,5.0,1027,,179,3.0,1367,,1385,,1034,3.0,842,3.0,923,
43,1344,4.0,163,3.0,1683,,4,5.0,56,,1210,3.0,1563,,605,3.0,1629,
149,241,,530,4.0,434,4.0,1286,3.0,139,,844,,590,,894,4.0,159,4.0
43,819,5.0,485,,501,4.0,1431,,633,4.0,1242,5.0,1278,3.0,782,,703,
49,1440,,1362,,661,,1414,4.0,989,3.0,125,3.0,893,,1054,5.0,175,5.0
8,722,4.0,978,,659,,791,5.0,503,,1064,,680,5.0,314,5.0,830,4.0
207,496,4.0,513,4.0,215,,1448,5.0,426,,908,,1229,,429,5.0,1454,1.0
1,1281,,1649,,1027,5.0,420,4.0,213,,552,4.0,1561,4.0,795,4.0,1183,5.0
8,465,4.0,1427,,758,4.0,934,,1351,,679,3.0,122,4.0,763,5.0,780,4.0
146,897,3.0,483,2.0,1061,1.0,921,,874,2.0,618,2.0,1691,,1341,,526,
16,1585,,1138,4.0,1026,4.0,196,,197,2.0,1575,,503,,424,2.0,842,4.0
16,96,4.0,290,,146,3.0,900,3.0,1529,5.0,459,5.0,1020,4.0,332,5.0,254,3.0
1,976,3.0,819,,423,3.0,359,,858,4.0,1309,5.0,605,,269,3.0,478,
22,1312,,0,2.0,1235,4.0,1444,,406,2.0,6,2.0,1047,4.0,1576,,940,
375,1186,4.0,996,2.0,550,,1126,,1496,5.0,1433,3.0,1132,,525,,558,4.0
8,784,,1301,,1206,4.0,614,,374,5.0,188,4.0,444,4.0,847,4.0,591,
23,1136,5.0,370,5.0,1299,4.0,84,,806,3.0,1175,5.0,457,,1086,5.0,559,5.0
129,884,5.0,1688,4.0,313,,1035,,1595,,941,5.0,1453,4.0,397,5.0,783,
15,1232,,288,4.0,592,,1314,3.0,1399,3.0,743,,840,5.0,1337,,125,3.0
0,130,,179,4.0,550,3.0,520,2.0,840,3.0,137,,1210,2.0,316,,1389,
208,1649,4.0,866,1.0,371,,84,3.0,1733,,103,3.0,1351,5.0,26,,335,
33,1680,,449,,1713,3.0,963,4.0,1317,5.0,1691,,155,,539,4.0,1503,4.0
83,1472,,1137,,341,3.0,1463,,1240,4.0,315,4.0,1100,3.0,188,5.0,463,
109,1392,,177,,1651,4.0,310,5.0,1686,,554,4.0,619,5.0,1228,3.0,364,
183,1568,4.0,1649,5.0,723,4.0,1013,4.0,1141,,1334,4.0,1112,,1624,,1272,
8,1344,5.0,225,,1618,,1699,3.0,662,,342,,1674,5.0,620,3.0,1181,4.0
16,1361,4.0,50,,1747,,883,3.0,820,5.0,582,,1111,3.0,1420,4.0,1068,2.0
23,1603,,900,,245,,1208,4.0,1563,4.0,1533,4.0,990,5.0,574,,1631,1.0
193,1505,4.0,898,,963,5.0,1094,4.0,1702,,519,5.0,568,5.0,1086,5.0,479,3.0
23,833,,129,,1394,,1538,,308,5.0,1658,5.0,539,5.0,891,5.0,63,4.0
16,546,5.0,1250,5.0,770,,978,,1491,,436,3.0,1206,,444,4.0,159,3.0
54,1398,5.0,1622,,217,5.0,1561,5.0,505,5.0,620,,428,,670,4.0,1135,
129,832,5.0,1265,,1297,,786,5.0,579,,1012,4.0,184,5.0,1484,,1006,5.0
11,978,4.0,981,3.0,407,,440,,1017,5.0,1145,,1421,5.0,1695,3.0,959,
222,1041,1.0,1138,5.0,1652,,293,3.0,921,,442,,60,,1228,3.0,1564,3.0
208,82,5.0,707,4.0,597,4.0,133,4.0,1175,4.0,202,4.0,987,5.0,1261,,1710,4.0
33,1155,3.0,227,1.0,1654,3.0,890,,1020,3.0,397,5.0,1614,,1423,,399,
15,66,,3,5.0,1364,,374,3.0,1336,,1130,5.0,1277,4.0,1326,,1023,3.0
11,1155,4.0,1075,4.0,996,4.0,838,,1592,3.0,8,4.0,1514,4.0,428,5.0,959,
103,1520,1.0,1186,2.0,1331,,468,5.0,405,3.0,1048,,1065,1.0,137,,428,
54,452,,1253,4.0,1494,4.0,150,,711,5.0,119,4.0,1207,,74,5.0,27,
119,1715,,211,4.0,293,,1031,4.0,184,,1513,5.0,1531,,1260,4.0,1181,5.0
68,304,,64,4.0,722,4.0,309,4.0,1703,,1545,,507,4.0,875,2.0,1726,
49,1414,4.0,1192,,1384,,186,5.0,586,5.0,1438,,1150,,1647,4.0,63,2.0
8,1601,1.0,1313,4.0,305,4.0,1715,2.0,1127,,216,,939,,891,,783,3.0
42,1216,,915,,627,,1172,3.0,820,4.0,999,2.0,106,3.0,653,,1406,3.0
144,177,,1041,2.0,34,3.0,1410,,308,,1654,1.0,679,3.0,1033,4.0,1726,
222,1045,3.0,1206,5.0,1177,3.0,873,,1643,1.0,652,,412,,1692,4.0,1245,
11,1090,,1686,4.0,456,2.0,1001,3.0,361,,123,,635,,540,4.0,13,4.0
161,289,,1267,4.0,186,3.0,90,,1611,3.0,1436,1.0,525,3.0,1085,,510,
15,305,4.0,1219,,484,5.0,1476,4.0,167,4.0,824,5.0,1341,5.0,893,,1022,
51,1280,4.0,964,5.0,37,,1399,4.0,1352,,1192,,1305,,939,5.0,540,5.0
81,1171,,39,,1336,5.0,1706,4.0,1260,,765,5.0,1037,,990,4.0,430,4.0
81,593,5.0,1588,3.0,468,5.0,1158,,1319,,456,3.0,1421,5.0,1343,,335,5.0
26,1600,,1234,4.0,676,5.0,918,,504,3.0,1080,,1129,4.0,985,4.0,937,4.0
49,657,4.0,707,,262,5.0,344,4.0,936,5.0,1209,5.0,1451,,909,,1519,
37,1093,4.0,133,,503,,713,4.0,1498,5.0,666,5.0,1388,,591,5.0,159,
169,113,5.0,1459,5.0,1539,,627,3.0,1290,4.0,443,,1147,,158,,223,1.0
11,1072,4.0,912,3.0,0,4.0,1472,4.0,1060,,309,5.0,891,,396,,1311,
26,1105,,85,4.0,1414,4.0,374,5.0,874,3.0,795,5.0,1549,,957,,47,
113,51,5.0,1059,,197,4.0,1621,4.0,586,,1244,3.0,1309,,670,2.0,1183,4.0
15,1713,4.0,1441,5.0,580,5.0,37,,1447,,72,4.0,1193,,1130,5.0,379,
86,210,4.0,131,3.0,883,5.0,101,2.0,1750,,1367,,1227,3.0,156,,413,
15,1472,5.0,433,5.0,705,,114,,726,3.0,871,4.0,125,3.0,143,,991,
185,832,4.0,896,4.0,1626,,1195,4.0,1259,5.0,1676,,1597,,1647,,1327,4.0
16,370,,530,4.0,1731,1.0,1749,,1495,,1591,4.0,860,2.0,1405,,1309,4.0
42,17,4.0,721,,1364,2.0,1047,3.0,906,,858,,1258,4.0,510,,686,4.0
15,1600,4.0,161,,707,3.0,1588,3.0,71,5.0,983,3.0,1495,,984,,953,
16,1121,,723,,309,4.0,1253,4.0,1542,,1350,,1032,3.0,1370,4.0,1518,2.0
169,657,4.0,915,,627,3.0,1669,,1254,4.0,104,5.0,1688,3.0,1130,,191,
33,962,5.0,403,,1078,,1606,4.0,614,,679,4.0,427,,908,5.0,62,3.0
85,1328,3.0,1505,5.0,291,,788,4.0,324,,1400,4.0,682,,187,4.0,1020,3.0
1,1360,5.0,1136,,897,3.0,403,,1700,,853,5.0,473,4.0,457,,1198,4.0
26,624,,770,,818,,309,5.0,1654,3.0,1356,4.0,813,3.0,1133,,1085,3.0
183,48,,1060,5.0,212,5.0,389,,294,5.0,638,4.0,462,,1470,4.0,1615,4.0
16,547,4.0,132,4.0,421,,182,4.0,328,4.0,1481,,937,4.0,793,,1374,4.0
81,833,,387,5.0,324,4.0,1285,,981,4.0,1496,5.0,988,1.0,348,,447,
105,1072,,707,,822,4.0,518,4.0,888,,985,3.0,922,4.0,1307,2.0,847,3.0
15,1746,3.0,1411,3.0,1685,5.0,1208,5.0,43,4.0,731,4.0,1660,5.0,542,3.0,367,
68,544,,821,5.0,1480,4.0,1497,,109,5.0,830,,1006,4.0,942,,175,5.0
81,784,,1026,5.0,947,5.0,212,5.0,248,,121,,591,4.0,335,5.0,655,
44,33,,1655,4.0,487,,72,3.0,841,,1739,4.0,732,4.0,606,,78,3.0
44,769,,834,5.0,514,4.0,674,,342,,792,5.0,88,5.0,186,4.0,1599,4.0
26,433,,387,5.0,213,,1513,,1242,4.0,603,3.0,1115,,1388,4.0,1405,4.0
26,768,,822,4.0,774,,843,5.0,732,,1501,5.0,1470,4.0,1199,,1151,3.0
15,272,5.0,256,,1680,5.0,1617,,1314,3.0,1573,,374,3.0,1563,5.0,862,3.0
15,1456,,0,4.0,148,5.0,438,4.0,72,4.0,1289,,1081,3.0,1214,,1631,1.0
1,242,,1432,4.0,1402,3.0,858,4.0,1642,4.0,1706,,251,4.0,1612,,863,
43,578,,1234,3.0,819,5.0,759,,971,,715,1.0,203,5.0,332,4.0,847,5.0
43,1490,,741,,232,,1162,4.0,1164,5.0,924,4.0,1309,4.0,77,5.0,526,5.0
16,1425,4.0,724,5.0,1637,3.0,390,3.0,728,,731,4.0,1275,,1132,5.0,847,
85,17,4.0,101,4.0,1656,,1161,,633,3.0,778,,347,,444,5.0,383,4.0
354,1600,,1329,5.0,1474,4.0,326,,1559,,1531,,668,5.0,766,2.0,494,3.0
15,657,4.0,931,,1061,,1494,5.0,43,4.0,683,4.0,540,3.0,796,4.0,734,5.0
23,1505,,1634,5.0,35,,889,5.0,1625,3.0,686,,526,,1375,4.0,575,5.0
81,1584,,1026,5.0,1154,4.0,532,4.0,823,,555,5.0,525,5.0,205,,1742,4.0
208,1266,,963,5.0,1093,5.0,102,3.0,1048,5.0,1098,4.0,539,5.0,1101,,990,4.0
49,193,5.0,1250,4.0,818,,563,3.0,788,5.0,1046,4.0,198,,871,,1083,
127,544,,816,3.0,1685,5.0,677,,535,4.0,1143,,424,5.0,58,4.0,218,
44,416,3.0,915,4.0,1556,5.0,488,,1225,3.0,669,3.0,1645,3.0,1725,4.0,574,
23,368,,1026,5.0,1076,5.0,965,5.0,870,5.0,1079,,1560,,1066,,1564,5.0
26,1184,,241,3.0,257,,323,4.0,20,5.0,1179,,1068,4.0,684,,1325,4.0
183,1072,4.0,513,5.0,228,3.0,1461,,1301,5.0,390,,599,,568,,650,5.0
81,483,3.0,357,5.0,379,,75,,1067,5.0,1165,5.0,1693,3.0,781,,125,4.0
183,1568,4.0,1122,3.0,1332,4.0,934,,1479,1.0,904,,1386,,1259,4.0,893,
26,226,4.0,1010,,1732,2.0,1188,,1461,4.0,1719,,1081,4.0,1305,,1708,4.0
15,1729,,1458,,579,3.0,67,3.0,245,5.0,1414,5.0,182,2.0,952,4.0,1192,5.0
40,1491,4.0,1443,,325,4.0,821,4.0,843,,12,,29,3.0,543,4.0,127,
11,961,5.0,97,4.0,1458,,998,3.0,1335,,903,5.0,970,3.0,1691,5.0,267,
44,1185,4.0,917,4.0,839,5.0,681,,138,5.0,1660,,1421,5.0,1581,4.0,1311,
11,640,4.0,929,,81,4.0,851,4.0,1094,4.0,758,5.0,1321,,1242,5.0,1612,
16,849,,433,,1745,5.0,1699,3.0,851,,483,4.0,645,4.0,1691,4.0,732,3.0
119,1619,5.0,835,4.0,436,4.0,1590,,519,5.0,1079,5.0,1085,,398,4.0,1214,
23,496,,579,4.0,298,5.0,1290,,891,5.0,1371,,1644,5.0,143,,175,5.0
43,192,,1520,4.0,1105,,53,,682,,123,5.0,364,5.0,158,5.0,1535,4.0
38,417,,785,,968,4.0,572,3.0,124,4.0,1580,5.0,620,,1086,4.0,15,
51,321,5.0,357,5.0,1192,,505,5.0,1609,,1003,5.0,1100,3.0,1116,,1373,
1,560,4.0,257,,1028,5.0,807,,1706,,1422,,1358,3.0,1183,5.0,623,4.0
15,1168,5.0,882,,2,2.0,726,3.0,1624,5.0,1018,5.0,1548,5.0,254,3.0,1230,
214,976,3.0,1633,,321,5.0,882,,483,4.0,1301,3.0,1527,,1208,,619,4.0
85,484,4.0,935,5.0,1576,4.0,651,,443,2.0,1597,,414,,1502,4.0,1359,
129,1440,,1408,,1186,5.0,1476,4.0,950,,1258,4.0,941,5.0,1470,4.0,927,5.0
26,193,3.0,418,,1442,5.0,1411,,772,5.0,278,5.0,88,,987,5.0,350,
26,1571,5.0,1111,4.0,1015,,953,5.0,554,,1018,,829,4.0,1694,5.0,927,
32,1296,2.0,1235,,182,5.0,1015,,1511,4.0,632,5.0,361,3.0,252,,350,
26,945,,882,,646,5.0,1095,3.0,1576,,986,5.0,922,4.0,90,,155,5.0
83,864,5.0,49,,1077,5.0,1093,5.0,569,2.0,1466,,58,,683,5.0,1163,
43,977,5.0,1474,,502,3.0,1114,,1642,5.0,444,4.0,268,,1293,3.0,574,5.0
43,1585,,306,5.0,1122,3.0,965,4.0,201,,505,3.0,25,,971,,1118,5.0
208,290,4.0,1123,5.0,790,,202,4.0,698,,571,4.0,1147,,1356,,605,3.0
43,1665,,803,5.0,755,4.0,900,5.0,583,,921,5.0,1659,,333,4.0,1615,4.0
81,1696,5.0,947,5.0,745,,1468,2.0,76,5.0,1533,4.0,382,,1311,,703,
81,240,,448,5.0,513,4.0,146,3.0,293,5.0,214,5.0,553,,459,4.0,303,4.0
44,832,4.0,1264,4.0,195,,485,,1591,3.0,1528,3.0,697,4.0,989,,1711,5.0
266,1382,,360,,1417,4.0,890,,380,5.0,652,,860,2.0,364,1.0,269,2.0
145,1154,5.0,1316,5.0,309,4.0,1575,,1559,2.0,1592,,873,,1053,,397,3.0
81,593,5.0,484,,1652,4.0,165,,1207,5.0,1192,,926,5.0,591,4.0,1295,5.0
43,352,,657,,353,5.0,1379,4.0,483,3.0,1350,5.0,439,,1655,5.0,637,
1,1745,3.0,307,,627,,535,4.0,312,,1114,,1421,4.0,1309,5.0,525,5.0
15,1025,5.0,33,,1538,,1381,4.0,917,4.0,54,5.0,921,4.0,733,2.0,1117,
81,1715,,1205,,682,5.0,1706,4.0,715,,796,,76,5.0,638,5.0,990,4.0
193,1296,4.0,514,4.0,19,5.0,1012,5.0,262,,1399,3.0,1224,,430,,639,2.0
0,1203,3.0,1125,5.0,251,2.0,1564,2.0,413,,573,,893,,670,3.0,287,2.0
222,1185,3.0,161,,946,,947,4.0,5,,1591,3.0,535,5.0,539,4.0,1563,
183,513,5.0,38,,1671,4.0,792,5.0,616,5.0,828,4.0,333,4.0,1598,,639,
44,1123,4.0,1176,4.0,490,1.0,1306,,555,,892,,477,1.0,973,3.0,974,4.0
23,821,,294,5.0,519,5.0,1272,,1128,5.0,362,5.0,395,,843,5.0,13,5.0
193,1426,,838,,1735,3.0,535,3.0,969,5.0,713,,634,3.0,1019,,1021,5.0
40,560,,1122,4.0,1522,5.0,275,,711,4.0,1015,4.0,1448,5.0,1128,,1242,
86,225,,3,5.0,949,4.0,102,,1222,,455,4.0,1224,4.0,891,4.0,1197,
23,115,,419,4.0,709,,441,,538,5.0,570,5.0,522,5.0,1034,4.0,1757,5.0
16,977,4.0,738,,86,4.0,1417,4.0,1754,,891,,251,3.0,1644,5.0,1485,
16,677,4.0,55,,1593,,539,5.0,267,,684,5.0,1437,5.0,430,,95,3.0
81,1456,4.0,912,3.0,753,,115,5.0,1507,,516,2.0,4,5.0,379,,1692,5.0
44,576,5.0,1554,4.0,147,5.0,1495,3.0,1434,,1707,,220,,636,3.0,1149,
15,1684,4.0,53,,1494,5.0,1479,3.0,1063,,1511,4.0,1401,,15,,1663,4.0
15,944,,528,3.0,305,4.0,1747,5.0,324,5.0,1366,5.0,966,,599,,620,4.0
11,736,5.0,355,5.0,181,,1512,,1160,,889,4.0,1306,3.0,378,3.0,1453,
15,273,5.0,81,5.0,1314,3.0,1668,3.0,1752,5.0,313,5.0,1373,,878,,1039,
49,1184,5.0,115,,708,,1204,,758,4.0,470,4.0,1399,5.0,1000,,411,4.0
218,1184,,384,3.0,1525,,246,4.0,1480,4.0,298,4.0,1723,,238,3.0,1407,
16,1472,4.0,676,,69,,1541,3.0,54,4.0,76,5.0,1260,4.0,509,,1679,
