item,user-1,rating-1,user-2,rating-2
177,881,5.0,1058,4.0
197,1696,4.0,1616,3.0
109,160,4.0,1533,5.0
51,64,5.0,529,2.0
247,1541,4.0,444,3.0
436,811,5.0,1006,5.0
206,1137,3.0,228,3.0
173,1609,4.0,1227,4.0
62,444,5.0,1071,3.0
193,1159,2.0,1241,4.0
62,1681,4.0,1122,5.0
223,146,3.0,412,5.0
92,635,4.0,1615,3.0
192,1284,2.0,200,3.0
288,1415,3.0,523,3.0
0,1150,4.0,47,4.0
207,212,4.0,374,2.0
16,560,3.0,20,4.0
222,1216,2.0,1379,4.0
23,1012,5.0,747,4.0
222,935,5.0,731,4.0
25,18,4.0,293,2.0
562,1203,2.0,1638,2.0
15,1542,3.0,1422,5.0
11,324,3.0,616,4.0
11,1657,5.0,619,4.0
161,1047,2.0,1020,4.0
214,806,4.0,619,4.0
141,1098,5.0,1036,4.0
190,976,4.0,1259,4.0
106,724,4.0,877,4.0
219,436,5.0,1076,5.0
30,97,4.0,166,4.0
23,1189,5.0,965,5.0
8,596,4.0,965,3.0
436,874,4.0,1468,4.0
26,392,4.0,1534,4.0
40,681,5.0,475,5.0
208,1364,4.0,666,4.0
23,1697,4.0,783,3.0
113,1160,4.0,1117,4.0
36,1588,4.0,639,5.0
287,1556,4.0,411,4.0
377,695,4.0,1020,3.0
69,1393,5.0,434,2.0
36,229,4.0,461,4.0
734,480,3.0,820,3.0
76,679,5.0,623,4.0
15,884,3.0,47,5.0
83,1001,3.0,620,2.0
15,532,4.0,519,5.0
98,1252,3.0,1182,3.0
43,1313,5.0,828,5.0
106,865,5.0,555,4.0
49,1105,1.0,636,3.0
568,937,4.0,1103,2.0
8,212,5.0,72,4.0
16,928,3.0,122,3.0
51,1364,4.0,1270,4.0
103,612,4.0,1065,1.0
11,309,5.0,1162,5.0
85,996,4.0,1435,5.0
231,819,2.0,1581,4.0
173,1664,3.0,268,4.0
81,52,4.0,783,2.0
436,213,4.0,390,3.0
37,85,4.0,361,4.0
15,1400,5.0,141,5.0
313,1162,5.0,524,3.0
8,1344,5.0,1108,5.0
16,1,4.0,1167,5.0
63,209,3.0,72,3.0
154,1398,4.0,669,4.0
337,961,2.0,254,1.0
51,467,5.0,1406,5.0
127,918,1.0,647,3.0
76,524,4.0,1005,5.0
129,1703,2.0,973,5.0
43,1396,5.0,648,5.0
23,1619,2.0,1372,4.0
183,646,4.0,1549,2.0
129,1155,3.0,1334,4.0
468,816,3.0,1606,5.0
11,1712,5.0,927,4.0
234,51,3.0,1530,4.0
200,842,4.0,334,5.0
698,1428,3.0,1252,3.0
208,1443,3.0,1417,3.0
150,1432,2.0,700,1.0
49,1413,5.0,166,5.0
230,561,2.0,172,4.0
81,839,4.0,763,5.0
85,949,4.0,1757,3.0
23,1144,4.0,1103,5.0
145,1317,3.0,303,4.0
127,1441,4.0,717,4.0
222,82,5.0,926,4.0
23,1389,4.0,1454,5.0
321,471,4.0,520,3.0
375,248,4.0,877,4.0
193,1683,4.0,1150,5.0
43,64,4.0,1001,4.0
193,237,4.0,1294,4.0
234,1259,5.0,1103,5.0
246,817,5.0,311,5.0
222,535,5.0,217,4.0
105,1088,4.0,1183,4.0
138,598,3.0,1448,4.0
197,1458,3.0,1539,4.0
177,330,4.0,1279,5.0
113,263,5.0,254,4.0
71,128,1.0,1122,2.0
309,1084,2.0,1454,3.0
8,1168,5.0,238,3.0
41,1432,4.0,972,2.0
280,1418,3.0,1098,5.0
143,1036,2.0,655,1.0
106,1093,3.0,520,3.0
10,215,3.0,363,3.0
181,806,3.0,172,5.0
375,145,2.0,1544,4.0
135,643,4.0,667,5.0
43,947,3.0,603,4.0
81,2,3.0,591,4.0
88,577,1.0,6,1.0
364,1603,3.0,1047,3.0
202,616,5.0,1228,5.0
275,851,3.0,1591,5.0
109,149,5.0,76,5.0
62,290,4.0,1006,5.0
559,1026,4.0,572,4.0
177,1003,2.0,573,5.0
154,468,5.0,415,4.0
43,1026,5.0,1748,4.0
401,442,3.0,1582,5.0
321,269,3.0,1182,4.0
19,1318,4.0,1068,3.0
109,1270,3.0,1110,5.0
1,1751,4.0,1213,5.0
11,822,2.0,1327,4.0
11,647,4.0,759,4.0
71,759,3.0,269,5.0
54,1093,4.0,1479,5.0
177,1641,5.0,1518,1.0
42,908,4.0,253,5.0
193,160,5.0,229,5.0
26,1254,5.0,1241,5.0
377,624,2.0,842,4.0
535,897,4.0,1379,4.0
15,1713,4.0,1695,4.0
44,1368,4.0,447,5.0
1,1603,5.0,1306,3.0
16,18,5.0,890,4.0
15,294,5.0,1194,5.0
43,17,5.0,526,5.0
362,1317,4.0,985,5.0
480,227,3.0,486,4.0
23,467,5.0,378,4.0
23,1223,5.0,759,5.0
42,978,5.0,921,2.0
23,322,4.0,505,5.0
127,1382,5.0,1439,3.0
301,1017,3.0,330,4.0
200,741,5.0,1398,4.0
54,465,3.0,750,4.0
8,1417,5.0,1354,4.0
223,275,4.0,269,2.0
16,1345,4.0,760,5.0
23,1601,5.0,1225,5.0
21,1698,5.0,447,3.0
81,1703,5.0,1084,4.0
178,965,3.0,1564,3.0
0,1184,2.0,1303,4.0
11,338,3.0,1484,4.0
23,89,5.0,602,4.0
199,1698,5.0,146,2.0
238,37,5.0,1497,4.0
11,419,3.0,431,4.0
346,806,2.0,603,3.0
257,1096,3.0,442,3.0
49,1203,4.0,1644,5.0
23,612,4.0,980,5.0
46,455,3.0,1503,4.0
15,758,3.0,1369,3.0
248,38,5.0,607,5.0
362,1093,4.0,287,4.0
357,1638,1.0,218,3.0
268,212,4.0,329,3.0
124,1694,4.0,1103,4.0
81,529,4.0,194,5.0
661,787,3.0,566,2.0
8,585,5.0,1195,5.0
43,913,3.0,191,4.0
129,197,3.0,1589,5.0
85,1408,4.0,676,5.0
415,1013,3.0,1126,3.0
10,485,4.0,157,3.0
81,1569,5.0,965,3.0
532,1688,5.0,1565,4.0
105,405,5.0,555,4.0
2,640,5.0,1288,3.0
113,325,4.0,109,1.0
32,1703,3.0,111,5.0
81,1174,5.0,1231,5.0
129,624,4.0,897,4.0
246,1637,4.0,347,5.0
42,17,4.0,1182,4.0
562,1525,3.0,831,3.0
354,851,5.0,599,5.0
28,711,5.0,874,4.0
54,444,4.0,221,5.0
15,67,3.0,1317,5.0
51,386,3.0,1039,5.0
23,71,5.0,903,3.0
0,1552,4.0,1313,3.0
106,1377,2.0,1594,5.0
22,547,3.0,1684,3.0
16,1140,3.0,1327,4.0
208,1345,4.0,1503,4.0
127,1254,5.0,1163,3.0
35,865,5.0,1016,5.0
37,1344,4.0,1415,5.0
278,902,5.0,1708,3.0
173,52,3.0,28,3.0
16,1472,4.0,914,3.0
16,1362,2.0,109,3.0
23,1146,5.0,1564,5.0
149,1002,4.0,908,3.0
219,97,3.0,1733,4.0
166,1136,4.0,783,5.0
128,802,4.0,1612,4.0
177,992,4.0,1694,4.0
143,306,4.0,123,2.0
149,713,4.0,633,4.0
105,850,3.0,15,4.0
15,452,4.0,141,5.0
81,2,3.0,1653,4.0
266,17,4.0,1102,4.0
44,322,5.0,1096,4.0
61,848,5.0,1240,3.0
513,207,2.0,271,2.0
193,915,5.0,342,3.0
9,1603,3.0,842,3.0
85,755,4.0,1423,4.0
209,102,3.0,78,3.0
207,468,4.0,1703,2.0
128,550,3.0,525,5.0
169,227,3.0,999,3.0
19,1153,4.0,175,4.0
246,316,5.0,1421,5.0
201,1745,4.0,1253,1.0
69,820,4.0,409,3.0
26,690,4.0,1224,4.0
358,1706,5.0,844,3.0
274,1536,5.0,99,4.0
31,842,3.0,78,3.0
44,1753,4.0,1407,5.0
183,1720,4.0,875,5.0
280,691,4.0,1375,4.0
16,1699,3.0,694,4.0
44,1657,5.0,587,4.0
149,530,4.0,484,5.0
232,112,3.0,162,5.0
81,262,5.0,1532,5.0
207,1318,2.0,520,3.0
48,1200,3.0,406,5.0
26,986,5.0,747,4.0
140,1241,3.0,988,1.0
149,1747,5.0,1270,3.0
246,1026,4.0,251,2.0
15,276,5.0,1291,4.0
129,1697,4.0,1474,5.0
218,806,4.0,1638,5.0
86,1093,4.0,299,3.0
443,513,2.0,227,2.0
222,807,3.0,1113,4.0
40,162,5.0,1241,3.0
246,1600,5.0,470,4.0
199,332,3.0,1516,2.0
44,97,4.0,1495,3.0
351,592,2.0,143,4.0
547,405,3.0,54,4.0
9,963,5.0,1417,5.0
54,1664,4.0,804,4.0
73,1255,5.0,697,4.0
148,333,2.0,1343,3.0
428,1270,2.0,1580,5.0
25,912,1.0,1476,4.0
149,963,3.0,707,4.0
62,1280,4.0,1017,4.0
310,681,5.0,1535,5.0
225,480,5.0,1161,4.0
124,229,4.0,1677,5.0
835,1154,4.0,1532,2.0
222,561,3.0,1428,4.0
83,306,5.0,1333,4.0
180,834,5.0,936,5.0
169,1398,4.0,456,3.0
23,915,5.0,968,5.0
193,970,5.0,1659,3.0
555,145,5.0,897,4.0
11,1472,4.0,1251,5.0
113,1200,3.0,502,1.0
16,451,3.0,573,4.0
106,1424,4.0,1259,2.0
515,865,5.0,1006,4.0
26,133,5.0,1210,3.0
15,467,4.0,1102,4.0
8,332,4.0,925,4.0
129,1578,2.0,271,5.0
8,1060,5.0,303,4.0
81,1344,5.0,577,4.0
39,1684,3.0,616,5.0
15,1654,5.0,1671,5.0
598,947,5.0,726,4.0
49,288,3.0,1314,4.0
63,1389,5.0,109,4.0
119,836,4.0,997,4.0
208,744,5.0,1242,4.0
8,1282,4.0,954,5.0
174,1175,3.0,1609,4.0
32,1200,5.0,535,5.0
153,405,1.0,537,3.0
222,1138,5.0,603,4.0
129,135,5.0,1599,5.0
69,1520,3.0,1670,5.0
15,880,5.0,839,5.0
278,1616,3.0,363,4.0
26,230,4.0,1270,5.0
49,832,4.0,1428,5.0
85,71,4.0,25,4.0
140,618,3.0,397,5.0
219,532,4.0,101,4.0
532,245,5.0,376,5.0
20,1235,4.0,842,3.0
538,576,2.0,59,4.0
183,1282,4.0,478,3.0
129,1025,5.0,1427,5.0
150,378,3.0,1099,2.0
23,1012,5.0,1630,3.0
207,1011,2.0,1369,3.0
15,339,5.0,905,5.0
32,839,5.0,1357,5.0
541,1652,4.0,1479,3.0
38,483,4.0,191,5.0
51,772,5.0,1628,4.0
62,290,4.0,444,5.0
221,347,4.0,1565,3.0
21,81,3.0,174,2.0
15,1224,5.0,909,5.0
8,258,5.0,488,5.0
61,1320,4.0,330,4.0
120,103,4.0,616,4.0
26,1642,5.0,1292,4.0
149,52,4.0,1021,5.0
15,645,3.0,1752,5.0
219,1079,4.0,1656,4.0
8,1377,4.0,603,3.0
274,468,3.0,1182,3.0
25,969,3.0,585,4.0
193,90,5.0,298,5.0
135,800,5.0,1546,3.0
272,1747,3.0,221,3.0
22,675,3.0,1708,4.0
562,456,1.0,783,1.0
129,1638,5.0,831,5.0
415,744,3.0,318,5.0
21,1654,2.0,1086,4.0
23,1600,4.0,71,5.0
368,1093,2.0,1259,2.0
183,740,4.0,221,5.0
8,6,5.0,747,4.0
0,1334,4.0,985,3.0
274,624,5.0,1341,5.0
122,992,5.0,623,5.0
209,1041,2.0,594,5.0
618,404,5.0,1640,4.0
26,537,4.0,1660,4.0
16,1011,4.0,478,4.0
129,849,3.0,10,5.0
42,229,3.0,614,3.0
23,1024,5.0,1424,4.0
86,530,3.0,167,4.0
375,1422,3.0,847,5.0
26,359,5.0,123,5.0
81,1696,5.0,530,5.0
127,1643,3.0,143,3.0
22,517,2.0,138,3.0
23,432,4.0,126,5.0
51,1210,4.0,1470,4.0
99,1017,5.0,1564,2.0
127,540,4.0,783,5.0
69,1013,5.0,615,5.0
26,128,4.0,623,3.0
294,294,4.0,1423,3.0
277,500,5.0,411,5.0
129,1504,5.0,651,5.0
813,1098,3.0,1612,5.0
149,37,4.0,329,4.0
282,744,5.0,1400,3.0
1,1364,4.0,1228,4.0
438,1200,3.0,1697,3.0
26,18,4.0,1357,5.0
69,1718,5.0,598,4.0
246,193,4.0,1017,3.0
73,874,2.0,619,5.0
255,1224,2.0,1711,5.0
199,1751,3.0,767,3.0
177,364,4.0,1311,3.0
113,1225,4.0,122,5.0
202,680,4.0,136,4.0
44,707,5.0,1608,4.0
374,768,4.0,1295,2.0
21,166,4.0,1608,4.0
44,329,4.0,429,5.0
11,1187,5.0,1651,4.0
68,72,3.0,1354,4.0
62,323,1.0,1098,3.0
113,585,5.0,1054,4.0
183,19,5.0,1258,4.0
42,68,5.0,1660,5.0
113,1107,4.0,1269,3.0
415,1126,3.0,639,5.0
89,351,3.0,607,5.0
0,281,2.0,1420,4.0
128,717,4.0,1071,4.0
439,915,5.0,1679,3.0
49,269,4.0,1711,4.0
23,1076,5.0,566,5.0
322,1332,3.0,1559,4.0
33,1158,2.0,1020,3.0
8,256,5.0,1172,4.0
349,598,3.0,271,4.0
0,648,3.0,1598,3.0
108,1524,5.0,1637,5.0
58,528,4.0,1170,4.0
193,1314,5.0,1470,4.0
127,1287,4.0,1338,4.0
38,928,4.0,1066,4.0
208,256,5.0,1473,5.0
127,1328,5.0,1458,3.0
16,627,3.0,72,3.0
73,177,5.0,1494,4.0
1,656,4.0,521,4.0
112,1041,3.0,1047,2.0
91,519,5.0,1611,3.0
8,1732,2.0,888,4.0
8,64,5.0,1006,5.0
16,101,4.0,1368,5.0
11,1688,3.0,525,5.0
24,456,1.0,831,4.0
150,1106,2.0,1269,4.0
83,576,5.0,1642,4.0
39,133,4.0,877,5.0
44,583,4.0,636,3.0
11,1607,5.0,392,4.0
113,890,3.0,1181,4.0
462,970,4.0,732,4.0
49,892,4.0,750,5.0
145,1024,3.0,697,3.0
379,378,2.0,607,4.0
26,835,4.0,764,5.0
82,480,4.0,75,4.0
40,1458,5.0,1519,5.0
50,1284,3.0,558,5.0
174,468,5.0,454,4.0
11,1664,4.0,785,5.0
25,1753,4.0,281,2.0
173,149,5.0,1642,4.0
480,758,4.0,943,1.0
129,464,2.0,467,5.0
310,1240,4.0,186,3.0
42,97,3.0,820,4.0
358,101,3.0,847,5.0
32,1650,5.0,889,5.0
11,259,4.0,539,5.0
83,1610,4.0,619,4.0
15,1670,5.0,763,4.0
11,1737,4.0,557,4.0
109,1235,5.0,124,3.0
197,1409,4.0,1580,4.0
1,912,2.0,1077,4.0
272,834,5.0,1694,4.0
268,1318,1.0,143,4.0
197,1654,3.0,1244,1.0
181,1026,3.0,405,2.0
193,384,5.0,831,5.0
23,157,4.0,783,3.0
310,967,5.0,1439,4.0
49,897,4.0,6,3.0
0,924,4.0,1198,2.0
11,1235,4.0,1689,4.0
19,530,4.0,773,2.0
335,677,4.0,840,3.0
340,1144,1.0,653,3.0
598,996,3.0,1093,2.0
43,677,5.0,936,5.0
105,387,3.0,502,4.0
200,231,5.0,332,2.0
81,939,3.0,315,5.0
44,842,3.0,1515,2.0
222,1396,4.0,410,3.0
234,78,4.0,558,5.0
25,458,4.0,1021,4.0
457,1115,2.0,1468,3.0
197,707,4.0,1544,5.0
127,1013,5.0,1158,4.0
91,178,4.0,549,4.0
503,167,4.0,1241,3.0
16,339,4.0,437,4.0
11,834,4.0,584,3.0
274,854,4.0,1374,3.0
190,1649,5.0,405,5.0
11,194,5.0,1606,5.0
278,1047,4.0,1496,4.0
1,411,4.0,365,4.0
129,1648,5.0,971,5.0
76,1241,3.0,1357,4.0
180,17,4.0,1591,2.0
297,681,3.0,1163,4.0
103,1429,3.0,311,3.0
219,976,2.0,650,4.0
538,227,1.0,967,4.0
262,468,3.0,1654,5.0
402,1017,3.0,1357,3.0
43,230,5.0,1034,4.0
222,547,4.0,47,3.0
16,961,3.0,1220,5.0
0,100,2.0,1334,4.0
358,1245,3.0,1711,3.0
26,484,3.0,261,2.0
146,834,3.0,51,4.0
36,54,4.0,231,5.0
480,1014,5.0,809,3.0
0,1612,3.0,1100,2.0
61,425,3.0,270,4.0
23,1282,5.0,303,5.0
127,1651,4.0,263,4.0
319,1470,5.0,62,3.0
190,1041,4.0,1029,4.0
112,618,3.0,1259,3.0
169,1132,5.0,1470,4.0
249,1699,3.0,1607,3.0
177,585,4.0,922,4.0
246,1394,4.0,874,4.0
1,855,4.0,1647,4.0
223,1124,1.0,937,4.0
16,1433,3.0,427,5.0
248,1010,3.0,1337,5.0
81,1223,5.0,24,5.0
16,1044,4.0,1237,5.0
19,865,5.0,284,4.0
23,91,4.0,1579,3.0
214,294,3.0,1417,5.0
43,1254,5.0,1079,5.0
8,963,4.0,1518,2.0
11,1728,4.0,1266,4.0
69,1006,5.0,1102,4.0
193,217,4.0,1070,5.0
43,1552,5.0,1106,5.0
51,1073,5.0,107,4.0
238,1158,5.0,1710,4.0
109,1210,1.0,383,5.0
8,1195,5.0,1167,4.0
83,859,5.0,1099,4.0
129,691,5.0,1349,4.0
230,839,4.0,1181,5.0
26,163,5.0,85,4.0
350,444,1.0,477,1.0
328,1410,5.0,1139,2.0
586,864,3.0,967,3.0
43,1731,5.0,853,4.0
43,1169,5.0,1722,5.0
0,112,4.0,1225,3.0
379,897,5.0,1239,5.0
152,1129,2.0,1260,4.0
275,18,3.0,254,3.0
64,124,3.0,1646,4.0
15,551,4.0,925,4.0
210,1222,5.0,1385,4.0
1,867,3.0,328,4.0
296,1182,4.0,943,4.0
375,433,5.0,1006,5.0
145,576,3.0,434,2.0
19,212,5.0,269,4.0
23,1432,5.0,1598,4.0
81,1188,5.0,612,5.0
336,18,2.0,1196,3.0
122,977,5.0,253,5.0
81,309,5.0,1718,4.0
173,1329,5.0,1447,4.0
63,875,2.0,859,2.0
113,707,3.0,227,5.0
75,1061,3.0,1608,5.0
15,624,5.0,36,4.0
38,125,5.0,1070,4.0
32,1016,5.0,78,3.0
119,244,4.0,572,5.0
62,690,3.0,906,5.0
39,1058,4.0,1010,3.0
81,1400,5.0,1577,5.0
703,307,5.0,1277,2.0
471,233,5.0,489,5.0
202,855,5.0,572,4.0
38,1253,5.0,943,5.0
85,217,2.0,460,3.0
23,967,5.0,125,5.0
207,822,4.0,1111,4.0
15,992,2.0,1195,5.0
207,1058,4.0,566,2.0
15,881,4.0,479,5.0
63,1601,3.0,1626,5.0
146,1713,1.0,1154,5.0
221,419,4.0,347,4.0
104,1054,4.0,351,3.0
23,16,5.0,970,5.0
208,539,5.0,1260,4.0
129,1445,4.0,909,5.0
358,1520,4.0,492,5.0
19,1377,3.0,561,5.0
222,82,5.0,788,4.0
38,1107,4.0,183,3.0
276,1184,3.0,251,2.0
231,310,4.0,623,5.0
44,1032,4.0,1006,4.0
23,145,4.0,91,4.0
73,592,5.0,932,5.0
23,1305,1.0,334,3.0
109,729,2.0,1694,5.0
44,1685,5.0,461,4.0
37,1344,4.0,1334,4.0
183,740,4.0,1463,4.0
160,647,4.0,1389,1.0
8,634,4.0,332,4.0
268,245,2.0,1110,4.0
8,770,4.0,840,3.0
143,643,4.0,219,4.0
141,467,4.0,920,3.0
466,627,5.0,1054,3.0
208,34,2.0,1757,4.0
223,1432,4.0,1564,2.0
23,977,5.0,946,5.0
157,468,5.0,603,4.0
242,483,5.0,244,5.0
177,1704,3.0,686,3.0
106,1377,2.0,1100,4.0
33,1284,2.0,411,4.0
145,865,5.0,78,2.0
43,1606,4.0,1016,5.0
24,1110,3.0,332,1.0
42,816,3.0,276,4.0
83,1501,5.0,1213,5.0
193,243,5.0,153,5.0
85,1108,4.0,1093,4.0
222,9,4.0,1482,4.0
97,1126,4.0,1147,4.0
356,1433,3.0,1195,3.0
38,1243,4.0,1407,5.0
15,307,1.0,763,4.0
61,1144,5.0,1386,4.0
180,1606,4.0,743,3.0
68,467,4.0,623,5.0
106,1480,3.0,1742,1.0
51,873,3.0,47,4.0
274,1070,3.0,1374,3.0
8,700,5.0,1087,5.0
93,740,4.0,62,3.0
81,97,5.0,1228,5.0
253,280,4.0,623,4.0
68,1494,4.0,1047,4.0
277,456,3.0,1065,5.0
49,983,4.0,334,5.0
174,1025,4.0,1399,3.0
147,517,2.0,1270,4.0
222,1314,4.0,924,4.0
129,873,5.0,1722,3.0
346,1543,1.0,156,2.0
122,482,3.0,287,3.0
354,989,4.0,1470,5.0
113,1397,3.0,571,5.0
23,618,4.0,349,5.0
177,1476,5.0,1704,3.0
321,897,3.0,1096,4.0
15,955,5.0,655,5.0
200,865,3.0,132,3.0
44,1339,3.0,815,4.0
44,904,3.0,1608,4.0
535,757,5.0,826,1.0
537,742,5.0,1258,4.0
362,865,4.0,461,4.0
11,1302,5.0,1423,2.0
232,48,5.0,722,3.0
183,692,5.0,1242,4.0
145,64,3.0,1586,5.0
38,619,4.0,1052,5.0
314,468,5.0,654,5.0
88,1041,4.0,1399,3.0
7,1632,2.0,52,4.0
16,1172,3.0,718,4.0
49,1490,5.0,411,4.0
83,1184,5.0,405,5.0
129,18,4.0,456,4.0
43,1600,3.0,639,5.0
20,37,5.0,1110,3.0
202,1552,4.0,1380,3.0
43,80,3.0,1694,5.0
225,752,3.0,1178,4.0
92,936,4.0,1084,3.0
105,451,5.0,293,4.0
22,411,4.0,1563,1.0
38,449,4.0,339,4.0
21,296,2.0,1661,2.0
471,1383,2.0,1722,4.0
16,339,4.0,1499,2.0
185,1303,5.0,621,4.0
92,407,3.0,72,4.0
192,1600,4.0,949,3.0
110,1327,4.0,447,4.0
69,1733,4.0,955,5.0
16,464,3.0,647,5.0
23,1111,5.0,1182,5.0
81,1241,5.0,683,4.0
108,657,4.0,505,4.0
71,645,5.0,302,5.0
172,289,2.0,1102,4.0
389,922,3.0,1055,4.0
71,916,5.0,1669,4.0
499,167,5.0,1112,5.0
26,1250,3.0,845,4.0
471,770,3.0,1688,4.0
341,1225,4.0,1162,4.0
127,579,5.0,1016,5.0
129,1010,5.0,1578,2.0
43,1,5.0,406,5.0
183,576,3.0,1747,4.0
153,99,2.0,398,3.0
474,215,4.0,1708,4.0
15,418,5.0,767,4.0
135,74,4.0,252,1.0
23,1616,4.0,1468,2.0
375,865,5.0,1499,5.0
185,1608,3.0,1193,5.0
377,87,4.0,397,5.0
16,166,4.0,191,3.0
43,4,5.0,552,5.0
119,1619,5.0,411,4.0
255,1544,3.0,927,3.0
59,1456,4.0,1344,3.0
197,1520,2.0,109,4.0
103,166,3.0,1071,2.0
266,281,3.0,639,3.0
247,1160,2.0,1196,3.0
37,167,4.0,924,5.0
10,6,4.0,303,2.0
11,1265,4.0,1676,1.0
8,1012,5.0,1670,2.0
96,1084,3.0,1005,4.0
43,1312,5.0,54,5.0
81,51,5.0,1237,5.0
153,1697,4.0,507,3.0
135,34,2.0,1379,4.0
146,51,4.0,293,3.0
71,1712,5.0,352,5.0
26,128,4.0,1520,5.0
51,1364,4.0,1205,4.0
71,1504,5.0,1755,5.0
24,167,3.0,1048,4.0
183,162,5.0,887,5.0
19,1682,2.0,1365,2.0
73,1536,3.0,842,2.0
81,912,3.0,758,5.0
44,1339,3.0,1164,3.0
26,165,5.0,764,5.0
11,901,4.0,604,4.0
49,388,5.0,1307,3.0
438,602,5.0,717,4.0
30,567,4.0,759,3.0
145,707,3.0,1468,2.0
22,178,5.0,889,4.0
61,1587,4.0,11,4.0
172,405,4.0,1260,4.0
32,1270,4.0,927,4.0
44,568,4.0,1371,4.0
23,738,5.0,1111,5.0
20,1642,4.0,1183,4.0
185,896,4.0,551,5.0
314,1721,4.0,1516,3.0
213,1158,4.0,795,3.0
190,1450,3.0,191,5.0
167,1564,2.0,429,3.0
394,650,4.0,988,1.0
23,1681,5.0,1524,3.0
85,1073,1.0,1740,4.0
26,1713,5.0,460,3.0
16,936,5.0,623,4.0
650,1327,2.0,1711,4.0
292,1270,4.0,111,5.0
49,1475,5.0,456,4.0
0,992,4.0,1225,3.0
81,1648,5.0,273,5.0
223,679,3.0,1577,5.0
357,455,3.0,602,2.0
193,817,3.0,287,4.0
321,329,2.0,143,4.0
40,1377,4.0,1357,4.0
40,592,5.0,309,5.0
43,967,5.0,154,4.0
213,885,2.0,71,3.0
238,1026,4.0,309,4.0
208,1377,4.0,237,5.0
40,576,4.0,531,3.0
15,1437,5.0,1327,4.0
25,25,4.0,301,4.0
15,432,4.0,1073,3.0
296,738,5.0,281,2.0
149,1315,5.0,1157,4.0
128,218,3.0,1278,4.0
149,1012,4.0,1428,5.0
154,229,5.0,1544,4.0
209,500,5.0,1694,4.0
44,896,4.0,473,5.0
442,1552,3.0,1711,3.0
331,456,2.0,520,3.0
54,386,3.0,1354,5.0
62,1635,4.0,1173,3.0
537,1026,3.0,878,4.0
229,136,5.0,862,3.0
86,1282,4.0,911,4.0
33,451,3.0,1141,4.0
374,359,2.0,1723,3.0
119,444,4.0,143,3.0
11,1442,3.0,760,4.0
421,1169,4.0,974,4.0
54,212,5.0,104,5.0
49,1267,3.0,1414,4.0
379,186,2.0,686,5.0
15,1058,5.0,683,4.0
27,468,3.0,479,1.0
146,1480,4.0,1643,3.0
105,1092,1.0,1303,4.0
44,917,4.0,1050,2.0
11,832,3.0,212,4.0
16,326,3.0,831,5.0
44,466,4.0,1017,5.0
76,1280,1.0,165,3.0
274,890,4.0,970,5.0
480,690,4.0,1287,2.0
270,583,3.0,910,4.0
595,1250,2.0,251,3.0
16,1460,4.0,460,3.0
208,726,4.0,761,5.0
462,1024,5.0,332,4.0
54,1402,4.0,1358,4.0
132,324,3.0,294,1.0
202,1638,2.0,1052,5.0
160,424,3.0,971,3.0
200,996,5.0,921,5.0
15,1488,4.0,1197,3.0
54,517,4.0,924,5.0
149,1267,5.0,1028,5.0
180,1162,4.0,1643,3.0
26,54,5.0,1483,5.0
44,572,5.0,61,4.0
228,1041,3.0,485,4.0
49,1550,5.0,1103,4.0
33,453,4.0,1503,4.0
270,1667,4.0,1181,3.0
11,1122,2.0,557,4.0
183,1136,3.0,988,5.0
44,1189,4.0,1164,3.0
212,1437,4.0,639,4.0
215,519,4.0,602,2.0
177,1296,4.0,1635,5.0
51,1413,5.0,1358,4.0
468,1312,5.0,1250,4.0
97,1345,5.0,1033,4.0
222,530,3.0,1433,3.0
44,692,5.0,1354,4.0
81,228,4.0,1160,5.0
454,1100,2.0,1567,4.0
49,758,4.0,918,3.0
44,922,3.0,1210,4.0
44,1099,3.0,879,4.0
81,1126,4.0,939,3.0
452,406,3.0,1079,3.0
25,1099,3.0,1644,4.0
282,1217,5.0,1110,5.0
54,897,3.0,873,3.0
81,528,5.0,894,3.0
144,913,2.0,901,3.0
225,521,5.0,607,5.0
518,1562,3.0,399,5.0
96,992,4.0,122,5.0
222,276,3.0,942,4.0
246,276,4.0,827,3.0
8,198,4.0,1144,4.0
119,579,3.0,334,4.0
129,1419,5.0,125,3.0
51,1400,5.0,717,5.0
287,1093,4.0,172,3.0
25,260,5.0,293,2.0
44,1737,5.0,205,5.0
295,537,3.0,603,3.0
16,1248,5.0,1417,4.0
8,115,5.0,106,5.0
61,405,5.0,847,4.0
257,1011,3.0,228,2.0
122,300,2.0,413,5.0
305,332,2.0,221,2.0
629,1030,3.0,843,3.0
129,967,5.0,1356,5.0
145,309,4.0,1531,4.0
76,821,4.0,1160,5.0
444,867,2.0,1722,2.0
61,1667,2.0,138,4.0
36,100,3.0,229,4.0
43,378,5.0,1021,4.0
23,322,4.0,1207,5.0
319,19,4.0,603,3.0
228,752,4.0,97,4.0
193,294,4.0,1564,4.0
43,1360,5.0,1303,5.0
201,965,2.0,461,1.0
37,737,5.0,1608,3.0
26,230,4.0,1101,1.0
274,806,4.0,141,2.0
76,1428,4.0,521,5.0
23,1312,4.0,1508,4.0
43,866,5.0,1557,4.0
83,107,5.0,572,3.0
769,726,3.0,254,2.0
782,932,2.0,1031,2.0
61,1057,3.0,451,4.0
496,1620,3.0,1278,4.0
190,1136,3.0,1196,4.0
119,1421,3.0,1599,5.0
313,405,4.0,1034,5.0
274,1700,1.0,245,4.0
145,547,5.0,762,4.0
