item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6
44,1458,5.0,739,,342,,967,5.0,489,4.0,523,3.0
40,500,4.0,1637,4.0,951,,1194,3.0,139,,1502,4.0
44,1536,5.0,883,3.0,921,3.0,1002,,430,,1391,4.0
202,1520,4.0,448,2.0,339,4.0,853,4.0,696,,121,
26,1752,,1210,3.0,1244,,1004,4.0,1101,1.0,1182,5.0
16,1011,4.0,1301,4.0,598,4.0,502,4.0,298,4.0,1514,3.0
44,611,4.0,372,,24,,475,5.0,61,4.0,286,3.0
33,755,4.0,406,4.0,1640,4.0,585,4.0,633,,491,
51,276,5.0,806,5.0,1622,,1047,4.0,795,5.0,1519,
208,1586,4.0,484,,136,3.0,696,5.0,1480,1.0,95,
81,1136,5.0,1685,5.0,153,,1724,5.0,814,4.0,1278,5.0
44,16,5.0,1008,,1314,3.0,437,,72,3.0,1407,5.0
81,688,,1713,5.0,1638,3.0,774,,968,4.0,506,5.0
274,1440,3.0,19,4.0,1637,,1609,5.0,985,4.0,526,
42,816,3.0,1425,4.0,1141,4.0,921,2.0,474,,431,
109,947,2.0,1320,,105,,954,5.0,670,5.0,1327,5.0
81,1504,5.0,1425,5.0,631,4.0,587,4.0,492,3.0,1550,4.0
21,1315,4.0,999,4.0,1080,,1658,1.0,411,4.0,1051,3.0
26,1328,4.0,576,4.0,17,5.0,947,4.0,419,5.0,571,
15,947,3.0,806,,439,5.0,857,,1099,5.0,813,4.0
81,288,,1282,5.0,1668,,1492,5.0,1748,5.0,1373,4.0
280,1028,3.0,468,4.0,1078,3.0,183,,1148,4.0,575,
49,1617,4.0,1089,,241,,532,4.0,648,5.0,537,5.0
15,561,4.0,420,,324,5.0,1033,,1197,3.0,925,4.0
71,1012,,966,5.0,790,3.0,1289,3.0,826,5.0,63,
24,370,,418,3.0,1747,1.0,502,2.0,745,,638,2.0
49,883,5.0,1529,5.0,537,5.0,282,,574,4.0,1438,
209,961,4.0,18,3.0,487,,632,3.0,617,3.0,954,
23,564,5.0,166,5.0,1670,3.0,1304,5.0,1594,,925,
81,336,,1681,5.0,260,5.0,1036,4.0,638,5.0,30,
8,1411,,707,4.0,500,5.0,1564,4.0,1101,3.0,1455,4.0
26,640,5.0,1603,,884,3.0,245,,857,5.0,505,5.0
598,753,4.0,1652,4.0,741,5.0,1013,,598,4.0,669,
375,1298,,1106,5.0,902,,615,5.0,231,2.0,684,4.0
10,1634,2.0,1060,5.0,167,3.0,1113,,1002,,506,5.0
43,1377,2.0,1299,,365,5.0,1630,4.0,1326,,1294,4.0
39,576,2.0,690,4.0,504,,409,,937,2.0,686,2.0
44,176,4.0,168,4.0,1530,3.0,1339,3.0,748,4.0,719,
23,1249,,1255,4.0,1736,,876,3.0,910,5.0,1215,5.0
11,1410,,355,5.0,1142,,678,2.0,1128,5.0,351,4.0
23,1316,,998,5.0,1078,5.0,1002,,733,5.0,1278,5.0
129,1152,,1153,,1299,5.0,872,4.0,988,2.0,205,5.0
23,912,3.0,802,5.0,1282,5.0,1465,,238,,1535,4.0
292,872,,985,4.0,1210,3.0,1034,3.0,1645,,671,4.0
16,336,3.0,544,,304,4.0,133,4.0,1021,3.0,1071,2.0
15,1313,4.0,1588,3.0,168,5.0,505,5.0,474,,1167,
146,983,,616,4.0,217,2.0,235,4.0,1485,,670,2.0
19,544,,146,3.0,806,2.0,1127,,1054,5.0,1711,4.0
11,452,5.0,1528,,1689,4.0,314,3.0,1229,,493,4.0
129,356,,1608,3.0,1723,,797,4.0,717,5.0,270,4.0
23,1525,,693,,857,5.0,522,5.0,859,3.0,1259,3.0
16,256,4.0,1651,3.0,1684,5.0,996,3.0,424,2.0,1069,
193,608,,306,3.0,452,5.0,1254,,887,5.0,218,4.0
105,485,1.0,1351,2.0,107,1.0,651,,1421,,1326,2.0
62,64,5.0,352,,1033,4.0,1194,5.0,556,,1006,5.0
26,484,3.0,551,,968,5.0,953,5.0,1292,4.0,1615,
16,688,,533,4.0,1643,4.0,573,4.0,1662,2.0,782,
11,1620,,1466,3.0,828,4.0,1325,1.0,61,5.0,1711,5.0
16,882,4.0,754,,1362,2.0,228,3.0,1177,2.0,1679,
149,1408,,740,3.0,772,3.0,1015,4.0,1417,4.0,1529,
23,52,4.0,869,5.0,1113,,1018,4.0,411,5.0,1373,
37,1426,,1541,5.0,186,4.0,1643,2.0,878,,831,4.0
119,1090,3.0,1171,,884,,1209,4.0,1705,5.0,844,4.0
8,71,3.0,1657,,971,2.0,671,,639,2.0,1343,5.0
145,225,,20,5.0,1383,4.0,602,1.0,235,3.0,1020,4.0
129,770,5.0,134,,1673,,795,5.0,1628,5.0,1564,5.0
223,1024,4.0,1073,5.0,771,,1129,5.0,1375,3.0,767,2.0
81,544,5.0,1265,,1602,5.0,1122,4.0,1571,3.0,236,
177,1301,2.0,1158,,456,4.0,1608,4.0,461,4.0,750,
25,1472,4.0,739,,357,2.0,486,4.0,328,,203,4.0
127,535,4.0,695,4.0,729,3.0,396,5.0,44,,1103,
49,1456,,1712,5.0,1601,3.0,162,4.0,1139,,1123,4.0
11,592,3.0,801,4.0,1043,,1657,5.0,698,,1563,5.0
23,227,3.0,1077,3.0,853,4.0,805,,21,,1003,5.0
96,1043,,502,1.0,1046,,39,2.0,1242,5.0,894,2.0
81,1168,5.0,338,4.0,231,3.0,731,5.0,206,,1071,
76,1296,5.0,401,,996,4.0,1380,4.0,357,3.0,1739,
51,176,5.0,1202,,1189,5.0,1254,4.0,440,,573,5.0
181,1648,,1110,5.0,806,3.0,647,2.0,1208,,618,1.0
23,1316,,5,5.0,758,5.0,1292,5.0,60,,13,5.0
62,1553,,1588,5.0,968,4.0,138,4.0,1340,,1086,5.0
54,530,4.0,802,5.0,116,,678,,679,4.0,206,5.0
49,834,3.0,1669,5.0,1702,,1207,3.0,749,,1310,4.0
49,1728,5.0,721,5.0,1649,,1077,5.0,922,5.0,1390,
16,468,5.0,662,4.0,391,,600,2.0,1435,,62,4.0
26,166,2.0,1223,3.0,921,4.0,411,5.0,269,5.0,1005,5.0
1,1078,4.0,600,3.0,1579,,397,4.0,1341,5.0,30,
8,641,5.0,1426,,4,3.0,1658,,331,5.0,1691,5.0
81,481,,1123,4.0,646,4.0,1462,,439,4.0,734,4.0
49,801,4.0,1602,,3,,102,5.0,1671,5.0,713,4.0
1,1508,,1254,3.0,503,,345,4.0,1756,1.0,174,4.0
377,359,,519,4.0,1577,4.0,444,4.0,1021,,1598,3.0
43,1360,5.0,690,,1381,5.0,406,5.0,1190,,713,4.0
207,865,3.0,546,,1458,,1689,1.0,937,3.0,1181,1.0
43,1696,5.0,453,5.0,727,,1240,3.0,1626,,572,2.0
377,177,3.0,834,2.0,588,,172,3.0,1503,1.0,959,
85,736,,1377,4.0,1362,,697,4.0,1497,4.0,268,3.0
81,1714,,595,,437,5.0,693,5.0,1400,5.0,1578,5.0
128,1090,4.0,1364,,1126,,567,4.0,967,5.0,1149,4.0
23,1169,,1609,3.0,1210,3.0,155,,460,3.0,29,4.0
44,1728,5.0,129,4.0,166,5.0,856,5.0,1273,,170,
281,1544,5.0,1725,,910,3.0,623,4.0,911,,271,3.0
111,1426,4.0,514,,707,4.0,1479,3.0,1162,,847,5.0
129,993,5.0,1140,,1461,,1479,3.0,1278,5.0,623,5.0
183,1712,,1424,4.0,1713,4.0,376,,1274,5.0,1630,4.0
222,451,4.0,439,3.0,1546,5.0,76,,1437,4.0,878,
1,1029,,391,4.0,1689,3.0,1051,2.0,1469,,1581,3.0
26,1297,,386,,1398,5.0,1241,5.0,1565,4.0,686,4.0
61,788,4.0,423,5.0,1479,4.0,615,4.0,1674,,1068,3.0
15,418,5.0,738,5.0,690,4.0,1179,5.0,411,5.0,1711,3.0
43,785,5.0,405,5.0,230,5.0,714,,76,5.0,125,5.0
377,1616,,1265,5.0,65,,470,5.0,988,1.0,1631,1.0
0,325,5.0,696,4.0,697,4.0,1691,,333,4.0,670,3.0
1,368,,1429,3.0,965,3.0,1547,4.0,603,4.0,478,
438,688,,404,,837,5.0,806,5.0,444,3.0,396,5.0
43,1345,4.0,1505,5.0,1685,,839,5.0,1176,4.0,507,
15,1251,5.0,1622,5.0,536,,585,2.0,426,,779,5.0
15,83,5.0,566,5.0,519,5.0,1018,5.0,108,,591,4.0
15,1331,,19,5.0,20,5.0,772,4.0,1358,4.0,47,5.0
49,1488,,741,5.0,1142,,809,3.0,537,5.0,333,5.0
38,646,5.0,696,4.0,1640,,1243,4.0,1757,2.0,1085,
15,162,5.0,373,,231,3.0,1095,5.0,505,5.0,444,3.0
23,499,,772,5.0,277,5.0,1317,5.0,521,5.0,415,5.0
51,1587,5.0,1367,5.0,984,,1530,,330,5.0,734,5.0
16,1202,,1607,3.0,1689,4.0,842,4.0,1482,,749,4.0
193,657,4.0,1012,5.0,695,,1722,4.0,1035,,781,5.0
48,1028,,297,,1210,5.0,218,4.0,1038,5.0,1694,5.0
54,321,4.0,1270,4.0,555,4.0,718,,1455,,639,5.0
208,832,5.0,595,,1333,5.0,952,4.0,217,3.0,780,
16,1058,3.0,84,2.0,854,4.0,888,3.0,9,,558,3.0
23,480,,1154,5.0,1589,4.0,1317,5.0,218,5.0,1231,4.0
26,1720,1.0,1357,5.0,797,5.0,910,,303,,415,4.0
127,1105,,713,4.0,1018,4.0,1084,3.0,317,,973,4.0
54,370,5.0,164,,1270,4.0,202,,1066,4.0,779,5.0
83,977,5.0,179,,200,,315,4.0,445,4.0,1598,3.0
149,1169,4.0,852,,740,3.0,618,3.0,222,,271,3.0
8,32,5.0,1425,3.0,1682,4.0,260,,318,,398,5.0
81,1026,5.0,1122,4.0,407,,1658,5.0,59,,1533,4.0
15,1430,4.0,215,4.0,425,4.0,889,5.0,1033,,1679,4.0
8,320,,1479,4.0,1577,5.0,1114,2.0,143,,319,5.0
23,1728,5.0,736,5.0,325,,1367,4.0,1259,3.0,1660,4.0
8,97,4.0,277,5.0,727,,186,4.0,1341,5.0,782,
81,500,,1445,,87,4.0,1704,5.0,1100,4.0,670,5.0
274,1682,,133,5.0,167,5.0,605,3.0,1470,4.0,30,
26,1380,4.0,885,4.0,22,,1545,,444,5.0,1407,5.0
15,288,4.0,1300,5.0,183,4.0,124,3.0,509,,1471,
23,517,5.0,1334,4.0,1529,,1196,4.0,301,,398,3.0
292,1168,4.0,390,2.0,1254,4.0,1337,,717,5.0,1117,
23,562,5.0,387,5.0,660,,1206,4.0,38,,921,5.0
255,1504,,561,2.0,1634,3.0,1269,5.0,872,,78,3.0
42,1203,3.0,1172,3.0,505,,235,3.0,828,4.0,94,
16,1056,3.0,1187,5.0,1493,,475,4.0,1181,5.0,861,
51,1072,5.0,964,5.0,1124,,1365,5.0,922,5.0,670,
1,1120,,1506,5.0,1044,5.0,1722,4.0,460,5.0,1550,
44,1441,3.0,1379,5.0,902,,1737,5.0,1275,4.0,1294,4.0
119,1185,5.0,1236,,1511,,701,5.0,702,4.0,1647,4.0
197,832,3.0,848,,917,4.0,1158,3.0,1254,4.0,333,3.0
149,1025,4.0,1748,5.0,839,4.0,203,,1101,,1391,4.0
16,1141,,277,,1381,3.0,1181,5.0,13,2.0,830,4.0
208,791,4.0,87,3.0,1194,4.0,1580,4.0,1213,3.0,1630,
11,947,,773,5.0,1111,5.0,843,5.0,844,,142,5.0
44,881,5.0,1559,3.0,8,4.0,1193,5.0,1677,,1693,
23,144,5.0,1441,4.0,1603,,1355,5.0,1549,1.0,798,
42,513,3.0,259,3.0,1432,3.0,748,,1295,2.0,287,
127,1296,4.0,1064,,1273,,1260,4.0,717,4.0,1534,4.0
223,1072,4.0,1349,3.0,1479,4.0,701,,15,,1023,1.0
26,448,4.0,275,5.0,1643,3.0,1675,,683,,1183,5.0
40,160,5.0,1059,4.0,101,2.0,121,4.0,1724,5.0,717,5.0
8,401,3.0,595,5.0,1588,5.0,329,5.0,348,,910,4.0
81,1521,4.0,1411,,1098,4.0,122,5.0,335,5.0,767,
16,1233,,609,3.0,339,4.0,1380,3.0,932,5.0,1636,
23,256,5.0,1265,5.0,117,,1542,4.0,1255,4.0,1391,
44,1746,,679,2.0,616,5.0,842,3.0,364,,591,4.0
129,405,5.0,710,4.0,1498,,1644,,1453,4.0,1598,4.0
113,1345,3.0,198,3.0,600,4.0,1580,,1182,4.0,975,
15,1618,2.0,787,,277,4.0,741,5.0,106,5.0,223,
11,1732,4.0,100,4.0,1572,,230,4.0,1018,,315,5.0
54,1536,,1648,4.0,1414,4.0,1432,4.0,1513,4.0,1294,
51,1367,5.0,265,5.0,1674,,572,3.0,974,5.0,559,
49,582,,455,5.0,1099,5.0,1742,,1071,4.0,1343,5.0
16,64,2.0,1,4.0,1027,4.0,83,3.0,755,3.0,1142,
73,960,,1301,,392,5.0,1100,1.0,351,4.0,831,1.0
43,1328,5.0,1433,5.0,890,5.0,476,,1197,,1182,5.0
11,166,5.0,743,,1131,,1198,4.0,1294,5.0,303,4.0
40,785,5.0,213,,505,4.0,1629,5.0,1421,4.0,14,
193,1017,5.0,1065,4.0,1209,4.0,1194,4.0,1677,,62,
69,480,4.0,835,,1733,4.0,1461,,1432,4.0,1676,2.0
26,1379,5.0,836,2.0,1012,3.0,1400,4.0,1258,,1582,
207,512,,1703,2.0,1432,2.0,313,,1529,3.0,539,5.0
127,1696,5.0,1059,,1334,4.0,1194,5.0,877,3.0,399,
62,768,5.0,562,,485,4.0,1352,1.0,472,3.0,1323,1.0
23,1187,,1156,5.0,1463,4.0,1212,5.0,30,,623,5.0
129,1447,,1149,,557,5.0,573,5.0,1310,5.0,1294,5.0
43,544,,483,3.0,1123,5.0,1013,5.0,843,5.0,923,
8,370,,803,3.0,1349,,1206,4.0,1720,3.0,540,3.0
199,1440,4.0,1748,2.0,229,4.0,792,,1243,3.0,1503,
15,1618,2.0,936,5.0,889,5.0,1113,4.0,701,,270,3.0
49,755,,1207,3.0,409,5.0,827,3.0,1503,5.0,1263,
208,162,5.0,1173,,121,4.0,170,4.0,1503,4.0,1231,
43,260,,1462,,1544,5.0,1242,5.0,1675,4.0,859,5.0
164,1248,,129,5.0,450,,1579,5.0,1356,3.0,61,4.0
49,1555,,69,4.0,713,4.0,860,,1564,5.0,877,3.0
15,1248,2.0,977,5.0,1458,,1270,3.0,1308,,797,4.0
81,120,,587,4.0,603,4.0,220,,1181,5.0,1534,5.0
83,1217,5.0,1284,3.0,1621,,694,,456,4.0,815,3.0
11,400,2.0,1377,3.0,930,,1398,5.0,1591,3.0,1103,4.0
43,832,5.0,1733,,374,3.0,918,5.0,1623,4.0,522,5.0
38,1113,,1289,3.0,537,3.0,747,,717,4.0,1647,4.0
51,1233,,873,3.0,713,4.0,618,5.0,540,5.0,1246,
129,1220,3.0,151,,1625,5.0,811,5.0,719,,1263,4.0
83,1027,4.0,484,3.0,485,,1304,3.0,1080,,222,4.0
43,145,,1057,,1313,5.0,579,3.0,102,5.0,1549,2.0
81,866,,1603,5.0,1012,5.0,935,5.0,1400,5.0,1114,4.0
255,1011,2.0,789,3.0,1094,3.0,792,3.0,826,,1263,
15,245,5.0,631,3.0,1080,,170,5.0,1182,4.0,830,5.0
37,1136,5.0,801,5.0,1234,,1333,4.0,648,,843,5.0
86,864,5.0,114,4.0,1267,,441,,219,5.0,1375,3.0
43,866,5.0,311,5.0,1179,,157,5.0,461,5.0,1726,4.0
103,305,,1314,2.0,1638,2.0,828,2.0,1724,,1358,4.0
8,1621,,1478,,505,5.0,796,5.0,974,5.0,1391,5.0
16,448,3.0,678,4.0,568,4.0,1100,,1277,,479,2.0
287,1248,5.0,949,4.0,522,,733,,573,1.0,254,2.0
81,257,,115,5.0,1254,,871,5.0,109,4.0,1054,5.0
26,839,5.0,874,3.0,444,5.0,1276,4.0,1453,,894,4.0
113,752,,951,,1559,5.0,365,4.0,943,4.0,159,4.0
23,897,5.0,370,5.0,275,,147,,228,3.0,1580,5.0
16,32,5.0,1745,5.0,968,4.0,233,4.0,1403,3.0,718,4.0
8,1504,4.0,514,,1220,4.0,679,3.0,1368,,987,3.0
43,371,5.0,1012,5.0,1300,5.0,58,3.0,618,5.0,927,
193,512,,1124,,726,5.0,887,5.0,568,5.0,845,5.0
16,592,3.0,1664,,1185,,132,4.0,1018,1.0,78,3.0
62,370,,758,4.0,934,4.0,568,,1417,5.0,1358,3.0
197,1410,3.0,596,,84,3.0,760,,1658,3.0,1054,3.0
16,1637,3.0,981,,39,3.0,1241,5.0,908,3.0,1117,
11,325,2.0,1464,,729,3.0,1481,,1689,4.0,911,3.0
193,1521,,999,5.0,1098,5.0,1547,5.0,125,,254,5.0
219,1575,3.0,1303,2.0,1688,4.0,1741,,765,4.0,222,
49,546,,930,,1316,5.0,1671,5.0,842,4.0,892,4.0
238,1732,,631,,759,4.0,1018,4.0,251,1.0,1071,4.0
11,1360,,164,,647,4.0,1496,5.0,972,5.0,796,5.0
33,145,3.0,1683,,83,,1606,4.0,1274,3.0,925,5.0
149,240,,801,,962,4.0,231,3.0,25,4.0,58,5.0
222,416,,1289,4.0,1290,4.0,1597,,686,4.0,735,5.0
16,48,5.0,116,,1751,2.0,775,,733,3.0,319,4.0
44,289,,1014,5.0,1734,4.0,361,4.0,188,5.0,765,5.0
541,1730,4.0,1314,4.0,806,2.0,503,,328,,351,4.0
169,1158,5.0,967,5.0,1096,3.0,906,5.0,237,,1133,
11,560,4.0,467,4.0,852,,666,4.0,971,3.0,350,
49,177,2.0,1298,,1140,,1223,4.0,1623,5.0,1658,4.0
42,116,5.0,580,3.0,1606,4.0,1305,,122,4.0,1295,2.0
128,505,5.0,1626,5.0,1674,,795,5.0,235,5.0,765,
8,722,4.0,1432,5.0,264,,1466,,443,4.0,1100,2.0
16,932,5.0,759,3.0,1592,3.0,1273,,1018,1.0,479,2.0
11,100,4.0,1542,,1398,5.0,1306,3.0,860,4.0,126,3.0
129,289,5.0,1331,,1603,5.0,135,5.0,1067,,1054,5.0
26,1616,2.0,864,4.0,275,5.0,757,3.0,521,5.0,281,4.0
287,1121,,1239,4.0,887,,618,1.0,1564,3.0,525,5.0
200,768,,961,4.0,122,3.0,572,5.0,1677,,958,3.0
8,439,5.0,1319,,8,4.0,713,3.0,1564,4.0,76,
16,1124,4.0,806,1.0,1094,3.0,455,2.0,1081,,1193,4.0
129,1620,5.0,838,,1339,,364,5.0,972,5.0,62,4.0
129,1637,5.0,758,5.0,775,,1580,,845,5.0,655,5.0
61,97,4.0,465,,1170,4.0,358,3.0,461,4.0,671,3.0
26,1600,,1702,4.0,312,,681,3.0,11,5.0,268,4.0
16,1473,4.0,1409,3.0,762,4.0,1323,4.0,268,4.0,588,
43,85,3.0,1397,5.0,667,,1467,,1246,3.0,1006,5.0
8,963,4.0,1444,5.0,724,5.0,1173,,458,,1195,5.0
8,418,5.0,325,5.0,120,,377,,1291,4.0,943,5.0
85,1552,5.0,565,,647,2.0,1688,,1631,3.0,383,4.0
193,882,,1205,5.0,982,5.0,791,4.0,1739,5.0,732,4.0
113,198,3.0,967,5.0,1032,3.0,680,,1066,,378,5.0
218,529,,1169,4.0,514,4.0,1196,2.0,381,,1533,3.0
15,646,5.0,167,4.0,1368,,1609,,1406,4.0,766,5.0
197,1426,3.0,468,5.0,1145,,461,3.0,141,2.0,222,
23,1524,3.0,1367,4.0,1656,,1003,5.0,828,5.0,109,5.0
26,64,4.0,97,5.0,1349,4.0,949,5.0,1738,,524,5.0
375,584,,1146,5.0,670,4.0,110,5.0,430,,671,2.0
11,1472,4.0,1250,5.0,681,,329,4.0,1388,3.0,1453,
1,1696,3.0,1506,5.0,1251,5.0,1321,,1674,,942,3.0
49,160,5.0,1504,4.0,242,,404,5.0,1002,,1006,5.0
146,145,3.0,1394,4.0,1589,,1480,4.0,106,3.0,127,
0,1432,3.0,1194,4.0,1419,,1694,4.0,303,3.0,367,
15,1747,5.0,708,,229,3.0,489,5.0,1436,4.0,926,5.0
8,50,,1013,,1017,4.0,1309,4.0,1086,5.0,670,2.0
222,304,,912,3.0,736,,405,4.0,974,4.0,1375,3.0
71,1712,5.0,645,5.0,683,5.0,460,,1517,5.0,1246,
8,659,,324,4.0,24,5.0,457,5.0,1086,5.0,1695,4.0
43,528,4.0,1649,5.0,356,,969,5.0,1131,,427,4.0
44,179,,870,4.0,679,2.0,1593,3.0,217,2.0,975,
81,483,3.0,196,,137,,1612,5.0,1724,5.0,127,5.0
225,129,4.0,865,5.0,1287,4.0,57,,990,4.0,1710,
219,1539,4.0,308,,101,4.0,1462,5.0,278,4.0,1113,
228,357,4.0,1466,,650,4.0,380,5.0,397,5.0,783,
48,1584,4.0,1189,,1097,5.0,970,5.0,429,,494,4.0
92,1588,4.0,1364,2.0,1333,4.0,776,2.0,1596,,78,
15,211,,244,,519,5.0,920,4.0,25,5.0,1547,4.0
16,1632,,757,,678,4.0,218,2.0,29,5.0,62,4.0
246,465,,481,4.0,647,,1403,3.0,572,4.0,286,3.0
11,595,4.0,596,,603,5.0,1613,4.0,1103,4.0,351,4.0
183,1513,4.0,1114,,589,4.0,990,4.0,847,5.0,1135,
109,402,,1395,5.0,294,5.0,280,3.0,104,5.0,1757,4.0
85,945,,897,4.0,309,5.0,1527,,1210,4.0,831,5.0
16,192,4.0,132,4.0,949,3.0,1528,2.0,1273,,1210,3.0
219,1460,4.0,580,,694,5.0,311,5.0,713,3.0,844,
111,1216,,1109,,103,5.0,937,3.0,1450,3.0,1228,5.0
96,1041,2.0,99,4.0,167,,681,,74,3.0,670,3.0
61,227,1.0,314,4.0,395,5.0,108,,572,4.0,1724,4.0
23,82,4.0,837,4.0,229,4.0,652,5.0,1103,5.0,495,
374,704,,244,3.0,406,4.0,153,4.0,875,4.0,1311,
43,1700,1.0,1335,5.0,824,4.0,1402,,1118,5.0,687,
11,1312,,422,3.0,1463,4.0,1451,,1357,4.0,798,4.0
49,1686,3.0,711,,55,,519,4.0,88,5.0,138,4.0
15,853,4.0,632,5.0,24,5.0,1384,5.0,153,,1404,
54,262,4.0,235,,556,3.0,1357,5.0,31,5.0,639,5.0
44,1075,5.0,132,4.0,310,4.0,935,,396,5.0,831,5.0
43,1684,,1300,5.0,185,,697,5.0,732,4.0,1039,3.0
68,1091,2.0,1044,4.0,486,,1303,3.0,1578,,159,5.0
11,1187,5.0,1332,,1238,,535,4.0,1181,5.0,862,3.0
11,192,4.0,50,,1731,,1428,4.0,38,5.0,631,5.0
49,228,,294,3.0,54,4.0,1303,5.0,604,4.0,895,
1,370,,1475,1.0,1748,5.0,824,2.0,1389,2.0,1006,3.0
36,624,3.0,18,3.0,67,,1012,4.0,277,3.0,1021,4.0
44,611,4.0,740,,261,3.0,856,5.0,1272,,477,1.0
81,586,5.0,794,5.0,1130,5.0,1579,4.0,475,5.0,1471,
1,19,5.0,1701,5.0,950,,778,,525,5.0,623,4.0
44,1042,4.0,1395,4.0,420,2.0,198,4.0,1083,4.0,1183,
111,1441,4.0,914,,1410,3.0,227,3.0,280,5.0,1338,
81,905,4.0,1242,4.0,958,,734,4.0,847,5.0,1423,
133,1600,4.0,1095,4.0,216,,603,1.0,1564,2.0,1454,
81,576,5.0,1250,,357,5.0,1084,4.0,893,,639,5.0
197,1249,1.0,132,4.0,294,3.0,1115,,1103,3.0,799,
23,1606,5.0,326,,1494,5.0,632,3.0,1023,,1583,4.0
68,528,5.0,1334,3.0,359,,632,,397,4.0,429,4.0
16,928,3.0,1587,4.0,950,,73,5.0,1722,5.0,1578,
138,276,4.0,294,4.0,999,2.0,891,,172,5.0,1517,
26,1713,5.0,34,4.0,1110,4.0,599,3.0,1399,4.0,984,
379,1024,3.0,244,4.0,52,5.0,1463,4.0,1689,,138,4.0
48,1584,4.0,293,,999,5.0,56,5.0,972,5.0,926,
16,1472,4.0,1010,4.0,1076,,85,2.0,905,4.0,1194,4.0
16,897,3.0,1700,,535,,136,3.0,458,5.0,1146,4.0
200,1088,,642,4.0,613,,1318,5.0,971,3.0,604,4.0
149,897,4.0,162,5.0,1030,4.0,1721,,1353,,717,3.0
51,1203,5.0,1731,5.0,405,5.0,1286,,456,4.0,730,
222,82,5.0,435,4.0,307,,835,4.0,1380,,172,5.0
127,1186,5.0,999,4.0,1753,,890,3.0,1755,,1503,4.0
16,578,,1187,5.0,947,2.0,269,5.0,1565,,365,5.0
61,1238,,618,4.0,314,4.0,955,5.0,1644,,1277,4.0
246,672,,1713,5.0,883,,851,5.0,536,4.0,632,3.0
43,628,,454,,167,5.0,856,5.0,1722,5.0,270,4.0
81,1428,4.0,921,5.0,779,5.0,156,,397,2.0,687,
23,832,,1650,,1078,5.0,1209,3.0,249,4.0,795,5.0
44,385,,594,5.0,789,4.0,294,5.0,840,4.0,1550,
113,1096,3.0,1145,,266,,990,4.0,271,2.0,479,2.0
225,1041,4.0,1443,,936,4.0,1436,3.0,1005,,1711,4.0
38,928,4.0,1314,5.0,486,4.0,681,5.0,524,,95,
26,405,5.0,1063,,936,4.0,555,2.0,1052,5.0,1391,
19,1472,5.0,789,3.0,1499,2.0,605,3.0,1582,,159,
183,1696,,480,5.0,1121,3.0,903,5.0,364,5.0,446,
8,1220,4.0,1446,,745,4.0,394,,1098,5.0,780,4.0
43,64,4.0,49,5.0,1713,5.0,850,,677,5.0,380,
54,642,,451,4.0,532,4.0,965,4.0,1547,,652,5.0
62,1296,2.0,292,,839,4.0,1655,,1033,4.0,1660,5.0
0,1472,4.0,899,,1644,4.0,830,4.0,415,4.0,1423,
169,1616,2.0,960,,985,5.0,316,5.0,1214,,78,4.0
149,656,4.0,1027,4.0,547,,535,3.0,1070,4.0,1087,
44,1553,,1556,5.0,120,,1340,5.0,1580,4.0,847,5.0
54,1280,5.0,549,3.0,1093,4.0,405,4.0,454,,1241,4.0
146,1328,3.0,434,3.0,172,5.0,124,,76,3.0,1343,
129,961,5.0,227,5.0,135,5.0,936,5.0,236,,1437,
8,736,,1698,5.0,420,4.0,121,,331,5.0,206,5.0
23,626,,515,,1428,5.0,538,5.0,1723,5.0,206,5.0
129,1552,,145,3.0,789,5.0,455,5.0,1165,5.0,1183,
113,480,4.0,644,5.0,597,,1557,,489,5.0,781,3.0
23,1234,,131,,85,5.0,873,3.0,844,4.0,430,3.0
43,1379,4.0,1448,,1112,5.0,953,4.0,1098,,972,5.0
11,722,3.0,1442,3.0,357,3.0,1749,,1317,5.0,1494,
81,337,,376,,363,1.0,651,4.0,734,4.0,335,5.0
15,1443,,486,4.0,1607,3.0,810,,235,5.0,1372,5.0
8,1154,4.0,314,5.0,858,,909,5.0,174,,63,2.0
119,309,4.0,998,,903,5.0,1500,,462,3.0,254,3.0
44,1024,5.0,1029,4.0,669,3.0,1485,3.0,285,,543,
16,914,3.0,373,,249,4.0,377,,813,4.0,29,5.0
23,177,4.0,437,,855,5.0,1433,4.0,427,,1086,5.0
16,1024,3.0,485,,343,,1303,3.0,505,5.0,1103,3.0
222,177,,1667,4.0,1318,3.0,1687,1.0,1256,4.0,1516,
44,1568,,514,4.0,500,5.0,916,3.0,1144,5.0,1577,
8,132,5.0,444,4.0,1661,4.0,733,,1278,,959,5.0
225,339,4.0,1300,3.0,1093,4.0,1608,3.0,717,5.0,126,
105,1585,,226,3.0,483,4.0,148,2.0,1658,2.0,1146,
8,96,,32,5.0,1043,,1606,5.0,488,5.0,124,4.0
26,1444,,1653,5.0,854,,711,5.0,1261,3.0,254,4.0
193,912,3.0,707,4.0,1044,5.0,1194,4.0,714,,1278,
129,1603,5.0,917,,405,5.0,585,4.0,1449,5.0,814,
73,1058,,711,,1290,1.0,844,3.0,351,4.0,1263,3.0
38,1314,5.0,788,5.0,1208,5.0,1241,4.0,1022,,1599,
44,579,4.0,102,5.0,230,3.0,200,3.0,909,5.0,95,
