item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7
69,560,4.0,149,,1750,5.0,855,5.0,378,2.0,572,4.0,735,
97,1314,3.0,953,,1404,,1708,3.0,1757,,1694,4.0,1071,3.0
0,1346,,755,3.0,405,3.0,486,4.0,1255,,1755,,1068,3.0
8,1392,3.0,385,,290,5.0,1144,4.0,1243,,1230,,190,4.0
23,356,5.0,1301,5.0,1399,4.0,248,,857,5.0,266,,1179,
49,113,,433,,646,5.0,603,5.0,1196,,542,2.0,1615,5.0
51,721,5.0,1651,4.0,964,5.0,581,,840,,1342,3.0,1567,
81,850,,1062,,119,5.0,794,5.0,618,4.0,1707,5.0,1263,
81,1344,5.0,400,,818,,296,5.0,108,4.0,1374,5.0,431,
43,1312,5.0,1072,5.0,801,3.0,1478,,1225,,634,,1021,4.0
183,752,,258,5.0,1718,,1065,5.0,186,4.0,1451,,1180,4.0
107,146,4.0,1174,,969,,281,2.0,846,4.0,1711,4.0,575,
11,962,4.0,323,,1364,3.0,693,,188,,765,4.0,431,4.0
44,1617,,929,4.0,1395,4.0,501,,646,4.0,1624,,716,3.0
11,1153,5.0,1250,5.0,338,3.0,649,,842,4.0,1676,1.0,1053,
15,688,5.0,544,,273,5.0,243,,1702,5.0,1414,5.0,750,4.0
11,1249,4.0,1315,5.0,1525,,1717,4.0,889,4.0,1708,4.0,734,5.0
213,192,4.0,1186,,1735,4.0,1320,,1694,4.0,831,4.0,1263,
11,320,,17,4.0,1347,,1753,5.0,73,,235,4.0,1054,3.0
32,1731,,1366,5.0,1049,2.0,778,,1740,,591,4.0,239,5.0
44,1185,4.0,995,,789,4.0,485,,56,,748,4.0,1004,4.0
127,1377,4.0,225,5.0,1411,,1668,,1366,,888,5.0,1530,3.0
38,231,2.0,1463,4.0,953,2.0,473,4.0,282,,603,,1755,
49,80,,592,,1684,4.0,565,5.0,1205,5.0,1030,4.0,703,
177,1377,3.0,1268,4.0,341,,1575,,585,4.0,523,,75,2.0
119,1665,,999,3.0,1609,4.0,1482,,922,3.0,315,,843,5.0
208,577,,364,4.0,1004,,461,4.0,1278,4.0,815,,623,2.0
51,1041,4.0,435,3.0,1460,,1077,4.0,247,,1368,,878,5.0
190,865,3.0,706,,1539,4.0,1750,3.0,120,,795,,843,4.0
281,1634,3.0,1222,,535,,967,4.0,1051,2.0,732,4.0,911,
225,1696,,129,4.0,1283,,1559,5.0,936,4.0,396,5.0,157,
246,693,4.0,229,,1030,,396,5.0,844,3.0,1325,,1182,2.0
113,961,4.0,1557,,1542,,953,,1468,5.0,444,3.0,78,2.0
208,384,,1217,5.0,417,5.0,1366,4.0,1143,,1497,4.0,510,
113,1344,5.0,560,4.0,1603,5.0,917,4.0,150,,1430,,734,
119,912,3.0,432,,161,,613,,294,5.0,681,4.0,843,5.0
219,54,4.0,1273,,1050,,1693,4.0,1551,3.0,943,,383,4.0
49,1713,4.0,865,5.0,642,,1395,5.0,85,,967,5.0,300,
208,594,5.0,1588,4.0,885,,1003,,1020,4.0,1564,3.0,1646,
11,1634,4.0,884,,1253,4.0,1157,,181,,1206,1.0,600,4.0
193,160,5.0,322,4.0,1090,,915,5.0,1652,5.0,697,3.0,1467,
208,1313,5.0,855,5.0,999,5.0,1402,,1245,,110,,943,4.0
222,515,,947,4.0,1525,4.0,920,,330,4.0,715,,686,4.0
8,1284,3.0,581,,822,4.0,1674,5.0,508,5.0,254,4.0,766,4.0
208,16,5.0,162,5.0,1349,,1111,,1191,,219,5.0,943,4.0
81,1697,5.0,929,5.0,1044,,581,,549,2.0,1339,,555,5.0
44,193,3.0,1171,4.0,310,4.0,278,3.0,1478,,103,5.0,1513,
49,1664,5.0,193,5.0,1683,,724,5.0,1497,4.0,365,4.0,718,
26,1328,4.0,1281,5.0,532,5.0,117,5.0,1207,4.0,1115,,1150,
43,208,,1588,5.0,884,,1318,4.0,1068,5.0,956,,1247,5.0
11,432,,961,5.0,978,4.0,1091,,119,,281,3.0,445,5.0
200,755,3.0,967,5.0,424,,153,4.0,508,4.0,1148,,893,
127,545,,789,,1671,5.0,519,5.0,72,5.0,1643,3.0,1451,5.0
44,369,3.0,1026,5.0,1363,,1045,,1079,4.0,669,3.0,349,
128,513,4.0,322,,227,,247,,520,4.0,1643,3.0,494,3.0
190,400,,849,4.0,260,,1398,4.0,1544,3.0,72,,831,5.0
16,1424,4.0,1170,4.0,1106,,1159,5.0,1688,,1050,,429,5.0
25,84,3.0,406,1.0,360,,1433,2.0,1609,4.0,1453,,1597,
16,944,,884,,85,2.0,1546,3.0,1514,3.0,1709,,174,4.0
51,1,,1283,5.0,1365,5.0,165,,702,5.0,78,,1358,4.0
0,97,3.0,883,,1432,3.0,842,,906,3.0,1068,3.0,382,
23,1184,,1075,5.0,675,4.0,148,5.0,854,,1175,5.0,1261,
222,864,,1075,,1061,4.0,454,5.0,1607,,444,4.0,1388,3.0
51,608,,160,5.0,528,,913,4.0,659,,524,4.0,1695,4.0
26,1185,4.0,164,,676,5.0,102,5.0,454,5.0,538,4.0,1725,2.0
40,160,5.0,178,,227,4.0,484,4.0,453,4.0,1335,,1242,
26,305,,757,3.0,1366,,486,,696,4.0,652,5.0,175,5.0
38,1606,4.0,1094,3.0,246,5.0,1367,,1450,3.0,619,4.0,1151,
92,736,,1203,5.0,1253,4.0,774,,1398,4.0,572,4.0,1503,
69,264,,104,4.0,1448,,122,4.0,924,5.0,285,,1597,5.0
11,305,3.0,805,,231,2.0,1689,4.0,1129,4.0,1196,5.0,221,5.0
11,496,,1217,5.0,482,4.0,1027,5.0,1275,,1164,4.0,1453,
26,51,4.0,405,5.0,6,4.0,1399,4.0,585,5.0,410,4.0,733,2.0
26,835,4.0,1558,,1751,,1144,2.0,393,5.0,1322,,495,4.0
181,592,5.0,834,5.0,67,,54,3.0,840,2.0,413,,1214,
23,913,5.0,726,4.0,791,4.0,1274,,1115,,604,4.0,685,5.0
38,532,3.0,1045,,167,4.0,745,,1034,5.0,1615,5.0,991,
129,1664,4.0,643,4.0,726,5.0,1047,5.0,1724,,541,5.0,479,3.0
15,304,2.0,768,,112,3.0,1205,5.0,391,,158,4.0,830,5.0
23,1089,,340,4.0,1160,,1129,5.0,237,,142,5.0,1598,4.0
15,592,,1121,5.0,81,5.0,881,4.0,1201,,648,,42,5.0
11,1378,,546,5.0,611,2.0,101,5.0,597,3.0,357,3.0,808,
42,1061,,985,3.0,1371,,908,4.0,221,4.0,1422,,319,1.0
33,1668,4.0,1162,,890,,1051,,444,4.0,1709,4.0,1309,4.0
185,1682,3.0,644,4.0,133,4.0,1621,,983,,632,4.0,1593,3.0
208,434,4.0,1618,,1315,5.0,55,,425,,1260,4.0,781,4.0
11,112,5.0,962,4.0,547,,196,,1638,4.0,141,5.0,1214,
38,1424,4.0,738,5.0,792,,1530,4.0,1036,3.0,975,,79,
222,738,,324,,1221,4.0,248,,489,4.0,1756,5.0,1468,5.0
81,416,5.0,451,3.0,292,,1732,4.0,988,1.0,28,,189,4.0
16,576,4.0,1235,4.0,1572,,884,,22,,1531,3.0,1199,4.0
15,1296,5.0,371,5.0,5,,1318,4.0,391,,507,4.0,459,5.0
145,258,4.0,1397,,1205,5.0,758,,616,4.0,1642,4.0,461,4.0
23,0,5.0,962,5.0,1314,4.0,819,,1480,4.0,968,5.0,1562,
146,17,,883,,1428,3.0,101,3.0,1161,,1564,3.0,1421,5.0
68,468,3.0,1333,5.0,1158,3.0,27,,555,4.0,540,,1295,2.0
16,498,3.0,1732,3.0,1156,3.0,1301,4.0,1624,,522,3.0,1182,4.0
43,1680,5.0,882,,371,5.0,1382,5.0,1542,,1356,,1357,5.0
23,562,5.0,1650,,54,,680,4.0,744,,634,4.0,447,5.0
16,706,4.0,199,,10,,636,3.0,1644,5.0,735,3.0,879,
8,530,4.0,1654,5.0,553,,555,2.0,877,5.0,574,,223,
8,304,2.0,770,4.0,1218,1.0,181,,152,,168,,77,5.0
15,1121,5.0,770,4.0,267,,1147,5.0,1437,5.0,1166,,638,4.0
23,1429,1.0,389,,325,,616,5.0,1432,5.0,1194,4.0,559,5.0
43,880,5.0,1377,2.0,725,,73,,618,5.0,1530,4.0,10,
15,1573,,1333,4.0,630,,762,5.0,362,,1674,3.0,1099,5.0
109,1649,5.0,1665,,338,4.0,1652,,644,3.0,630,5.0,199,5.0
8,1171,,965,3.0,1702,,1102,4.0,927,5.0,351,3.0,463,
37,560,,85,4.0,1591,1.0,73,,827,4.0,1212,4.0,812,
16,480,4.0,1281,,755,3.0,949,3.0,1434,4.0,411,,685,
16,1616,4.0,756,4.0,277,,793,,1161,,378,3.0,207,5.0
69,1041,5.0,1314,5.0,50,,677,,939,4.0,1676,2.0,204,
8,932,4.0,1494,,1705,,1017,4.0,1694,5.0,895,,511,4.0
8,784,,997,5.0,136,5.0,106,5.0,507,5.0,813,,973,
44,113,,1025,5.0,196,,1397,3.0,1206,3.0,1017,5.0,571,4.0
81,1091,,582,4.0,999,5.0,1688,,974,5.0,1454,,1278,5.0
1,1361,5.0,514,5.0,724,3.0,1720,,1176,,970,5.0,1005,3.0
208,995,,166,5.0,1527,,552,4.0,1371,,237,5.0,894,5.0
43,1012,5.0,437,,1017,5.0,794,,955,5.0,571,5.0,318,
228,1344,5.0,1124,5.0,213,,1686,3.0,375,,1496,,603,5.0
54,1441,4.0,947,4.0,1156,,1654,4.0,492,5.0,1326,,447,5.0
109,800,5.0,690,5.0,722,4.0,4,5.0,965,,810,,108,
49,787,,1620,4.0,391,5.0,281,3.0,394,,12,4.0,239,
36,1314,2.0,1284,,405,3.0,630,,279,,1561,4.0,221,4.0
26,640,5.0,644,5.0,709,4.0,759,3.0,970,,523,,1021,
44,146,5.0,1699,4.0,821,4.0,1335,,792,5.0,889,,158,4.0
16,1680,2.0,1553,,514,,1347,,613,5.0,280,3.0,1418,5.0
0,1041,2.0,243,4.0,804,3.0,1413,,1336,,1694,4.0,1711,5.0
11,160,4.0,560,4.0,901,4.0,21,,951,,1502,,254,5.0
23,689,5.0,643,,1123,5.0,517,5.0,13,5.0,93,,1135,
23,1616,4.0,17,5.0,36,5.0,1303,4.0,203,3.0,397,5.0,637,
134,384,3.0,1120,,117,,869,4.0,453,4.0,330,4.0,666,
23,116,5.0,598,5.0,153,4.0,905,4.0,1579,3.0,45,,31,5.0
61,850,4.0,180,,904,,1674,,1482,3.0,1643,5.0,1582,5.0
230,708,5.0,1093,4.0,1478,,1639,,72,2.0,585,3.0,653,
11,640,4.0,739,,1315,5.0,809,,1707,4.0,1261,,221,5.0
11,880,5.0,1442,3.0,547,,1301,,375,4.0,744,4.0,1517,
16,321,4.0,1730,,839,4.0,760,5.0,361,,330,5.0,1548,1.0
44,1313,5.0,434,,1718,,1030,4.0,599,4.0,473,5.0,394,
15,386,5.0,1714,5.0,212,5.0,500,5.0,57,,1578,4.0,77,4.0
42,1057,3.0,930,,1027,2.0,598,4.0,1222,,810,,762,4.0
51,1124,,821,5.0,599,5.0,827,5.0,252,,1133,,1277,4.0
157,160,4.0,1088,3.0,1139,,1635,,550,4.0,1271,,793,5.0
200,1697,,545,,1682,4.0,1684,,101,4.0,314,4.0,411,3.0
54,1330,,226,5.0,965,4.0,1177,5.0,1610,4.0,1435,,1324,
23,961,5.0,23,,1722,,570,5.0,348,4.0,636,3.0,1084,4.0
8,931,,20,,87,5.0,311,5.0,1016,5.0,1564,4.0,462,
113,976,3.0,962,5.0,213,,616,4.0,1548,,188,4.0,157,
11,1186,3.0,340,,1526,,1704,,1128,5.0,1325,1.0,1454,3.0
23,1600,4.0,1040,,259,5.0,1513,5.0,42,,171,,175,5.0
129,336,5.0,2,,1252,,212,5.0,1447,,762,4.0,1324,5.0
208,466,5.0,1059,,294,5.0,1720,4.0,650,,844,4.0,237,5.0
16,641,4.0,1394,,88,,233,4.0,171,3.0,1707,3.0,990,
16,1235,4.0,1604,4.0,1254,3.0,906,4.0,268,4.0,1197,,1006,3.0
43,609,,801,3.0,1603,5.0,1044,5.0,1529,,1323,,14,4.0
26,224,,1571,5.0,163,5.0,262,3.0,1544,,1034,5.0,107,5.0
127,1730,4.0,499,,1576,5.0,1161,5.0,606,,511,,767,5.0
11,1362,,1270,5.0,172,5.0,716,,988,1.0,958,,1631,1.0
23,881,4.0,341,4.0,648,5.0,458,,1309,,670,5.0,607,5.0
225,480,5.0,305,,1192,4.0,1129,,1196,5.0,1454,5.0,1119,
11,1344,3.0,582,4.0,807,,1079,4.0,1432,4.0,1756,1.0,1070,5.0
85,947,,1428,3.0,421,4.0,1430,,967,4.0,472,3.0,1135,
8,182,4.0,1127,,1113,5.0,1401,,1370,,558,4.0,1407,5.0
26,1026,4.0,1476,,905,4.0,1481,5.0,249,4.0,1321,5.0,1595,
69,480,4.0,1168,3.0,770,,629,,1210,4.0,842,4.0,79,
129,1172,,934,,743,4.0,827,3.0,1628,5.0,604,5.0,398,
127,1459,,1190,,310,5.0,1163,3.0,188,3.0,797,4.0,845,
81,258,5.0,1651,5.0,1558,5.0,1367,5.0,1223,5.0,568,,1487,
273,1266,1.0,1298,,1475,3.0,340,,132,4.0,136,,254,1.0
193,1330,,1699,2.0,407,,776,,747,4.0,717,5.0,638,5.0
208,1376,,951,,634,5.0,1611,3.0,1596,5.0,1118,,1006,4.0
1,1664,3.0,1536,5.0,1440,5.0,40,,456,2.0,555,1.0,812,
145,148,,325,4.0,869,2.0,71,,1484,4.0,911,,575,3.0
15,1701,,954,4.0,540,3.0,1052,4.0,892,5.0,1677,3.0,589,
81,1744,5.0,19,,278,3.0,314,5.0,1482,4.0,222,,734,4.0
16,656,,627,3.0,887,4.0,375,,397,5.0,1550,,1503,3.0
228,529,,1685,,1209,,1658,5.0,333,4.0,238,5.0,1039,4.0
129,1090,5.0,1381,5.0,1639,,903,1.0,746,,1530,5.0,1614,5.0
51,151,5.0,263,5.0,87,5.0,1096,5.0,1756,,285,,782,
86,1729,,822,3.0,791,3.0,378,5.0,1355,,973,,1359,4.0
43,384,4.0,1281,,914,4.0,610,,1067,,1533,5.0,351,5.0
81,1154,4.0,869,5.0,664,4.0,1098,4.0,762,,155,,174,
43,1072,5.0,485,,1573,4.0,1031,4.0,1752,,778,,1611,5.0
43,1456,,788,5.0,1303,5.0,856,5.0,953,4.0,1610,,684,
193,370,,1122,3.0,1333,4.0,343,,1096,,1353,5.0,90,5.0
16,18,5.0,1381,3.0,88,,1531,3.0,45,2.0,62,4.0,623,4.0
190,835,4.0,836,,1383,,231,,361,4.0,1561,5.0,314,5.0
293,209,,513,4.0,1253,5.0,1755,4.0,1260,2.0,142,,671,
16,1010,4.0,260,,853,5.0,1367,4.0,1739,4.0,1678,3.0,846,3.0
205,1651,3.0,1416,,728,,924,3.0,1358,5.0,31,,415,5.0
225,848,3.0,502,,535,4.0,1658,3.0,1084,4.0,653,,1022,
23,467,5.0,1095,,520,5.0,649,,1625,3.0,395,,223,5.0
85,1488,,897,4.0,819,,1031,3.0,39,,1208,5.0,555,4.0
23,497,,580,4.0,757,5.0,586,4.0,428,,1423,3.0,1359,
8,1472,,152,,1642,4.0,666,4.0,652,,94,4.0,31,5.0
49,1669,5.0,1545,,58,4.0,235,4.0,76,,893,,254,4.0
19,1476,3.0,532,4.0,997,,1561,3.0,346,,1055,,1071,3.0
146,1456,,693,,1621,5.0,936,3.0,1417,2.0,1162,,1259,1.0
51,384,,1314,4.0,1702,,1270,4.0,409,,460,5.0,1054,5.0
44,912,2.0,497,,930,2.0,200,3.0,441,4.0,1723,,126,4.0
16,113,4.0,930,3.0,1123,,821,,11,3.0,332,5.0,511,4.0
23,229,4.0,216,3.0,618,4.0,1086,5.0,1630,3.0,270,,255,
42,993,,98,,900,,1494,3.0,1258,4.0,1692,2.0,461,4.0
38,1488,5.0,1056,,1298,,1010,4.0,213,,1158,5.0,118,3.0
76,896,5.0,881,4.0,52,4.0,420,,167,,265,5.0,1050,
11,976,3.0,1622,,1400,4.0,1708,4.0,477,,1503,4.0,895,
36,1217,,865,5.0,1258,1.0,138,,844,2.0,446,,1391,4.0
11,1472,4.0,659,,100,4.0,1030,,790,,525,5.0,623,2.0
49,1394,,754,4.0,1684,4.0,1051,,925,5.0,190,,1503,5.0
43,1586,,820,5.0,422,,1464,,1608,3.0,574,5.0,607,4.0
282,1024,4.0,549,,120,,107,5.0,364,3.0,1309,4.0,381,
23,1,3.0,131,,1108,5.0,949,4.0,1557,5.0,1533,4.0,862,4.0
44,849,4.0,1154,3.0,1092,,310,4.0,214,,286,3.0,1375,3.0
44,1440,4.0,242,3.0,323,,1623,3.0,1657,5.0,393,,1403,
15,17,,883,5.0,1223,5.0,1496,,72,4.0,1208,5.0,1037,
129,306,5.0,611,,855,5.0,921,,717,5.0,1550,4.0,1630,4.0
44,785,3.0,996,4.0,1703,,1159,5.0,1353,,28,,1086,5.0
16,259,5.0,180,,1706,,1212,,172,5.0,1182,4.0,1598,4.0
135,65,3.0,1060,,405,3.0,217,4.0,682,,1451,,125,2.0
85,738,4.0,1558,,423,5.0,1639,3.0,519,4.0,697,4.0,331,
23,1073,5.0,210,5.0,839,5.0,153,4.0,714,,555,5.0,844,4.0
44,864,5.0,1730,4.0,339,3.0,1289,,747,3.0,845,5.0,670,
62,1601,,962,4.0,6,3.0,278,,152,5.0,108,,1277,4.0
127,128,,512,4.0,242,,1380,4.0,711,,1594,5.0,1260,4.0
43,432,,401,,339,5.0,1539,4.0,1223,3.0,1559,5.0,1722,5.0
51,1360,,1072,5.0,4,5.0,184,5.0,457,,651,4.0,605,
222,576,4.0,376,,666,4.0,1227,,1547,,1004,4.0,605,4.0
393,864,,1698,4.0,1652,3.0,564,,804,,1239,5.0,411,3.0
23,1301,5.0,935,,569,,1146,5.0,683,,924,5.0,717,5.0
23,193,5.0,387,5.0,179,,470,,134,5.0,140,5.0,1311,
16,897,3.0,627,3.0,324,3.0,169,,1389,,1613,,317,4.0
129,659,3.0,714,4.0,1419,5.0,380,,686,5.0,1711,4.0,1055,
105,48,,1377,4.0,99,5.0,1061,1.0,693,,989,,1583,1.0
43,432,,594,5.0,1253,5.0,588,3.0,1116,5.0,1004,5.0,781,3.0
40,1,3.0,967,4.0,295,,1737,3.0,954,,1532,,558,4.0
180,1409,5.0,452,,54,3.0,1546,4.0,1405,,575,,239,5.0
129,33,,1622,5.0,1513,5.0,954,5.0,427,5.0,908,5.0,1230,
149,576,,1031,4.0,1049,1.0,1066,,1002,4.0,1643,4.0,975,
129,992,5.0,1123,4.0,1339,,924,5.0,1390,3.0,79,,879,
49,816,4.0,688,,354,,1716,2.0,101,2.0,840,3.0,1613,
129,32,,1413,5.0,1111,,122,5.0,1308,,159,5.0,1615,5.0
61,1682,4.0,440,4.0,72,3.0,89,,603,4.0,892,,366,
0,1475,4.0,37,5.0,117,4.0,584,,1176,,1112,,1195,3.0
208,1728,,737,,451,3.0,23,,795,4.0,972,5.0,1199,5.0
11,1249,4.0,401,4.0,883,4.0,548,,1349,4.0,1609,5.0,905,3.0
208,1634,5.0,146,3.0,25,,394,,877,3.0,686,4.0,127,
208,498,,535,4.0,1000,,153,4.0,1545,,639,4.0,607,5.0
19,528,5.0,626,3.0,1539,,1123,,682,,186,4.0,459,4.0
43,721,,1059,5.0,772,5.0,1156,,36,,807,5.0,1708,4.0
81,1395,5.0,981,4.0,181,,1128,5.0,363,1.0,189,4.0,687,
11,529,,808,,1258,4.0,474,,428,5.0,1629,5.0,1199,5.0
83,1024,5.0,386,,1732,4.0,1257,,1244,5.0,1485,5.0,126,
1,1491,,789,4.0,1061,,631,3.0,458,4.0,1644,4.0,1389,2.0
30,1713,,1317,,1337,5.0,1642,3.0,1485,,223,5.0,1471,4.0
105,128,5.0,1601,3.0,1286,,87,4.0,557,,734,2.0,1151,3.0
43,1728,,960,4.0,305,3.0,1410,4.0,900,5.0,105,,1660,5.0
129,2,,674,,997,5.0,1703,2.0,1208,5.0,91,5.0,926,
200,480,5.0,851,,1606,4.0,616,4.0,1642,3.0,203,,989,
109,1505,5.0,50,,1003,,1084,3.0,221,4.0,1453,5.0,623,5.0
8,994,4.0,1378,,1333,5.0,1354,4.0,157,,1454,,254,4.0
127,896,1.0,290,5.0,1443,,117,5.0,1703,,808,,76,4.0
208,881,,1058,4.0,771,,1652,4.0,1707,5.0,1054,5.0,735,4.0
44,1712,,1667,4.0,868,3.0,361,4.0,1706,5.0,490,1.0,346,4.0
42,512,,593,,901,4.0,1559,3.0,379,,459,4.0,957,4.0
54,144,4.0,897,3.0,1458,,212,5.0,773,5.0,1065,5.0,554,
113,560,4.0,1410,4.0,1540,,1015,,600,4.0,958,3.0,1007,
44,994,3.0,307,,263,3.0,1432,,1145,,1561,4.0,621,4.0
26,1312,,128,4.0,708,,1431,,152,5.0,553,5.0,619,4.0
183,688,,1078,2.0,887,5.0,392,,573,5.0,925,,1294,4.0
15,992,2.0,1220,,71,5.0,796,4.0,318,,15,,863,4.0
11,97,4.0,801,4.0,371,,1014,4.0,216,5.0,158,,1183,
8,160,5.0,304,2.0,851,,1688,,1594,,1100,2.0,559,1.0
54,482,,147,,215,4.0,1484,5.0,302,3.0,831,4.0,1583,5.0
193,1219,,244,3.0,1735,3.0,106,5.0,1402,,1146,5.0,28,
51,1664,5.0,1283,5.0,1300,5.0,795,5.0,1693,,1662,5.0,782,
73,1393,5.0,1507,,598,,25,,987,5.0,555,4.0,846,5.0
190,563,3.0,389,,534,,1158,4.0,1608,3.0,843,4.0,1198,
160,192,3.0,1028,3.0,1589,,888,4.0,890,,1149,,191,4.0
49,277,,1687,,903,2.0,1513,4.0,779,5.0,347,4.0,830,
129,930,,1636,,762,4.0,811,5.0,1355,5.0,364,5.0,797,4.0
1,1728,,225,,740,,822,4.0,390,3.0,107,4.0,1199,3.0
222,435,4.0,1460,4.0,566,4.0,1352,1.0,73,,1083,,797,
26,176,,370,5.0,50,5.0,35,,86,,295,5.0,636,2.0
30,498,,1202,,1267,3.0,806,2.0,951,3.0,1466,,1675,2.0
290,1664,2.0,690,,594,2.0,1205,4.0,1673,,731,1.0,1133,
15,1664,,849,5.0,1396,,741,5.0,726,3.0,40,,1663,4.0
11,582,4.0,1319,,839,5.0,1480,,75,,1470,5.0,1358,4.0
202,273,4.0,787,,1028,4.0,874,3.0,1132,,1708,4.0,621,
15,32,4.0,738,5.0,370,,355,5.0,666,,348,4.0,781,
63,1200,3.0,2,4.0,1459,,969,5.0,1289,,74,3.0,667,
129,513,4.0,1025,5.0,1558,,520,4.0,1706,,1310,5.0,1582,
48,738,5.0,1288,,905,4.0,269,4.0,1294,5.0,1310,5.0,1039,
63,1041,2.0,1282,3.0,420,,584,,392,5.0,78,3.0,735,
83,866,2.0,292,,692,4.0,679,4.0,681,3.0,1290,,318,
319,256,,371,1.0,1524,,37,,85,2.0,107,5.0,1389,3.0
71,97,5.0,1589,,1017,3.0,713,,106,,1421,5.0,686,4.0
81,1203,4.0,1172,5.0,309,5.0,170,,1422,4.0,910,,846,
1,1122,2.0,1410,,1699,2.0,1716,,853,5.0,1142,,142,2.0
105,1089,,915,2.0,964,2.0,1096,,906,3.0,1418,2.0,1358,3.0
208,256,5.0,883,2.0,1735,1.0,1274,4.0,1482,,237,5.0,1614,
15,1057,4.0,417,,1655,4.0,1163,,1436,4.0,221,5.0,798,
44,81,4.0,833,4.0,374,,921,3.0,1450,4.0,876,3.0,799,
43,1697,,881,5.0,370,,231,5.0,505,3.0,1066,,988,4.0
44,1585,,1122,5.0,1299,,742,,598,4.0,25,5.0,238,3.0
16,1237,5.0,1206,,248,3.0,1339,5.0,1532,,220,,1021,3.0
222,16,5.0,1368,1.0,924,4.0,1404,,1692,4.0,781,,1277,
16,1586,5.0,132,4.0,1413,,1257,,267,,364,5.0,1711,3.0
43,1507,,903,,1127,4.0,1656,4.0,1340,5.0,1006,5.0,190,3.0
23,1665,,1218,,148,5.0,837,4.0,822,4.0,1226,3.0,941,
149,112,,1106,2.0,1188,4.0,1733,,1255,3.0,396,,124,4.0
280,448,,705,3.0,897,3.0,1047,,167,3.0,494,,143,4.0
43,3,,643,4.0,118,5.0,571,5.0,813,,1357,5.0,1229,
40,1521,,721,,1458,5.0,995,,132,5.0,840,4.0,398,4.0
292,33,,468,5.0,1093,4.0,630,,606,,607,5.0,111,5.0
23,935,,520,5.0,1129,5.0,1035,,11,3.0,747,4.0,686,
222,1249,2.0,835,4.0,1400,4.0,1432,,506,,1068,,1340,3.0
110,128,,1013,5.0,204,,1388,4.0,270,,1327,4.0,1711,3.0
16,1571,,982,5.0,822,3.0,890,4.0,316,,351,3.0,671,
16,1072,4.0,1379,,422,5.0,471,,458,5.0,1099,4.0,846,3.0
11,785,5.0,257,,1346,,1417,4.0,1738,,186,5.0,507,5.0
1,1377,4.0,1090,,116,4.0,596,,648,4.0,1418,4.0,831,5.0
208,1376,,320,,690,4.0,887,5.0,1480,1.0,204,,270,5.0
109,1299,5.0,1636,,437,,1398,,567,4.0,1735,4.0,397,4.0
15,1376,,1522,5.0,499,,1653,5.0,1015,,475,3.0,1596,5.0
26,677,5.0,1589,4.0,156,,189,3.0,813,3.0,1693,,334,
208,1314,4.0,1748,5.0,906,4.0,458,,975,,1711,3.0,1519,
49,1425,5.0,1203,4.0,485,,597,,1101,5.0,1565,4.0,543,
16,689,,1025,4.0,82,5.0,1014,5.0,1527,,107,4.0,1695,
36,337,5.0,866,,932,4.0,71,3.0,872,3.0,60,,1116,
208,321,4.0,900,,1204,5.0,631,5.0,135,,1018,5.0,332,4.0
113,481,,1619,4.0,122,5.0,11,3.0,1054,4.0,911,,1103,3.0
22,977,5.0,486,3.0,376,,456,5.0,697,3.0,1273,,287,2.0
21,480,4.0,1684,,438,,198,,1655,4.0,1307,3.0,942,3.0
1,1173,,1399,4.0,232,,169,,1099,4.0,572,5.0,174,4.0
44,289,,1363,,1302,4.0,759,3.0,937,4.0,1243,3.0,1261,
208,561,3.0,721,,978,4.0,519,4.0,967,4.0,1432,,1341,
246,1664,,657,3.0,483,4.0,388,,742,,731,4.0,1453,5.0
23,1571,,1256,4.0,425,,138,5.0,1435,4.0,862,4.0,879,
157,560,3.0,1122,4.0,1621,4.0,968,4.0,509,,797,,799,
193,100,,1159,2.0,1207,,905,5.0,876,,1630,4.0,447,4.0
23,1184,,947,,4,5.0,408,,1225,5.0,332,4.0,831,4.0
51,547,5.0,69,,182,,823,,795,5.0,1662,5.0,351,3.0
81,370,5.0,756,,1012,5.0,389,,764,,604,5.0,733,5.0
25,976,1.0,690,4.0,1123,,483,,612,4.0,789,4.0,938,
8,289,,420,4.0,598,5.0,203,,428,,573,5.0,207,3.0
63,323,,983,3.0,472,,633,5.0,1006,5.0,1167,,1295,2.0
228,1282,4.0,183,,1159,3.0,1544,3.0,1577,,378,3.0,619,
26,433,,421,,1191,2.0,1239,3.0,551,,1611,4.0,286,3.0
248,224,5.0,1299,,980,,1158,5.0,1638,3.0,1513,5.0,811,
23,514,,643,,245,,1733,4.0,1238,4.0,554,5.0,620,5.0
32,432,,804,5.0,309,5.0,1240,5.0,603,,799,5.0,1711,
16,1232,,214,4.0,41,4.0,873,,523,3.0,1723,,1263,2.0
172,144,3.0,177,2.0,1028,,1541,2.0,1637,3.0,422,,622,1.0
209,1684,4.0,1510,,1670,4.0,969,4.0,746,,717,5.0,655,
149,384,,1313,4.0,342,4.0,923,3.0,1741,,654,,63,4.0
282,1585,,578,,86,4.0,1239,3.0,1351,5.0,696,2.0,1258,5.0
135,616,3.0,409,5.0,74,4.0,795,,1275,,893,,318,4.0
23,1410,2.0,1063,,344,5.0,1002,,283,4.0,1118,,271,4.0
83,32,,545,,20,4.0,549,5.0,1336,,600,5.0,1756,4.0
