group,item,user-1,rating-1,user-2,rating-2
922,586,585,3.0,227,4.0
922,62,585,5.0,227,4.0
922,323,585,2.0,227,1.0
922,191,585,3.0,227,3.0
922,268,585,3.0,227,2.0
923,344,1093,3.0,1552,3.0
923,704,1093,2.0,1552,3.0
923,0,1093,5.0,1552,4.0
923,37,1093,4.0,1552,5.0
923,526,1093,2.0,1552,4.0
924,342,585,3.0,1006,4.0
924,83,585,4.0,1006,5.0
924,390,585,2.0,1006,4.0
924,421,585,3.0,1006,4.0
924,487,585,3.0,1006,4.0
925,127,607,3.0,726,4.0
925,264,607,3.0,726,4.0
925,438,607,4.0,726,5.0
925,926,607,4.0,726,4.0
925,460,607,5.0,726,3.0
926,72,1314,5.0,166,5.0
926,110,1314,5.0,166,5.0
926,355,1314,3.0,166,5.0
926,2,1314,4.0,166,3.0
926,83,1314,4.0,166,5.0
927,766,1314,1.0,1253,1.0
927,269,1314,1.0,1253,1.0
927,254,1314,3.0,1253,4.0
927,347,1314,3.0,1253,3.0
927,649,1314,3.0,1253,2.0
928,430,107,3.0,1564,3.0
928,383,107,3.0,1564,1.0
928,469,107,3.0,1564,1.0
928,81,107,4.0,1564,4.0
928,269,107,3.0,1564,1.0
929,63,1564,3.0,967,5.0
929,196,1564,2.0,967,3.0
929,410,1564,3.0,967,5.0
929,293,1564,3.0,967,4.0
929,323,1564,1.0,967,4.0
930,27,1314,2.0,1241,4.0
930,140,1314,2.0,1241,3.0
930,183,1314,5.0,1241,5.0
930,271,1314,3.0,1241,4.0
930,604,1314,3.0,1241,2.0
931,355,1564,3.0,311,5.0
931,295,1564,2.0,311,4.0
931,167,1564,2.0,311,3.0
931,54,1564,4.0,311,4.0
931,68,1564,1.0,311,5.0
932,248,468,5.0,1564,3.0
932,487,468,5.0,1564,3.0
932,298,468,3.0,1564,3.0
932,118,468,3.0,1564,2.0
932,168,468,4.0,1564,5.0
933,182,1253,2.0,1564,3.0
933,212,1253,4.0,1564,2.0
933,160,1253,3.0,1564,3.0
933,460,1253,5.0,1564,3.0
933,231,1253,5.0,1564,4.0
934,335,405,4.0,468,2.0
934,332,405,2.0,468,4.0
934,159,405,2.0,468,4.0
934,197,405,4.0,468,5.0
934,564,405,4.0,468,2.0
935,308,453,3.0,603,4.0
935,86,453,4.0,603,4.0
935,44,453,4.0,603,4.0
935,143,453,3.0,603,4.0
935,134,453,4.0,603,4.0
936,88,1364,4.0,585,1.0
936,529,1364,3.0,585,1.0
936,246,1364,4.0,585,2.0
936,139,1364,3.0,585,1.0
936,269,1364,2.0,585,3.0
937,470,1694,3.0,166,4.0
937,9,1694,3.0,166,4.0
937,661,1694,4.0,166,3.0
937,389,1694,4.0,166,3.0
937,352,1694,4.0,166,5.0
938,238,1314,5.0,1084,3.0
938,0,1314,4.0,1084,3.0
938,356,1314,3.0,1084,4.0
938,303,1314,3.0,1084,2.0
938,89,1314,3.0,1084,3.0
939,284,1564,3.0,461,3.0
939,34,1564,5.0,461,4.0
939,91,1564,3.0,461,4.0
939,132,1564,2.0,461,3.0
939,275,1564,2.0,461,3.0
940,625,351,5.0,254,3.0
940,36,351,3.0,254,3.0
940,113,351,4.0,254,4.0
940,215,351,4.0,254,3.0
940,240,351,2.0,254,2.0
941,105,166,4.0,1694,4.0
941,399,166,2.0,1694,4.0
941,441,166,3.0,1694,4.0
941,197,166,4.0,1694,4.0
941,323,166,4.0,1694,3.0
942,770,167,4.0,227,1.0
942,309,167,2.0,227,1.0
942,255,167,4.0,227,5.0
942,468,167,2.0,227,3.0
942,172,167,3.0,227,5.0
943,36,820,4.0,1093,3.0
943,801,820,3.0,1093,3.0
943,728,820,3.0,1093,1.0
943,368,820,3.0,1093,2.0
943,362,820,4.0,1093,4.0
944,521,834,2.0,461,2.0
944,118,834,3.0,461,2.0
944,389,834,3.0,461,4.0
944,278,834,3.0,461,3.0
944,280,834,3.0,461,4.0
945,337,967,2.0,1253,1.0
945,440,967,3.0,1253,4.0
945,373,967,3.0,1253,3.0
945,66,967,5.0,1253,2.0
945,116,967,4.0,1253,4.0
946,529,166,5.0,1314,2.0
946,76,166,5.0,1314,4.0
946,402,166,4.0,1314,2.0
946,198,166,4.0,1314,4.0
946,323,166,4.0,1314,3.0
947,691,1278,3.0,1410,2.0
947,23,1278,5.0,1410,2.0
947,452,1278,3.0,1410,4.0
947,101,1278,4.0,1410,4.0
947,161,1278,3.0,1410,2.0
948,119,806,2.0,740,3.0
948,183,806,2.0,740,4.0
948,641,806,2.0,740,3.0
948,30,806,2.0,740,5.0
948,205,806,3.0,740,3.0
949,83,1093,5.0,1253,4.0
949,97,1093,4.0,1253,4.0
949,302,1093,3.0,1253,3.0
949,676,1093,2.0,1253,2.0
949,280,1093,3.0,1253,3.0
950,127,461,3.0,1694,4.0
950,95,461,3.0,1694,3.0
950,196,461,3.0,1694,3.0
950,463,461,5.0,1694,4.0
950,393,461,3.0,1694,3.0
951,11,1259,5.0,585,2.0
951,15,1259,5.0,585,2.0
951,362,1259,4.0,585,4.0
951,175,1259,5.0,585,4.0
951,328,1259,1.0,585,2.0
952,257,227,2.0,461,3.0
952,367,227,1.0,461,3.0
952,292,227,3.0,461,5.0
952,695,227,1.0,461,4.0
952,404,227,4.0,461,3.0
953,86,1017,4.0,585,5.0
953,456,1017,3.0,585,3.0
953,618,1017,4.0,585,3.0
953,287,1017,3.0,585,3.0
953,64,1017,4.0,585,3.0
954,493,1694,4.0,254,5.0
954,381,1694,4.0,254,3.0
954,73,1694,3.0,254,3.0
954,192,1694,4.0,254,2.0
954,562,1694,4.0,254,1.0
955,122,217,3.0,133,4.0
955,49,217,1.0,133,5.0
955,642,217,3.0,133,5.0
955,133,217,3.0,133,4.0
955,22,217,3.0,133,4.0
956,1,1314,3.0,254,3.0
956,877,1314,3.0,254,3.0
956,840,1314,3.0,254,2.0
956,11,1314,5.0,254,5.0
956,198,1314,4.0,254,3.0
957,195,1694,4.0,1642,1.0
957,28,1694,4.0,1642,4.0
957,319,1694,4.0,1642,3.0
957,393,1694,3.0,1642,4.0
957,431,1694,4.0,1642,5.0
958,656,1552,3.0,166,3.0
958,61,1552,4.0,166,5.0
958,103,1552,3.0,166,3.0
958,202,1552,4.0,166,4.0
958,226,1552,5.0,166,4.0
959,172,166,3.0,943,3.0
959,792,166,3.0,943,3.0
959,424,166,5.0,943,4.0
959,555,166,4.0,943,4.0
959,91,166,5.0,943,4.0
960,413,1006,4.0,967,4.0
960,89,1006,4.0,967,4.0
960,114,1006,5.0,967,4.0
960,223,1006,4.0,967,4.0
960,76,1006,5.0,967,5.0
961,51,1564,4.0,167,4.0
961,590,1564,3.0,167,3.0
961,430,1564,3.0,167,1.0
961,23,1564,5.0,167,5.0
961,222,1564,3.0,167,5.0
962,202,1694,4.0,1253,3.0
962,217,1694,3.0,1253,3.0
962,286,1694,3.0,1253,5.0
962,26,1694,5.0,1253,4.0
962,364,1694,3.0,1253,2.0
963,262,967,3.0,1564,2.0
963,128,967,5.0,1564,5.0
963,8,967,5.0,1564,4.0
963,697,967,1.0,1564,2.0
963,597,967,2.0,1564,1.0
964,42,101,3.0,166,4.0
964,350,101,1.0,166,1.0
964,446,101,3.0,166,2.0
964,136,101,1.0,166,2.0
964,30,101,2.0,166,4.0
965,634,166,4.0,1314,2.0
965,54,166,5.0,1314,2.0
965,9,166,4.0,1314,4.0
965,541,166,4.0,1314,4.0
965,358,166,5.0,1314,4.0
966,51,251,5.0,1314,4.0
966,156,251,4.0,1314,4.0
966,276,251,2.0,1314,3.0
966,529,251,3.0,1314,2.0
966,869,251,4.0,1314,3.0
967,103,1603,3.0,1093,4.0
967,12,1603,5.0,1093,3.0
967,723,1603,4.0,1093,3.0
967,153,1603,3.0,1093,2.0
967,350,1603,3.0,1093,1.0
968,12,1564,5.0,1093,3.0
968,169,1564,4.0,1093,4.0
968,123,1564,1.0,1093,4.0
968,269,1564,1.0,1093,1.0
968,651,1564,1.0,1093,2.0
969,547,1364,4.0,1603,5.0
969,155,1364,4.0,1603,5.0
969,397,1364,5.0,1603,5.0
969,32,1364,3.0,1603,5.0
969,629,1364,5.0,1603,4.0
970,302,1084,3.0,1093,3.0
970,113,1084,3.0,1093,5.0
970,654,1084,2.0,1093,3.0
970,304,1084,1.0,1093,1.0
970,33,1084,4.0,1093,3.0
971,202,330,4.0,166,4.0
971,285,330,3.0,166,4.0
971,388,330,4.0,166,2.0
971,69,330,5.0,166,5.0
971,444,330,3.0,166,1.0
972,292,585,3.0,461,5.0
972,166,585,2.0,461,3.0
972,120,585,2.0,461,3.0
972,277,585,3.0,461,3.0
972,531,585,1.0,461,4.0
973,92,229,4.0,1603,2.0
973,321,229,3.0,1603,4.0
973,525,229,3.0,1603,4.0
973,436,229,4.0,1603,5.0
973,64,229,4.0,1603,3.0
974,180,1084,3.0,967,5.0
974,703,1084,1.0,967,1.0
974,179,1084,1.0,967,2.0
974,718,1084,1.0,967,2.0
974,958,1084,2.0,967,1.0
975,266,585,5.0,865,3.0
975,651,585,3.0,865,3.0
975,292,585,3.0,865,5.0
975,172,585,5.0,865,4.0
975,139,585,1.0,865,4.0
976,127,1642,4.0,532,4.0
976,444,1642,3.0,532,4.0
976,540,1642,4.0,532,4.0
976,362,1642,3.0,532,4.0
976,7,1642,5.0,532,3.0
977,160,865,4.0,602,1.0
977,514,865,4.0,602,1.0
977,207,865,3.0,602,1.0
977,643,865,4.0,602,1.0
977,738,865,5.0,602,4.0
978,150,1314,2.0,988,1.0
978,169,1314,4.0,988,1.0
978,662,1314,1.0,988,1.0
978,324,1314,1.0,988,1.0
978,762,1314,1.0,988,1.0
979,472,332,1.0,468,4.0
979,737,332,1.0,468,2.0
979,358,332,2.0,468,3.0
979,136,332,3.0,468,1.0
979,181,332,3.0,468,5.0
980,135,1564,3.0,227,4.0
980,39,1564,4.0,227,5.0
980,46,1564,3.0,227,2.0
980,280,1564,3.0,227,4.0
980,428,1564,5.0,227,5.0
981,629,97,2.0,453,4.0
981,688,97,2.0,453,4.0
981,58,97,3.0,453,4.0
981,483,97,3.0,453,3.0
981,343,97,3.0,453,3.0
982,138,1181,3.0,1603,3.0
982,629,1181,3.0,1603,4.0
982,307,1181,3.0,1603,3.0
982,277,1181,1.0,1603,5.0
982,331,1181,1.0,1603,5.0
983,58,468,3.0,351,3.0
983,85,468,5.0,351,5.0
983,415,468,5.0,351,4.0
983,737,468,2.0,351,1.0
983,147,468,4.0,351,4.0
984,108,865,3.0,1093,4.0
984,585,865,5.0,1093,2.0
984,128,865,4.0,1093,3.0
984,728,865,4.0,1093,1.0
984,27,865,4.0,1093,3.0
985,140,1564,5.0,1314,2.0
985,124,1564,3.0,1314,5.0
985,212,1564,2.0,1314,4.0
985,522,1564,1.0,1314,1.0
985,167,1564,2.0,1314,2.0
986,486,468,2.0,294,3.0
986,143,468,4.0,294,1.0
986,164,468,4.0,294,2.0
986,377,468,5.0,294,5.0
986,72,468,5.0,294,5.0
987,104,967,4.0,20,5.0
987,44,967,5.0,20,4.0
987,425,967,4.0,20,5.0
987,430,967,2.0,20,2.0
987,404,967,2.0,20,3.0
988,108,1006,5.0,967,4.0
988,421,1006,4.0,967,5.0
988,399,1006,4.0,967,3.0
988,393,1006,4.0,967,3.0
988,415,1006,4.0,967,3.0
989,286,1694,3.0,254,2.0
989,385,1694,4.0,254,4.0
989,392,1694,5.0,254,3.0
989,122,1694,4.0,254,2.0
989,86,1694,4.0,254,4.0
990,393,480,3.0,1093,3.0
990,598,480,4.0,1093,2.0
990,398,480,3.0,1093,3.0
990,225,480,5.0,1093,4.0
990,146,480,4.0,1093,4.0
991,697,585,3.0,1093,3.0
991,324,585,1.0,1093,1.0
991,49,585,4.0,1093,5.0
991,712,585,2.0,1093,2.0
991,26,585,5.0,1093,3.0
992,728,254,3.0,1253,1.0
992,393,254,3.0,1253,4.0
992,656,254,2.0,1253,3.0
992,541,254,3.0,1253,3.0
992,358,254,3.0,1253,4.0
993,423,585,3.0,468,2.0
993,579,585,3.0,468,4.0
993,924,585,2.0,468,4.0
993,321,585,3.0,468,4.0
993,10,585,4.0,468,3.0
994,604,1314,3.0,1158,4.0
994,218,1314,4.0,1158,4.0
994,109,1314,5.0,1158,5.0
994,362,1314,5.0,1158,3.0
994,268,1314,3.0,1158,4.0
995,336,1158,4.0,1093,3.0
995,344,1158,3.0,1093,3.0
995,588,1158,3.0,1093,2.0
995,316,1158,3.0,1093,2.0
995,199,1158,5.0,1093,1.0
996,380,1611,4.0,967,4.0
996,573,1611,2.0,967,4.0
996,696,1611,2.0,967,5.0
996,298,1611,3.0,967,3.0
996,272,1611,4.0,967,4.0
997,801,166,4.0,1093,3.0
997,106,166,2.0,1093,3.0
997,524,166,2.0,1093,3.0
997,42,166,4.0,1093,3.0
997,190,166,4.0,1093,4.0
998,177,1006,5.0,1503,4.0
998,207,1006,3.0,1503,2.0
998,166,1006,5.0,1503,4.0
998,67,1006,5.0,1503,4.0
998,526,1006,4.0,1503,4.0
999,195,585,3.0,1314,3.0
999,422,585,3.0,1314,4.0
999,382,585,2.0,1314,2.0
999,81,585,4.0,1314,4.0
999,43,585,5.0,1314,5.0
1000,166,468,4.0,351,4.0
1000,337,468,2.0,351,1.0
1000,377,468,5.0,351,4.0
1000,921,468,5.0,351,2.0
1000,272,468,3.0,351,3.0
1001,178,1564,3.0,1694,4.0
1001,664,1564,1.0,1694,3.0
1001,555,1564,4.0,1694,4.0
1001,353,1564,4.0,1694,4.0
1001,275,1564,2.0,1694,4.0
1002,143,585,2.0,254,4.0
1002,463,585,3.0,254,5.0
1002,52,585,3.0,254,2.0
1002,46,585,3.0,254,4.0
1002,227,585,3.0,254,1.0
1003,200,1564,3.0,1158,5.0
1003,38,1564,4.0,1158,5.0
1003,666,1564,1.0,1158,2.0
1003,442,1564,1.0,1158,4.0
1003,144,1564,3.0,1158,3.0
1004,227,603,1.0,133,3.0
1004,533,603,4.0,133,3.0
1004,102,603,3.0,133,4.0
1004,326,603,4.0,133,2.0
1004,469,603,3.0,133,3.0
1005,113,1006,5.0,461,4.0
1005,62,1006,5.0,461,4.0
1005,111,1006,5.0,461,5.0
1005,181,1006,5.0,461,2.0
1005,515,1006,4.0,461,3.0
1006,377,254,4.0,405,3.0
1006,604,254,2.0,405,1.0
1006,286,254,2.0,405,1.0
1006,113,254,4.0,405,3.0
1006,305,254,3.0,405,3.0
1007,6,1093,3.0,456,2.0
1007,801,1093,3.0,456,2.0
1007,585,1093,2.0,456,1.0
1007,321,1093,2.0,456,1.0
1007,11,1093,5.0,456,2.0
1008,689,1314,4.0,607,5.0
1008,310,1314,4.0,607,5.0
1008,11,1314,5.0,607,3.0
1008,768,1314,2.0,607,4.0
1008,497,1314,4.0,607,5.0
1009,210,166,4.0,1093,2.0
1009,96,166,4.0,1093,3.0
1009,526,166,4.0,1093,2.0
1009,76,166,5.0,1093,4.0
1009,795,166,2.0,1093,1.0
1010,568,453,3.0,1694,4.0
1010,629,453,4.0,1694,4.0
1010,155,453,4.0,1694,4.0
1010,105,453,1.0,1694,4.0
1010,351,453,4.0,1694,3.0
1011,374,1182,4.0,585,5.0
1011,134,1182,4.0,585,2.0
1011,201,1182,3.0,585,3.0
1011,146,1182,3.0,585,4.0
1011,321,1182,4.0,585,3.0
1012,295,623,5.0,254,3.0
1012,509,623,4.0,254,5.0
1012,627,623,5.0,254,4.0
1012,423,623,2.0,254,3.0
1012,792,623,3.0,254,2.0
1013,16,254,3.0,146,3.0
1013,492,254,3.0,146,3.0
1013,356,254,4.0,146,2.0
1013,290,254,1.0,146,1.0
1013,543,254,3.0,146,4.0
1014,142,1651,2.0,1642,3.0
1014,317,1651,4.0,1642,5.0
1014,311,1651,3.0,1642,3.0
1014,83,1651,4.0,1642,4.0
1014,96,1651,4.0,1642,2.0
1015,480,251,3.0,397,3.0
1015,483,251,1.0,397,3.0
1015,309,251,2.0,397,2.0
1015,181,251,4.0,397,4.0
1015,316,251,1.0,397,3.0
1016,285,1314,1.0,330,3.0
1016,322,1314,3.0,330,4.0
1016,15,1314,3.0,330,5.0
1016,339,1314,2.0,330,3.0
1016,137,1314,3.0,330,4.0
1017,41,1564,1.0,461,4.0
1017,355,1564,3.0,461,3.0
1017,127,1564,3.0,461,3.0
1017,246,1564,4.0,461,4.0
1017,309,1564,2.0,461,2.0
1018,379,311,5.0,1210,5.0
1018,676,311,4.0,1210,4.0
1018,448,311,4.0,1210,1.0
1018,161,311,4.0,1210,3.0
1018,208,311,3.0,1210,3.0
1019,554,839,4.0,167,2.0
1019,12,839,5.0,167,3.0
1019,46,839,4.0,167,3.0
1019,205,839,5.0,167,5.0
1019,16,839,4.0,167,5.0
1020,150,1253,1.0,820,3.0
1020,277,1253,3.0,820,4.0
1020,37,1253,5.0,820,3.0
1020,172,1253,3.0,820,3.0
1020,184,1253,1.0,820,4.0
1021,71,1253,5.0,1314,4.0
1021,73,1253,4.0,1314,4.0
1021,89,1253,4.0,1314,3.0
1021,673,1253,4.0,1314,5.0
1021,738,1253,1.0,1314,3.0
1022,111,146,3.0,834,3.0
1022,170,146,3.0,834,2.0
1022,513,146,3.0,834,4.0
1022,32,146,5.0,834,5.0
1022,98,146,4.0,834,5.0
1023,269,167,3.0,1253,1.0
1023,238,167,4.0,1253,5.0
1023,166,167,4.0,1253,4.0
1023,548,167,3.0,1253,4.0
1023,16,167,5.0,1253,4.0
1024,579,1564,3.0,967,3.0
1024,122,1564,4.0,967,5.0
1024,343,1564,2.0,967,4.0
1024,149,1564,3.0,967,5.0
1024,367,1564,1.0,967,3.0
1025,328,18,3.0,1084,1.0
1025,54,18,3.0,1084,5.0
1025,324,18,2.0,1084,2.0
1025,200,18,3.0,1084,3.0
1025,107,18,3.0,1084,3.0
1026,233,1694,4.0,18,4.0
1026,22,1694,4.0,18,3.0
1026,167,1694,3.0,18,2.0
1026,207,1694,4.0,18,3.0
1026,183,1694,4.0,18,4.0
1027,774,1093,3.0,585,2.0
1027,185,1093,5.0,585,3.0
1027,598,1093,2.0,585,4.0
1027,703,1093,4.0,585,3.0
1027,324,1093,1.0,585,1.0
1028,268,451,1.0,251,2.0
1028,92,451,4.0,251,3.0
1028,103,451,5.0,251,5.0
1028,696,451,2.0,251,4.0
1028,221,451,4.0,251,2.0
1029,12,1711,3.0,1253,5.0
1029,16,1711,3.0,1253,4.0
1029,692,1711,2.0,1253,2.0
1029,39,1711,4.0,1253,4.0
1029,31,1711,2.0,1253,4.0
1030,274,1433,4.0,1314,4.0
1030,106,1433,3.0,1314,1.0
1030,109,1433,4.0,1314,5.0
1030,456,1433,3.0,1314,5.0
1030,671,1433,3.0,1314,2.0
1031,246,603,5.0,461,4.0
1031,472,603,4.0,461,2.0
1031,184,603,3.0,461,2.0
1031,63,603,5.0,461,4.0
1031,278,603,5.0,461,3.0
1032,353,603,4.0,1182,4.0
1032,140,603,4.0,1182,3.0
1032,22,603,5.0,1182,3.0
1032,183,603,4.0,1182,4.0
1032,311,603,3.0,1182,4.0
1033,166,806,2.0,254,2.0
1033,463,806,3.0,254,5.0
1033,561,806,2.0,254,3.0
1033,377,806,4.0,254,4.0
1033,541,806,2.0,254,3.0
1034,322,806,1.0,1253,3.0
1034,380,806,4.0,1253,4.0
1034,50,806,4.0,1253,4.0
1034,35,806,2.0,1253,1.0
1034,427,806,5.0,1253,4.0
1035,468,602,2.0,453,4.0
1035,350,602,1.0,453,2.0
1035,206,602,2.0,453,4.0
1035,935,602,4.0,453,4.0
1035,170,602,2.0,453,3.0
1036,135,461,3.0,227,4.0
1036,364,461,2.0,227,5.0
1036,255,461,3.0,227,5.0
1036,89,461,3.0,227,1.0
1036,166,461,3.0,227,1.0
1037,172,1638,2.0,1122,4.0
1037,239,1638,4.0,1122,4.0
1037,21,1638,3.0,1122,4.0
1037,861,1638,4.0,1122,2.0
1037,111,1638,4.0,1122,3.0
1038,417,254,2.0,20,5.0
1038,15,254,3.0,20,5.0
1038,126,254,1.0,20,4.0
1038,16,254,3.0,20,4.0
1038,233,254,5.0,20,5.0
1039,247,1098,3.0,1635,4.0
1039,430,1098,4.0,1635,1.0
1039,22,1098,3.0,1635,4.0
1039,714,1098,4.0,1635,3.0
1039,270,1098,4.0,1635,5.0
1040,475,1270,1.0,1093,1.0
1040,538,1270,2.0,1093,3.0
1040,49,1270,4.0,1093,5.0
1040,206,1270,1.0,1093,3.0
1040,109,1270,3.0,1093,5.0
1041,66,1253,2.0,1006,4.0
1041,580,1253,4.0,1006,5.0
1041,568,1253,5.0,1006,4.0
1041,616,1253,4.0,1006,4.0
1041,15,1253,2.0,1006,5.0
1042,377,1253,3.0,834,2.0
1042,277,1253,3.0,834,2.0
1042,170,1253,3.0,834,2.0
1042,299,1253,3.0,834,2.0
1042,246,1253,4.0,834,4.0
1043,26,1694,5.0,1181,3.0
1043,354,1694,5.0,1181,3.0
1043,438,1694,4.0,1181,3.0
1043,280,1694,4.0,1181,5.0
1043,71,1694,5.0,1181,5.0
1044,3,251,4.0,254,5.0
1044,456,251,5.0,254,2.0
1044,547,251,4.0,254,3.0
1044,212,251,4.0,254,3.0
1044,250,251,1.0,254,1.0
1045,305,585,2.0,468,3.0
1045,88,585,1.0,468,3.0
1045,31,585,4.0,468,4.0
1045,41,585,3.0,468,4.0
1045,262,585,3.0,468,3.0
1046,192,453,3.0,1694,4.0
1046,35,453,3.0,1694,4.0
1046,474,453,3.0,1694,4.0
1046,76,453,3.0,1694,4.0
1046,266,453,2.0,1694,3.0
1047,297,405,5.0,254,2.0
1047,135,405,3.0,254,3.0
1047,377,405,3.0,254,4.0
1047,313,405,4.0,254,4.0
1047,564,405,4.0,254,3.0
1048,465,1253,4.0,520,3.0
1048,19,1253,4.0,520,4.0
1048,600,1253,5.0,520,3.0
1048,806,1253,4.0,520,3.0
1048,97,1253,4.0,520,3.0
1049,114,1093,5.0,254,3.0
1049,205,1093,3.0,254,3.0
1049,26,1093,3.0,254,4.0
1049,418,1093,3.0,254,3.0
1049,401,1093,3.0,254,3.0
1050,275,311,3.0,1694,4.0
1050,245,311,5.0,1694,4.0
1050,221,311,4.0,1694,4.0
1050,24,311,3.0,1694,3.0
1050,81,311,4.0,1694,5.0
1051,296,585,3.0,1182,4.0
1051,100,585,5.0,1182,3.0
1051,62,585,5.0,1182,4.0
1051,338,585,2.0,1182,3.0
1051,559,585,2.0,1182,4.0
1052,108,967,4.0,1642,3.0
1052,107,967,4.0,1642,2.0
1052,322,967,4.0,1642,2.0
1052,145,967,2.0,1642,4.0
1052,262,967,3.0,1642,4.0
1053,15,1084,3.0,405,4.0
1053,92,1084,3.0,405,4.0
1053,303,1084,2.0,405,3.0
1053,299,1084,1.0,405,2.0
1053,127,1084,3.0,405,3.0
1054,225,943,5.0,1093,4.0
1054,86,943,4.0,1093,4.0
1054,88,943,3.0,1093,3.0
1054,44,943,5.0,1093,4.0
1054,266,943,3.0,1093,4.0
1055,368,254,3.0,1093,2.0
1055,362,254,4.0,1093,4.0
1055,97,254,3.0,1093,4.0
1055,373,254,3.0,1093,3.0
1055,517,254,2.0,1093,1.0
1056,516,293,3.0,967,4.0
1056,191,293,1.0,967,2.0
1056,324,293,1.0,967,2.0
1056,24,293,1.0,967,2.0
1056,62,293,3.0,967,5.0
1057,43,254,3.0,1564,3.0
1057,297,254,2.0,1564,4.0
1057,537,254,3.0,1564,2.0
1057,26,254,4.0,1564,3.0
1057,253,254,3.0,1564,3.0
1058,156,405,3.0,309,2.0
1058,239,405,5.0,309,5.0
1058,299,405,2.0,309,4.0
1058,192,405,1.0,309,4.0
1058,181,405,2.0,309,3.0
1059,85,101,4.0,1072,5.0
1059,391,101,2.0,1072,4.0
1059,287,101,1.0,1072,2.0
1059,203,101,2.0,1072,4.0
1059,113,101,3.0,1072,3.0
1060,304,311,2.0,585,1.0
1060,262,311,2.0,585,3.0
1060,277,311,3.0,585,3.0
1060,222,311,5.0,585,4.0
1060,314,311,4.0,585,3.0
1061,356,967,4.0,281,2.0
1061,215,967,4.0,281,4.0
1061,425,967,4.0,281,2.0
1061,191,967,2.0,281,1.0
1061,366,967,3.0,281,1.0
1062,343,1006,3.0,254,3.0
1062,502,1006,5.0,254,4.0
1062,295,1006,5.0,254,3.0
1062,541,1006,4.0,254,3.0
1062,756,1006,4.0,254,1.0
1063,373,555,1.0,251,4.0
1063,89,555,3.0,251,3.0
1063,696,555,3.0,251,4.0
1063,118,555,1.0,251,4.0
1063,170,555,4.0,251,3.0
1064,197,281,3.0,405,4.0
1064,296,281,2.0,405,4.0
1064,97,281,3.0,405,3.0
1064,406,281,2.0,405,1.0
1064,514,281,1.0,405,1.0
1065,333,1093,3.0,166,3.0
1065,703,1093,4.0,166,3.0
1065,46,1093,4.0,166,5.0
1065,206,1093,3.0,166,5.0
1065,12,1093,3.0,166,5.0
1066,375,943,3.0,330,5.0
1066,86,943,4.0,330,4.0
1066,143,943,2.0,330,3.0
1066,446,943,4.0,330,3.0
1066,120,943,2.0,330,2.0
1067,167,999,2.0,1084,1.0
1067,586,999,4.0,1084,2.0
1067,774,999,1.0,1084,2.0
1067,639,999,2.0,1084,1.0
1067,310,999,5.0,1084,3.0
1068,1,1006,3.0,967,5.0
1068,228,1006,3.0,967,5.0
1068,399,1006,4.0,967,3.0
1068,331,1006,4.0,967,3.0
1068,91,1006,5.0,967,4.0
1069,674,1694,2.0,1314,4.0
1069,497,1694,4.0,1314,4.0
1069,214,1694,4.0,1314,3.0
1069,250,1694,2.0,1314,1.0
1069,217,1694,3.0,1314,2.0
1070,61,1642,5.0,1314,4.0
1070,361,1642,1.0,1314,1.0
1070,96,1642,2.0,1314,2.0
1070,533,1642,1.0,1314,1.0
1070,564,1642,4.0,1314,2.0
1071,342,585,3.0,107,3.0
1071,472,585,3.0,107,3.0
1071,322,585,2.0,107,5.0
1071,282,585,3.0,107,5.0
1071,318,585,2.0,107,2.0
1072,166,166,4.0,1303,5.0
1072,105,166,4.0,1303,4.0
1072,696,166,5.0,1303,3.0
1072,465,166,5.0,1303,5.0
1072,213,166,5.0,1303,5.0
1073,292,1364,5.0,1084,3.0
1073,581,1364,2.0,1084,2.0
1073,1,1364,4.0,1084,3.0
1073,351,1364,1.0,1084,2.0
1073,145,1364,3.0,1084,3.0
1074,182,603,1.0,1253,2.0
1074,526,603,4.0,1253,3.0
1074,113,603,5.0,1253,4.0
1074,396,603,4.0,1253,4.0
1074,671,603,4.0,1253,4.0
1075,184,603,3.0,405,3.0
1075,4,603,4.0,405,3.0
1075,708,603,3.0,405,3.0
1075,181,603,3.0,405,2.0
1075,442,603,4.0,405,3.0
1076,306,468,3.0,397,3.0
1076,308,468,3.0,397,3.0
1076,639,468,1.0,397,2.0
1076,203,468,3.0,397,3.0
1076,352,468,5.0,397,4.0
1077,394,483,3.0,1638,3.0
1077,454,483,4.0,1638,3.0
1077,244,483,3.0,1638,5.0
1077,45,483,4.0,1638,3.0
1077,68,483,4.0,1638,4.0
1078,7,1642,5.0,726,4.0
1078,547,1642,3.0,726,3.0
1078,83,1642,4.0,726,3.0
1078,26,1642,5.0,726,4.0
1078,314,1642,4.0,726,4.0
1079,133,166,2.0,405,2.0
1079,209,166,4.0,405,4.0
1079,661,166,3.0,405,4.0
1079,19,166,4.0,405,5.0
1079,436,166,4.0,405,4.0
1080,38,254,3.0,1253,5.0
1080,286,254,2.0,1253,5.0
1080,55,254,1.0,1253,3.0
1080,377,254,4.0,1253,3.0
1080,260,254,2.0,1253,4.0
1081,148,1253,1.0,988,5.0
1081,554,1253,3.0,988,1.0
1081,674,1253,5.0,988,1.0
1081,8,1253,5.0,988,5.0
1081,401,1253,5.0,988,5.0
1082,161,1642,2.0,1334,3.0
1082,239,1642,4.0,1334,4.0
1082,159,1642,3.0,1334,3.0
