group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5
2976,169,1694,4.0,405,5.0,294,3.0,107,3.0,1711,2.0
2977,585,726,3.0,461,2.0,1564,3.0,1253,5.0,456,1.0
2977,169,726,3.0,461,5.0,1564,4.0,1253,5.0,456,3.0
2977,314,726,4.0,461,3.0,1564,3.0,1253,3.0,456,3.0
2977,225,726,4.0,461,4.0,1564,4.0,1253,5.0,456,3.0
2977,34,726,4.0,461,4.0,1564,5.0,1253,5.0,456,3.0
2978,255,1564,4.0,101,3.0,167,4.0,166,4.0,1606,5.0
2978,210,1564,4.0,101,1.0,167,4.0,166,4.0,1606,3.0
2978,340,1564,1.0,101,1.0,167,3.0,166,3.0,1606,1.0
2978,132,1564,2.0,101,3.0,167,4.0,166,4.0,1606,1.0
2978,275,1564,2.0,101,3.0,167,3.0,166,4.0,1606,5.0
2979,600,411,4.0,1093,3.0,717,4.0,281,4.0,1006,4.0
2979,217,411,4.0,1093,4.0,717,2.0,281,1.0,1006,3.0
2979,91,411,3.0,1093,3.0,717,4.0,281,2.0,1006,5.0
2979,277,411,5.0,1093,4.0,717,4.0,281,4.0,1006,2.0
2979,558,411,3.0,1093,2.0,717,4.0,281,1.0,1006,2.0
2980,265,840,4.0,311,4.0,1334,4.0,1552,5.0,406,3.0
2980,513,840,2.0,311,2.0,1334,4.0,1552,4.0,406,1.0
2980,0,840,3.0,311,2.0,1334,4.0,1552,4.0,406,4.0
2980,180,840,4.0,311,4.0,1334,3.0,1552,3.0,406,3.0
2980,360,840,4.0,311,4.0,1334,3.0,1552,3.0,406,3.0
2981,202,468,4.0,585,3.0,227,3.0,461,5.0,397,4.0
2981,125,468,3.0,585,1.0,227,3.0,461,3.0,397,3.0
2981,15,468,5.0,585,2.0,227,3.0,461,4.0,397,5.0
2981,425,468,4.0,585,4.0,227,3.0,461,4.0,397,4.0
2981,337,468,2.0,585,3.0,227,1.0,461,1.0,397,2.0
2982,190,97,4.0,999,3.0,1253,4.0,64,3.0,647,4.0
2982,377,97,3.0,999,4.0,1253,3.0,64,3.0,647,3.0
2982,446,97,3.0,999,3.0,1253,2.0,64,3.0,647,5.0
2982,401,97,3.0,999,4.0,1253,5.0,64,3.0,647,2.0
2982,410,97,3.0,999,2.0,1253,4.0,64,4.0,647,4.0
2983,525,229,3.0,167,3.0,585,2.0,1603,4.0,309,3.0
2983,174,229,5.0,167,4.0,585,3.0,1603,4.0,309,3.0
2983,314,229,4.0,167,3.0,585,3.0,1603,5.0,309,4.0
2983,64,229,4.0,167,3.0,585,3.0,1603,3.0,309,3.0
2983,157,229,4.0,167,4.0,585,3.0,1603,5.0,309,5.0
2984,48,1253,4.0,406,5.0,254,3.0,1110,5.0,1694,5.0
2984,127,1253,1.0,406,4.0,254,3.0,1110,4.0,1694,4.0
2984,410,1253,4.0,406,5.0,254,2.0,1110,4.0,1694,5.0
2984,266,1253,3.0,406,5.0,254,3.0,1110,5.0,1694,3.0
2984,232,1253,3.0,406,5.0,254,3.0,1110,5.0,1694,4.0
2985,293,585,3.0,1084,3.0,943,4.0,834,3.0,806,5.0
2985,138,585,2.0,1084,3.0,943,2.0,834,3.0,806,3.0
2985,51,585,5.0,1084,4.0,943,5.0,834,3.0,806,5.0
2985,117,585,4.0,1084,4.0,943,2.0,834,3.0,806,2.0
2985,159,585,5.0,1084,3.0,943,2.0,834,5.0,806,4.0
2986,487,1182,4.0,1642,2.0,468,5.0,1334,3.0,311,4.0
2986,16,1182,4.0,1642,4.0,468,5.0,1334,4.0,311,4.0
2986,51,1182,3.0,1642,5.0,468,5.0,1334,4.0,311,5.0
2986,354,1182,5.0,1642,4.0,468,4.0,1334,5.0,311,5.0
2986,151,1182,3.0,1642,1.0,468,3.0,1334,4.0,311,3.0
2987,0,405,3.0,254,2.0,1006,5.0,603,5.0,999,2.0
2987,339,405,3.0,254,2.0,1006,4.0,603,3.0,999,2.0
2987,4,405,3.0,254,1.0,1006,4.0,603,4.0,999,1.0
2987,192,405,1.0,254,2.0,1006,5.0,603,4.0,999,3.0
2987,219,405,5.0,254,4.0,1006,5.0,603,4.0,999,3.0
2988,193,603,4.0,999,5.0,294,4.0,1025,4.0,1539,4.0
2988,219,603,4.0,999,3.0,294,4.0,1025,1.0,1539,4.0
2988,571,603,3.0,999,3.0,294,2.0,1025,3.0,1539,3.0
2988,188,603,5.0,999,4.0,294,1.0,1025,1.0,1539,5.0
2988,442,603,4.0,999,1.0,294,4.0,1025,2.0,1539,3.0
2989,559,1314,1.0,166,4.0,1006,3.0,397,4.0,1564,2.0
2989,329,1314,1.0,166,1.0,1006,4.0,397,1.0,1564,1.0
2989,202,1314,2.0,166,4.0,1006,4.0,397,4.0,1564,3.0
2989,0,1314,4.0,166,3.0,1006,5.0,397,4.0,1564,2.0
2989,158,1314,2.0,166,5.0,1006,3.0,397,3.0,1564,1.0
2990,208,1054,5.0,1249,4.0,281,4.0,806,3.0,585,3.0
2990,184,1054,4.0,1249,5.0,281,3.0,806,2.0,585,4.0
2990,255,1054,3.0,1249,3.0,281,3.0,806,3.0,585,3.0
2990,349,1054,4.0,1249,2.0,281,1.0,806,2.0,585,2.0
2990,16,1054,5.0,1249,5.0,281,3.0,806,1.0,585,4.0
2991,277,1259,5.0,167,3.0,1253,3.0,1093,4.0,834,2.0
2991,328,1259,1.0,167,3.0,1253,4.0,1093,2.0,834,1.0
2991,9,1259,3.0,167,4.0,1253,3.0,1093,5.0,834,3.0
2991,377,1259,5.0,167,3.0,1253,3.0,1093,5.0,834,2.0
2991,209,1259,1.0,167,5.0,1253,4.0,1093,5.0,834,3.0
2992,8,351,3.0,967,5.0,1694,5.0,468,5.0,1314,4.0
2992,177,351,3.0,967,3.0,1694,4.0,468,4.0,1314,3.0
2992,147,351,4.0,967,5.0,1694,4.0,468,4.0,1314,1.0
2992,337,351,1.0,967,2.0,1694,3.0,468,2.0,1314,1.0
2992,166,351,4.0,967,5.0,1694,5.0,468,4.0,1314,4.0
2993,442,1084,2.0,585,3.0,834,5.0,461,4.0,351,4.0
2993,324,1084,2.0,585,1.0,834,3.0,461,1.0,351,1.0
2993,521,1084,1.0,585,1.0,834,2.0,461,2.0,351,3.0
2993,203,1084,3.0,585,3.0,834,2.0,461,3.0,351,3.0
2993,292,1084,3.0,585,3.0,834,3.0,461,5.0,351,4.0
2994,516,101,2.0,1694,4.0,1026,4.0,254,2.0,207,3.0
2994,631,101,3.0,1694,4.0,1026,4.0,254,2.0,207,3.0
2994,26,101,5.0,1694,5.0,1026,4.0,254,4.0,207,5.0
2994,128,101,2.0,1694,4.0,1026,5.0,254,5.0,207,4.0
2994,16,101,4.0,1694,4.0,1026,4.0,254,3.0,207,5.0
2995,264,820,4.0,166,3.0,456,3.0,1314,4.0,865,4.0
2995,81,820,4.0,166,4.0,456,3.0,1314,4.0,865,5.0
2995,389,820,3.0,166,3.0,456,2.0,1314,2.0,865,5.0
2995,19,820,4.0,166,4.0,456,1.0,1314,2.0,865,5.0
2995,661,820,4.0,166,3.0,456,1.0,1314,3.0,865,4.0
2996,282,1642,3.0,1210,1.0,306,4.0,1694,4.0,254,5.0
2996,28,1642,4.0,1210,4.0,306,4.0,1694,4.0,254,3.0
2996,16,1642,4.0,1210,3.0,306,4.0,1694,4.0,254,3.0
2996,319,1642,3.0,1210,1.0,306,3.0,1694,4.0,254,2.0
2996,439,1642,4.0,1210,3.0,306,5.0,1694,4.0,254,4.0
2997,302,1253,3.0,78,2.0,1314,4.0,520,5.0,107,1.0
2997,274,1253,4.0,78,4.0,1314,4.0,520,3.0,107,2.0
2997,331,1253,1.0,78,2.0,1314,1.0,520,3.0,107,2.0
2997,183,1253,5.0,78,3.0,1314,5.0,520,5.0,107,3.0
2997,119,1253,4.0,78,2.0,1314,3.0,520,3.0,107,3.0
2998,276,18,2.0,603,4.0,228,1.0,1694,3.0,254,2.0
2998,26,18,4.0,603,3.0,228,3.0,1694,5.0,254,4.0
2998,272,18,2.0,603,4.0,228,2.0,1694,4.0,254,3.0
2998,357,18,2.0,603,3.0,228,2.0,1694,4.0,254,2.0
2998,278,18,3.0,603,5.0,228,4.0,1694,4.0,254,2.0
2999,442,146,3.0,1093,3.0,1136,2.0,1253,4.0,585,3.0
2999,288,146,3.0,1093,3.0,1136,3.0,1253,4.0,585,2.0
2999,377,146,2.0,1093,5.0,1136,2.0,1253,3.0,585,4.0
2999,112,146,4.0,1093,4.0,1136,3.0,1253,2.0,585,2.0
2999,558,146,3.0,1093,2.0,1136,4.0,1253,1.0,585,2.0
3000,246,1314,4.0,281,4.0,1253,4.0,1364,4.0,585,2.0
3000,649,1314,3.0,281,2.0,1253,2.0,1364,3.0,585,2.0
3000,282,1314,5.0,281,1.0,1253,4.0,1364,1.0,585,3.0
3000,174,1314,2.0,281,2.0,1253,3.0,1364,3.0,585,3.0
3000,209,1314,5.0,281,3.0,1253,4.0,1364,2.0,585,3.0
3001,134,101,2.0,967,5.0,227,5.0,1017,3.0,330,4.0
3001,193,101,5.0,967,4.0,227,5.0,1017,5.0,330,5.0
3001,16,101,4.0,967,5.0,227,4.0,1017,5.0,330,5.0
3001,23,101,4.0,967,5.0,227,3.0,1017,4.0,330,5.0
3001,7,101,5.0,967,4.0,227,1.0,1017,4.0,330,4.0
3002,207,133,5.0,585,4.0,1314,3.0,405,1.0,227,3.0
3002,135,133,4.0,585,4.0,1314,3.0,405,3.0,227,4.0
3002,195,133,5.0,585,3.0,1314,3.0,405,3.0,227,3.0
3002,314,133,3.0,585,3.0,1314,3.0,405,3.0,227,4.0
3002,662,133,3.0,585,2.0,1314,1.0,405,1.0,227,2.0
3003,172,603,5.0,1564,3.0,1182,1.0,227,5.0,1054,4.0
3003,83,603,5.0,1564,3.0,1182,5.0,227,3.0,1054,5.0
3003,298,603,4.0,1564,3.0,1182,3.0,227,3.0,1054,3.0
3003,92,603,5.0,1564,3.0,1182,4.0,227,2.0,1054,4.0
3003,81,603,4.0,1564,4.0,1182,5.0,227,4.0,1054,5.0
3004,195,585,3.0,1314,3.0,967,3.0,697,2.0,281,1.0
3004,219,585,2.0,1314,3.0,967,5.0,697,2.0,281,3.0
3004,51,585,5.0,1314,4.0,967,5.0,697,5.0,281,5.0
3004,737,585,1.0,1314,1.0,967,1.0,697,1.0,281,1.0
3004,16,585,4.0,1314,3.0,967,5.0,697,5.0,281,3.0
3005,314,585,3.0,1314,3.0,468,5.0,166,5.0,967,4.0
3005,703,585,3.0,1314,2.0,468,2.0,166,3.0,967,1.0
3005,199,585,3.0,1314,4.0,468,3.0,166,5.0,967,3.0
3005,105,585,1.0,1314,4.0,468,4.0,166,4.0,967,2.0
3005,174,585,3.0,1314,2.0,468,5.0,166,5.0,967,4.0
3006,277,1093,4.0,311,3.0,532,4.0,1253,3.0,1158,5.0
3006,280,1093,3.0,311,4.0,532,3.0,1253,3.0,1158,5.0
3006,328,1093,2.0,311,3.0,532,4.0,1253,4.0,1158,4.0
3006,161,1093,2.0,311,4.0,532,3.0,1253,2.0,1158,4.0
3006,193,1093,5.0,311,5.0,532,3.0,1253,5.0,1158,4.0
3007,110,853,2.0,311,4.0,585,2.0,468,3.0,1564,3.0
3007,165,853,3.0,311,3.0,585,2.0,468,4.0,1564,2.0
3007,191,853,2.0,311,4.0,585,3.0,468,3.0,1564,1.0
3007,183,853,4.0,311,3.0,585,3.0,468,5.0,1564,4.0
3007,544,853,1.0,311,3.0,585,3.0,468,3.0,1564,3.0
3008,135,806,3.0,585,4.0,1182,3.0,967,5.0,1564,3.0
3008,281,806,2.0,585,2.0,1182,4.0,967,4.0,1564,3.0
3008,203,806,2.0,585,3.0,1182,4.0,967,3.0,1564,2.0
3008,242,806,4.0,585,4.0,1182,4.0,967,5.0,1564,5.0
3008,394,806,2.0,585,4.0,1182,3.0,967,3.0,1564,1.0
3009,310,1642,2.0,607,5.0,405,5.0,1314,4.0,623,4.0
3009,97,1642,3.0,607,4.0,405,3.0,1314,3.0,623,1.0
3009,89,1642,3.0,607,5.0,405,3.0,1314,3.0,623,4.0
3009,234,1642,5.0,607,4.0,405,4.0,1314,4.0,623,5.0
3009,503,1642,2.0,607,5.0,405,4.0,1314,5.0,623,5.0
3010,20,1084,3.0,1093,3.0,330,3.0,603,4.0,1638,3.0
3010,103,1084,3.0,1093,4.0,330,4.0,603,4.0,1638,2.0
3010,704,1084,2.0,1093,2.0,330,3.0,603,3.0,1638,2.0
3010,562,1084,2.0,1093,2.0,330,3.0,603,3.0,1638,2.0
3010,390,1084,4.0,1093,4.0,330,4.0,603,4.0,1638,3.0
3011,404,461,3.0,1564,2.0,227,4.0,603,4.0,1054,3.0
3011,173,461,3.0,1564,3.0,227,5.0,603,5.0,1054,5.0
3011,133,461,5.0,1564,2.0,227,5.0,603,1.0,1054,1.0
3011,430,461,3.0,1564,3.0,227,3.0,603,3.0,1054,3.0
3011,154,461,5.0,1564,5.0,227,5.0,603,3.0,1054,4.0
3012,160,461,4.0,1093,3.0,405,3.0,468,4.0,167,5.0
3012,63,461,4.0,1093,5.0,405,4.0,468,5.0,167,5.0
3012,166,461,3.0,1093,3.0,405,4.0,468,4.0,167,4.0
3012,286,461,4.0,1093,1.0,405,1.0,468,3.0,167,2.0
3012,273,461,2.0,1093,2.0,405,1.0,468,2.0,167,5.0
3013,83,1534,4.0,1017,4.0,1694,4.0,831,5.0,254,4.0
3013,209,1534,4.0,1017,3.0,1694,4.0,831,5.0,254,3.0
3013,402,1534,4.0,1017,3.0,1694,3.0,831,3.0,254,3.0
3013,431,1534,5.0,1017,4.0,1694,4.0,831,5.0,254,3.0
3013,173,1534,2.0,1017,3.0,1694,4.0,831,3.0,254,3.0
3014,342,585,3.0,405,3.0,294,4.0,1711,2.0,999,3.0
3014,539,585,2.0,405,4.0,294,2.0,1711,3.0,999,3.0
3014,51,585,5.0,405,5.0,294,5.0,1711,5.0,999,5.0
3014,442,585,3.0,405,3.0,294,4.0,1711,3.0,999,1.0
3014,127,585,3.0,405,3.0,294,5.0,1711,5.0,999,4.0
3015,127,1093,4.0,1694,4.0,1253,1.0,1181,5.0,1314,3.0
3015,1,1093,4.0,1694,4.0,1253,4.0,1181,5.0,1314,3.0
3015,368,1093,2.0,1694,4.0,1253,4.0,1181,3.0,1314,3.0
3015,203,1093,4.0,1694,4.0,1253,2.0,1181,1.0,1314,1.0
3015,559,1093,4.0,1694,3.0,1253,3.0,1181,4.0,1314,1.0
3016,113,166,5.0,632,4.0,1093,5.0,585,5.0,1006,5.0
3016,364,166,3.0,632,2.0,1093,4.0,585,3.0,1006,3.0
3016,153,166,3.0,632,1.0,1093,2.0,585,1.0,1006,2.0
3016,583,166,3.0,632,3.0,1093,2.0,585,2.0,1006,3.0
3016,595,166,4.0,632,4.0,1093,3.0,585,2.0,1006,3.0
3017,596,1084,1.0,1235,4.0,834,5.0,864,4.0,999,1.0
3017,20,1084,3.0,1235,4.0,834,3.0,864,3.0,999,3.0
3017,188,1084,3.0,1235,4.0,834,5.0,864,5.0,999,4.0
3017,167,1084,1.0,1235,5.0,834,3.0,864,3.0,999,2.0
3017,109,1084,3.0,1235,5.0,834,3.0,864,5.0,999,3.0
3018,177,167,5.0,461,4.0,1694,4.0,1561,2.0,967,3.0
3018,27,167,5.0,461,3.0,1694,3.0,1561,3.0,967,3.0
3018,294,167,3.0,461,4.0,1694,4.0,1561,4.0,967,3.0
3018,322,167,2.0,461,4.0,1694,4.0,1561,4.0,967,4.0
3018,11,167,5.0,461,4.0,1694,4.0,1561,5.0,967,5.0
3019,178,461,4.0,1564,3.0,1006,5.0,585,2.0,1093,3.0
3019,16,461,4.0,1564,3.0,1006,3.0,585,4.0,1093,4.0
3019,39,461,4.0,1564,4.0,1006,5.0,585,4.0,1093,5.0
3019,413,461,3.0,1564,4.0,1006,4.0,585,3.0,1093,3.0
3019,768,461,3.0,1564,2.0,1006,4.0,585,4.0,1093,3.0
3020,358,1253,4.0,166,5.0,1694,4.0,1564,4.0,572,3.0
3020,228,1253,5.0,166,5.0,1694,4.0,1564,4.0,572,4.0
3020,141,1253,1.0,166,1.0,1694,4.0,1564,2.0,572,4.0
3020,68,1253,4.0,166,5.0,1694,4.0,1564,1.0,572,4.0
3020,555,1253,4.0,166,4.0,1694,4.0,1564,4.0,572,2.0
3021,183,1642,5.0,520,5.0,967,5.0,1694,4.0,1606,5.0
3021,149,1642,4.0,520,5.0,967,5.0,1694,4.0,1606,5.0
3021,108,1642,3.0,520,4.0,967,4.0,1694,4.0,1606,4.0
3021,465,1642,4.0,520,3.0,967,4.0,1694,4.0,1606,5.0
3021,311,1642,3.0,520,3.0,967,3.0,1694,4.0,1606,2.0
3022,197,1314,4.0,405,4.0,1093,3.0,623,5.0,1344,3.0
3022,272,1314,1.0,405,2.0,1093,2.0,623,3.0,1344,2.0
3022,83,1314,4.0,405,5.0,1093,5.0,623,2.0,1344,4.0
3022,438,1314,4.0,405,5.0,1093,3.0,623,4.0,1344,3.0
3022,671,1314,2.0,405,2.0,1093,1.0,623,2.0,1344,4.0
3023,44,1564,4.0,1694,4.0,865,5.0,1096,4.0,461,4.0
3023,93,1564,3.0,1694,4.0,865,5.0,1096,5.0,461,4.0
3023,207,1564,3.0,1694,4.0,865,3.0,1096,2.0,461,5.0
3023,284,1564,3.0,1694,4.0,865,5.0,1096,4.0,461,3.0
3023,165,1564,2.0,1694,3.0,865,3.0,1096,2.0,461,1.0
3024,37,740,5.0,1314,4.0,532,5.0,726,4.0,1642,5.0
3024,438,740,3.0,1314,4.0,532,5.0,726,5.0,1642,3.0
3024,0,740,4.0,1314,4.0,532,2.0,726,3.0,1642,4.0
3024,205,740,3.0,1314,4.0,532,4.0,726,3.0,1642,4.0
3024,677,740,2.0,1314,3.0,532,4.0,726,3.0,1642,4.0
3025,193,294,4.0,254,5.0,397,5.0,468,5.0,1564,4.0
3025,664,294,3.0,254,2.0,397,2.0,468,2.0,1564,1.0
3025,133,294,2.0,254,2.0,397,3.0,468,4.0,1564,2.0
3025,61,294,5.0,254,4.0,397,5.0,468,4.0,1564,5.0
3025,113,294,4.0,254,4.0,397,4.0,468,5.0,1564,4.0
3026,580,967,3.0,1084,5.0,1158,5.0,1093,3.0,461,5.0
3026,172,967,5.0,1084,1.0,1158,4.0,1093,1.0,461,5.0
3026,193,967,4.0,1084,3.0,1158,4.0,1093,5.0,461,5.0
3026,393,967,3.0,1084,2.0,1158,4.0,1093,3.0,461,3.0
3026,225,967,5.0,1084,4.0,1158,5.0,1093,4.0,461,4.0
3027,28,1642,4.0,1303,3.0,351,4.0,1356,3.0,726,3.0
3027,50,1642,5.0,1303,5.0,351,3.0,1356,5.0,726,3.0
3027,452,1642,4.0,1303,5.0,351,3.0,1356,3.0,726,3.0
3027,44,1642,4.0,1303,5.0,351,5.0,1356,5.0,726,4.0
3027,503,1642,2.0,1303,4.0,351,4.0,1356,4.0,726,5.0
3028,42,1564,4.0,1006,5.0,1210,4.0,461,4.0,585,4.0
3028,413,1564,4.0,1006,4.0,1210,1.0,461,3.0,585,3.0
3028,129,1564,5.0,1006,5.0,1210,5.0,461,4.0,585,4.0
3028,86,1564,5.0,1006,3.0,1210,4.0,461,4.0,585,5.0
3028,186,1564,2.0,1006,4.0,1210,4.0,461,2.0,585,3.0
3029,106,585,3.0,1181,5.0,1093,3.0,1253,2.0,1158,2.0
3029,214,585,2.0,1181,4.0,1093,3.0,1253,5.0,1158,4.0
3029,537,585,4.0,1181,2.0,1093,3.0,1253,4.0,1158,3.0
3029,418,585,3.0,1181,3.0,1093,3.0,1253,1.0,1158,1.0
3029,180,585,3.0,1181,5.0,1093,4.0,1253,3.0,1158,5.0
3030,342,461,3.0,280,3.0,227,4.0,1006,4.0,602,2.0
3030,114,461,4.0,280,2.0,227,1.0,1006,5.0,602,3.0
3030,356,461,4.0,280,4.0,227,5.0,1006,4.0,602,2.0
3030,197,461,3.0,280,4.0,227,3.0,1006,3.0,602,1.0
3030,344,461,3.0,280,3.0,227,3.0,1006,3.0,602,1.0
3031,226,1642,5.0,1181,3.0,1694,4.0,1006,5.0,166,4.0
3031,19,1642,1.0,1181,3.0,1694,4.0,1006,5.0,166,4.0
3031,173,1642,4.0,1181,4.0,1694,4.0,1006,4.0,166,1.0
3031,89,1642,3.0,1181,4.0,1694,4.0,1006,4.0,166,5.0
3031,457,1642,4.0,1181,3.0,1694,5.0,1006,5.0,166,3.0
3032,456,1122,3.0,717,5.0,1638,2.0,967,5.0,1694,4.0
3032,114,1122,3.0,717,5.0,1638,3.0,967,4.0,1694,4.0
3032,193,1122,3.0,717,5.0,1638,3.0,967,4.0,1694,4.0
3032,442,1122,1.0,717,3.0,1638,2.0,967,4.0,1694,2.0
3032,210,1122,5.0,717,5.0,1638,5.0,967,5.0,1694,4.0
3033,122,1314,5.0,822,4.0,167,3.0,254,2.0,1694,4.0
3033,220,1314,2.0,822,4.0,167,5.0,254,3.0,1694,4.0
3033,404,1314,1.0,822,3.0,167,3.0,254,3.0,1694,2.0
3033,128,1314,4.0,822,4.0,167,4.0,254,5.0,1694,4.0
3033,49,1314,4.0,822,4.0,167,5.0,254,4.0,1694,5.0
3034,106,834,3.0,1084,3.0,397,5.0,461,4.0,1611,4.0
3034,533,834,5.0,1084,2.0,397,4.0,461,3.0,1611,2.0
3034,188,834,5.0,1084,3.0,397,4.0,461,4.0,1611,2.0
3034,111,834,3.0,1084,3.0,397,4.0,461,5.0,1611,4.0
3034,348,834,3.0,1084,3.0,397,4.0,461,5.0,1611,3.0
3035,695,146,4.0,227,1.0,967,3.0,585,3.0,461,4.0
3035,42,146,3.0,227,3.0,967,4.0,585,4.0,461,4.0
3035,31,146,4.0,227,5.0,967,4.0,585,4.0,461,3.0
3035,583,146,2.0,227,3.0,967,3.0,585,2.0,461,2.0
3035,356,146,2.0,227,5.0,967,4.0,585,3.0,461,4.0
3036,109,1564,3.0,146,5.0,468,2.0,1093,5.0,311,5.0
3036,76,1564,5.0,146,5.0,468,4.0,1093,4.0,311,4.0
3036,307,1564,1.0,146,3.0,468,3.0,1093,4.0,311,3.0
3036,247,1564,2.0,146,3.0,468,2.0,1093,2.0,311,2.0
3036,172,1564,3.0,146,2.0,468,4.0,1093,1.0,311,5.0
3037,54,461,3.0,726,4.0,1635,3.0,166,5.0,1638,3.0
3037,281,461,3.0,726,3.0,1635,2.0,166,4.0,1638,3.0
3037,85,461,3.0,726,4.0,1635,1.0,166,4.0,1638,4.0
3037,63,461,4.0,726,4.0,1635,4.0,166,5.0,1638,5.0
3037,585,461,2.0,726,3.0,1635,4.0,166,3.0,1638,3.0
3038,384,603,2.0,1093,3.0,468,4.0,585,2.0,1282,1.0
3038,24,603,4.0,1093,3.0,468,4.0,585,2.0,1282,4.0
3038,350,603,4.0,1093,1.0,468,2.0,585,2.0,1282,2.0
3038,634,603,2.0,1093,1.0,468,2.0,585,3.0,1282,3.0
3038,15,603,5.0,1093,5.0,468,5.0,585,2.0,1282,4.0
3039,446,97,3.0,967,2.0,453,4.0,977,2.0,1606,4.0
3039,58,97,3.0,967,2.0,453,4.0,977,2.0,1606,4.0
3039,90,97,4.0,967,5.0,453,2.0,977,4.0,1606,4.0
3039,695,97,3.0,967,3.0,453,3.0,977,2.0,1606,4.0
3039,127,97,4.0,967,5.0,453,4.0,977,3.0,1606,5.0
3040,343,332,3.0,167,3.0,405,4.0,254,3.0,311,3.0
3040,192,332,3.0,167,5.0,405,1.0,254,2.0,311,3.0
3040,272,332,2.0,167,3.0,405,2.0,254,3.0,311,4.0
3040,128,332,3.0,167,4.0,405,3.0,254,5.0,311,5.0
3040,25,332,2.0,167,3.0,405,2.0,254,2.0,311,1.0
3041,164,1017,5.0,294,2.0,840,3.0,1182,4.0,166,5.0
3041,195,1017,3.0,294,3.0,840,4.0,1182,4.0,166,3.0
3041,389,1017,4.0,294,4.0,840,4.0,1182,5.0,166,3.0
3041,27,1017,3.0,294,2.0,840,5.0,1182,4.0,166,3.0
3041,104,1017,3.0,294,2.0,840,3.0,1182,4.0,166,3.0
3042,38,254,3.0,1479,5.0,532,3.0,411,3.0,1006,5.0
3042,393,254,3.0,1479,3.0,532,4.0,411,3.0,1006,4.0
3042,50,254,3.0,1479,4.0,532,4.0,411,3.0,1006,4.0
3042,328,254,4.0,1479,4.0,532,4.0,411,4.0,1006,3.0
3042,253,254,3.0,1479,5.0,532,3.0,411,3.0,1006,4.0
3043,38,1552,4.0,1253,5.0,1054,5.0,1564,4.0,405,5.0
3043,16,1552,4.0,1253,4.0,1054,5.0,1564,3.0,405,4.0
3043,198,1552,4.0,1253,4.0,1054,3.0,1564,2.0,405,4.0
3043,141,1552,4.0,1253,1.0,1054,4.0,1564,2.0,405,2.0
3043,814,1552,1.0,1253,1.0,1054,2.0,1564,1.0,405,2.0
3044,218,1253,4.0,1158,4.0,451,2.0,1210,2.0,1314,4.0
3044,280,1253,3.0,1158,5.0,451,4.0,1210,4.0,1314,3.0
3044,314,1253,3.0,1158,5.0,451,3.0,1210,2.0,1314,3.0
3044,0,1253,4.0,1158,4.0,451,3.0,1210,2.0,1314,4.0
3044,195,1253,1.0,1158,3.0,451,4.0,1210,2.0,1314,3.0
3045,257,227,2.0,1181,4.0,1093,1.0,1047,3.0,218,3.0
3045,152,227,2.0,1181,4.0,1093,4.0,1047,4.0,218,4.0
3045,73,227,5.0,1181,1.0,1093,4.0,1047,4.0,218,2.0
3045,118,227,1.0,1181,1.0,1093,3.0,1047,4.0,218,3.0
3045,113,227,5.0,1181,4.0,1093,5.0,1047,3.0,218,2.0
3046,664,397,2.0,1564,1.0,1694,3.0,453,2.0,468,2.0
3046,37,397,5.0,1564,4.0,1694,4.0,453,3.0,468,5.0
3046,269,397,2.0,1564,1.0,1694,2.0,453,2.0,468,2.0
3046,135,397,4.0,1564,3.0,1694,4.0,453,4.0,468,5.0
3046,85,397,5.0,1564,4.0,1694,5.0,453,4.0,468,5.0
3047,136,293,1.0,1314,2.0,806,2.0,294,2.0,585,3.0
3047,51,293,4.0,1314,4.0,806,5.0,294,5.0,585,5.0
3047,296,293,3.0,1314,3.0,806,4.0,294,4.0,585,3.0
3047,62,293,3.0,1314,5.0,806,4.0,294,3.0,585,5.0
3047,58,293,3.0,1314,2.0,806,2.0,294,3.0,585,2.0
3048,595,585,2.0,1235,3.0,722,1.0,834,3.0,1093,3.0
3048,68,585,3.0,1235,5.0,722,4.0,834,3.0,1093,5.0
3048,363,585,1.0,1235,3.0,722,1.0,834,3.0,1093,1.0
3048,472,585,3.0,1235,4.0,722,3.0,834,3.0,1093,3.0
3048,166,585,2.0,1235,3.0,722,3.0,834,2.0,1093,3.0
3049,127,321,5.0,166,2.0,1425,4.0,1611,5.0,227,5.0
3049,358,321,4.0,166,5.0,1425,5.0,1611,5.0,227,5.0
3049,317,321,4.0,166,5.0,1425,4.0,1611,3.0,227,4.0
3049,173,321,2.0,166,1.0,1425,4.0,1611,1.0,227,5.0
3049,152,321,4.0,166,5.0,1425,4.0,1611,4.0,227,2.0
3050,220,294,4.0,167,5.0,397,5.0,1314,2.0,585,4.0
3050,202,294,5.0,167,4.0,397,4.0,1314,2.0,585,3.0
3050,467,294,3.0,167,3.0,397,3.0,1314,2.0,585,3.0
3050,571,294,2.0,167,3.0,397,4.0,1314,1.0,585,2.0
3050,228,294,5.0,167,5.0,397,5.0,1314,4.0,585,4.0
3051,480,483,3.0,1600,4.0,166,1.0,461,4.0,1564,3.0
3051,579,483,2.0,1600,2.0,166,1.0,461,1.0,1564,3.0
3051,429,483,5.0,1600,5.0,166,5.0,461,5.0,1564,5.0
3051,210,483,4.0,1600,3.0,166,4.0,461,4.0,1564,4.0
3051,81,483,3.0,1600,5.0,166,4.0,461,5.0,1564,4.0
